consumer_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained,saving_per_discomfort,participated
DHNC0011,Dhanmondi,Residential,Res-A,624.1576541510876,0.6763234182197071,2.935853807947811,24.271367128504394,0.42214941277038187,LT-A,690.4289744691732,586.8646282987971,0.0,103.56434617037598,0,456,2513.6482673247133,101.43472834826436,30,upper-middle,95554.41103186182,6,3.418409534234189,3.418409534234189,4.455099999999999,10943.211223844934,9207.407077247994,101.43472834826436,17.35,30,1.0,690.4289744691732,586.8646282987971,8563.859752392164,6709.449884303192,0.0,7968.942707040156,6202.838070764945,12.403679551508349,11.432704512712824,601-above,401-600,1854.409868088971,21.653902816086806,1735.80414659694,103.5643461703761,15.000000000000018,0.0,0.0,0.85,True,-557.8036708874779,False,0.7377364176980209,True
DHNC0012,Dhanmondi,Residential,Res-A,624.1576541510876,0.6406138095796461,3.303330513430092,20.105010178609128,0.4954218525619628,LT-A,336.5922487652551,286.10341145046704,0.0,50.48883731478827,0,604,1015.0785881199591,49.79585950086228,30,upper-middle,188456.64553100435,6,1.3637284878893277,1.3637284878893277,3.5451,3046.0156734354214,2509.1814627622657,49.79585950086228,9.62,30,1.0,336.5922487652551,286.10341145046704,3083.757214777842,2581.3570064092128,0.0,2788.017433121754,2309.54104419925,9.161700027526495,9.02246147056559,301-400,201-300,502.40020836862914,16.291821092823053,536.8342106731557,50.48883731478804,14.999999999999934,0.0,0.0,0.85,True,-462.8825202504677,False,0.4949372533796929,True
DHNC0013,Dhanmondi,Residential,Res-B,624.1576541510876,0.3915077362892898,1.524851568374287,18.5992688759111,0.3843334496920734,LT-A,145.45964945767895,134.21834651574605,0.0,11.241302941932888,0,447,209.08001593258018,21.655539430243046,25,middle,56871.27210808263,5,0.7146427167428703,0.7146427167428703,1.195,1137.5168905485289,1027.502778235595,21.655539430243046,8.5,30,1.0,145.45964945767895,134.21834651574605,1168.2268714097847,1067.8982426530335,0.0,1062.407020390271,966.8559453838413,8.031277923226927,7.956425260593948,76-200,76-200,100.32862875675119,8.588111711184771,110.01411231293378,11.2413029419329,7.728124592520432,0.0,0.0,0.9227187540747958,True,-87.09584774558596,False,0.4798575717973118,True
DHNC0014,Dhanmondi,Residential,Res-B,624.1576541510876,0.36902077316078064,0.7955684821579617,15.397737546272936,0.46319268472055414,LT-A,316.0103882859033,273.48196923825003,4.152143643911811,42.528419047653216,18,566,658.1447493701679,46.76243099035531,30,middle,32958.08792034221,5,1.6942064457208377,1.2594086752275195,3.5551000000000004,2860.3538852768806,2405.497818887781,46.76243099035531,9.62,30,1.0,316.0103882859033,273.48196923825003,2876.3008420759093,2461.200126071479,0.0,2590.0199353103894,2194.685920068075,9.101918635262209,8.999496869672416,301-400,201-300,415.10071600443007,14.431755883534072,454.85606638909985,42.528419047653244,13.457918038180635,0.43479777049331814,25.663800984320055,0.860165114365675,True,-196.28160237538253,False,0.6307134052222914,True
DHNC0015,Dhanmondi,Residential,Res-A,624.1576541510876,0.5714789986440996,1.5075346950096113,24.231295859235075,0.5204410757988093,LT-A,391.511785526636,332.7850176976407,0.0,58.72676782899542,0,470,1423.0256861209962,57.73655046380167,30,upper-middle,86315.65832621802,4,2.502401967268412,2.502401967268412,3.9000000000000004,3470.6899127750235,2877.054862428733,57.73655046380167,9.62,30,1.0,391.511785526636,332.7850176976407,3654.15054560455,3060.9514637638686,0.0,3316.343376766238,2751.3918702513033,9.333436899451765,9.197984587590312,301-400,301-400,593.1990818406816,16.233569866305043,593.6350503462904,58.72676782899532,14.99999999999998,0.0,0.0,0.85,True,-772.0900538165129,False,0.41685760673630134,True
DHNC0016,Dhanmondi,Residential,Res-A,624.1576541510876,0.5416387159827546,1.0228439314215705,23.81092409961633,0.4116945400745224,LT-A,372.73071454802323,322.15618719161955,6.761166895131545,50.574527356403685,20,556,1211.1418507853114,54.91213305741439,30,upper-middle,115823.23975269352,4,1.8230166346297605,1.8206198824540138,4.4962,3364.0289108378024,2816.0002947610287,54.91213305741439,9.62,30,1.0,372.73071454802323,322.15618719161955,3490.7353676495827,2979.882066822549,0.0,3135.6694739519835,2649.14252078338,9.365301091117434,9.249805483481543,301-400,301-400,510.85330082703376,14.634546793818021,548.0286160767737,50.57452735640368,13.568650337209485,0.0023967521757466415,0.13147176664317173,0.8570576772052099,True,-645.3764169008632,False,0.42179477201270316,True
DHNC0017,Dhanmondi,Residential,Res-C,624.1576541510876,0.17081594150314702,2.4664128596869523,26.455870418199734,0.31032692758915814,LT-A,150.6071114869952,150.6071114869952,0.0,0.0,0,0,0.0,0.0,0,lower-middle,13944.236553148334,4,0.5631933753053917,0.5631933753053917,1.1295,1173.0326421505308,1173.0326421505308,0.0,8.5,30,1.0,150.6071114869952,150.6071114869952,1211.279420021432,1211.279420021432,0.0,1106.160447639459,1106.160447639459,8.0426442553878,8.0426442553878,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0018,Dhanmondi,Residential,Res-A,624.1576541510876,0.575028765612648,2.197908568222487,17.259161092491286,0.4889921616896839,LT-A,382.47620718636756,325.10477610841247,0.0,57.37143107795515,0,289,990.1827710811889,56.48968727664931,30,upper-middle,174129.2535701469,5,2.9929097036806,2.9929097036806,5.945099999999999,3553.2109101623414,2896.2412705496367,56.48968727664931,9.62,30,1.0,382.47620718636756,325.10477610841247,3653.071078789498,3073.562253471074,0.0,3229.4211131328557,2677.507946162928,9.551106735926927,9.454066748149327,301-400,301-400,579.508825318424,15.86360661535371,656.9696396127047,57.371431077955094,14.99999999999999,0.0,0.0,0.85,True,-354.1842584861156,False,0.5852544017562065,True
DHNC0019,Dhanmondi,Residential,Res-A,624.1576541510876,0.5590035105538307,1.7186876877624453,20.829075826963038,0.40224982004657134,LT-A,331.06943740571273,281.72213785159835,0.7827901418564087,49.34729955411436,4,762,1029.2040160474173,49.03425230556409,30,upper-middle,131681.0998399135,6,1.6063585374654497,1.401249413759482,4.1309000000000005,3021.7789998876096,2509.776154616738,49.03425230556409,9.62,30,1.0,331.06943740571273,281.72213785159835,3053.8050772351044,2565.3277171720224,0.0,2734.8879878429566,2269.671454449545,9.224062182136084,9.105879064865501,301-400,201-300,488.47736006308196,15.995695458904216,512.0028452708716,49.347299554114386,14.90542284446546,0.20510912370596768,12.768576810354784,0.85,True,-491.69240367877126,False,0.4746166478625331,True
DHNC0020,Dhanmondi,Residential,Res-B,624.1576541510876,0.33135484885745176,1.721005366241059,23.971183049516252,0.37614283317146147,LT-A,148.20254926565374,148.20254926565374,0.0,0.0,0,0,0.0,0.0,0,middle,34057.8866208613,5,0.7031061830859144,0.7031061830859144,2.2202,1187.5728984647253,1187.5728984647253,0.0,8.5,30,1.0,148.20254926565374,148.20254926565374,1237.9185721959595,1237.9185721959595,0.0,1085.7216687580567,1085.7216687580567,8.352883120633674,8.352883120633674,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0021,Dhanmondi,Residential,Res-A,624.1576541510876,0.5043676296708068,1.9360559785324924,19.204278178566046,0.40858818138727016,LT-A,526.9740478661913,448.21231681172753,0.7109403136621578,78.76173105446384,4,593,1513.938613239973,77.60818109031193,30,upper-middle,124668.57183878057,6,2.626247607607873,2.3759604982384466,6.095899999999999,7381.249678116725,6159.141491578553,77.60818109031193,15.01,30,1.0,526.9740478661913,448.21231681172753,5837.903671395108,4596.579409111231,0.0,5303.880458471532,4121.66687534403,11.078161619217845,10.25536165942096,401-600,401-600,1241.324262283877,21.263185077311025,1222.108186538172,78.76173105446378,14.946036028412328,0.25028710936942655,9.530217510503567,0.85,True,-195.00616986578393,False,0.8199303798899249,True
DHNC0022,Dhanmondi,Residential,Res-B,624.1576541510876,0.24618910663622745,1.3278396925084193,20.97859849235345,0.3241026643548578,LT-A,201.05544159040576,201.05544159040576,0.0,0.0,0,0,0.0,0.0,0,middle,29346.889004572655,5,1.0315974289259442,1.0315974289259442,3.3994999999999997,1706.6075076758548,1706.6075076758548,0.0,9.1,30,1.0,201.05544159040576,201.05544159040576,1762.302694396327,1762.302694396327,0.0,1535.6045184726925,1535.6045184726925,8.765257386002643,8.765257386002643,201-300,201-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0023,Dhanmondi,Residential,Res-A,624.1576541510876,0.4966541331235024,1.9602222920436079,16.964609160053417,0.3662078765911866,LT-A,500.55083311885903,425.46820815103024,0.0,75.08262496782885,0,553,1273.747387290085,73.42471545201275,30,upper-middle,69960.35073243295,6,2.628288780939809,2.421969326600131,4.175,7196.204521035078,5984.22930654565,73.42471545201275,15.01,30,1.0,500.55083311885903,425.46820815103024,5336.748905369778,4153.409194564312,0.0,4907.268005114074,3780.277804346964,10.661752118395802,9.761973080465648,401-600,401-600,1183.339710805466,22.17341928181786,1211.9752144894283,75.08262496782879,14.999999999999988,0.20631945433967802,7.849953773569106,0.85,True,-16.982961032606227,False,0.9290222870038912,True
DHNC0024,Dhanmondi,Residential,Res-A,624.1576541510876,0.6136354036874516,1.9107707947313308,19.75491612223431,0.3505733907306898,LT-A,283.86765050175467,250.36046593183033,18.067660223919308,33.507184569924284,60,780,696.4547781560717,33.21622987897094,30,upper-middle,139542.22996152687,5,1.5036973305980017,1.501809178048582,3.8311000000000006,2449.8031300610733,2081.849157583875,33.21622987897094,9.1,30,1.0,283.86765050175467,250.36046593183033,2572.606910544266,2252.4457619786385,0.0,2289.1956195659677,1984.280239979656,9.062698430050112,8.996810872655702,201-300,201-300,320.1611485656276,12.44500849521133,367.9539724771985,33.507184569924334,11.803805227787736,0.0018881525494196527,0.12556732734697068,0.8565026744417986,True,-343.07739971147316,False,0.4597012736609889,True
DHNC0025,Dhanmondi,Residential,Res-A,624.1576541510876,0.6254087489698987,2.305279200766038,19.91911104031186,0.40768669340742064,LT-A,423.8766308142349,360.29513619209945,0.0,63.5814946221352,0,586,1266.4868514873028,62.40439703613245,30,upper-middle,149768.987608807,5,2.100299339737067,1.8923540807378345,5.1888000000000005,6026.865247671766,5015.596199426546,62.40439703613245,15.01,30,1.0,423.8766308142349,360.29513619209945,4173.033719947749,3395.6672506763966,0.0,3756.3882285216655,3016.0392101679968,9.844925189510136,9.424682460509043,401-600,301-400,777.3664692713523,18.62832944664262,1011.2690482452199,63.58149462213544,15.000000000000048,0.20794525899923255,9.900743911354315,0.8500000000000001,True,-426.71598517981806,False,0.6137975047734997,True
DHNC0026,Dhanmondi,Residential,Res-B,624.1576541510876,0.295143725594001,1.8086529583927473,20.41653380235361,0.42953999476164406,LT-A,202.2819122954843,202.17742996347096,0.0,0.10448233201334092,0,4,2.1331670632991075,0.3134469960400228,1,middle,58164.72536967278,4,1.3717176821698733,1.3717176821698733,3.4705,1708.6743436847646,1707.2199496231387,0.3134469960400228,9.1,30,1.0,202.2819122954843,202.17742996347096,1777.1527219833524,1776.1543933009648,0.0,1546.765401888907,1545.8146126675856,8.785524626578416,8.785126972985447,201-300,201-300,0.998328682387637,0.056175739430738066,1.4543940616258624,0.10448233201333323,0.05165184114964771,0.0,0.0,0.9994834815885035,True,-0.8213913848714478,False,0.468003045595334,True
DHNC0027,Dhanmondi,Residential,Res-B,624.1576541510876,0.2626563606401882,1.1382357781615933,21.651374637645965,0.29938252505440743,LT-A,167.0374377777291,167.0374377777291,0.0,0.0,0,0,0.0,0.0,0,middle,44994.73079120377,4,0.7517654181940183,0.7517654181940183,2.1554,1324.5351113163274,1324.5351113163274,0.0,8.5,30,1.0,167.0374377777291,167.0374377777291,1403.1622721662322,1403.1622721662322,0.0,1245.8182211106973,1245.8182211106973,8.400286132461941,8.400286132461941,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0028,Dhanmondi,Residential,Res-A,624.1576541510876,0.6231867019263932,2.1020175854548864,15.879759404083655,0.3659910449943039,LT-A,520.4087867878437,442.3474687696671,0.0,78.06131801817656,0,685,1239.5949488943043,77.1243642937972,30,upper-middle,194794.8267358665,4,2.6831669666775624,2.614625315980838,4.6756,7242.072252845098,6047.915207571329,77.1243642937972,15.01,30,1.0,520.4087867878437,442.3474687696671,5671.796644169812,4441.511241544338,0.0,5205.335889685534,4033.635506232703,10.898733434495307,10.040774628818005,401-600,401-600,1230.2854026254736,21.691281966008358,1194.1570452737687,78.06131801817662,15.000000000000012,0.06854165069672424,2.554505610271287,0.85,True,67.8148180249666,True,0.9924898481740874,True
DHNC0029,Dhanmondi,Residential,Res-A,624.1576541510876,0.6115283410174804,1.7241812719652938,21.16724678386167,0.4715905239614161,LT-A,453.3056856595353,385.30983281060514,0.0,67.99585284893031,0,455,1439.2849975324516,66.48864811798461,30,upper-middle,159207.38751527361,4,3.219894647834993,3.219894647834993,4.939799999999999,6562.706331917817,5403.634203282933,66.48864811798461,15.01,30,1.0,453.3056856595353,385.30983281060514,4625.869438837106,3637.3598012199222,0.0,4198.118341749625,3256.6805916380213,10.204746124255458,9.440090782754114,401-600,301-400,988.5096376171837,21.369164233603712,1159.0721286348835,67.99585284893016,14.999999999999968,0.0,0.0,0.85,True,-384.28671179728326,False,0.686806045579514,True
DHNC0030,Dhanmondi,Residential,Res-A,624.1576541510876,0.5985967213429374,2.3448462998751674,23.51685486995342,0.3923974768803705,LT-A,249.6599689217642,212.21097358349957,0.0,37.44899533826464,0,528,880.6825883955313,36.80180929686531,30,upper-middle,119392.59184675312,5,1.163865458624426,1.163865458624426,3.0156,2142.05746881531,1767.2484207081238,36.80180929686531,9.1,30,1.0,249.6599689217642,212.21097358349957,2209.788963047457,1851.9638125903384,0.0,1977.9057171880543,1637.1198596098461,8.851194577132777,8.72699362015621,201-300,201-300,357.8251504571185,16.192729552040664,374.8090481071863,37.44899533826464,15.000000000000004,0.0,0.0,0.85,True,-486.05562864154746,False,0.40630433163101487,True
DHNC0031,Dhanmondi,Residential,Res-B,624.1576541510876,0.41306866490988464,1.7359090436115716,17.6440921230562,0.26887489952612365,LT-A,154.61265136617004,145.822310105358,0.0,8.79034126081203,0,684,155.09759099886944,10.31926687240302,28,middle,53365.396580145876,4,1.477935400042896,1.477935400042896,2.8604,1212.9518191041045,1132.746735522192,10.31926687240302,8.5,30,1.0,154.61265136617004,145.822310105358,1323.3615534430678,1244.90775769032,0.0,1140.2075366124454,1065.489635895543,8.559206130609216,8.537155643679368,76-200,76-200,78.45379575274774,5.928371996951995,80.2050835819125,8.790341260812028,5.68539584771353,0.0,0.0,0.9431460415228647,True,-66.32452837371868,False,0.505835037459219,True
DHNC0032,Dhanmondi,Residential,Res-A,624.1576541510876,0.5530866933076084,2.357085641444968,15.698012679829318,0.4213454867649975,LT-A,301.12258507916164,255.95419731728734,0.0,45.16838776187427,0,756,709.0539238133496,44.7184937034305,30,upper-middle,120188.32118681584,5,1.2970544911758402,1.2497566356786378,4.3599,2659.7442849592067,2220.62230090429,44.7184937034305,9.62,30,1.0,301.12258507916164,255.95419731728734,2761.410821884612,2329.21394536668,0.0,2446.799268461535,2035.1831955873147,9.170387605295925,9.100120137820312,301-400,201-300,432.19687651793174,15.65130668326147,439.12198405491654,45.1683877618743,15.000000000000018,0.047297855497202335,3.6465588623284924,0.8499999999999999,True,-232.13855359198732,False,0.6095402084421758,True
DHNC0033,Dhanmondi,Residential,Res-A,624.1576541510876,0.71743529488715,2.0815102893415993,25.71037456215485,0.491572080714495,LT-A,402.1651103589898,341.8403438051413,0.0,60.32476655384846,0,507,1550.9723434739958,59.17586046990759,30,upper-middle,102039.58433763187,6,1.8455244108713962,1.8455244108713962,4.660099999999999,5739.402868097295,4763.464732038805,59.17586046990759,15.01,30,1.0,402.1651103589898,341.8403438051413,3807.533631812859,3185.939722775732,0.0,3430.498306488437,2838.5041074054593,9.467588146604989,9.319964072443739,401-600,301-400,621.5939090371267,16.325368838335663,975.9381360584903,60.32476655384852,15.000000000000012,0.0,0.0,0.8500000000000001,True,-870.2025739669616,False,0.4007769136906912,True
DHNC0034,Dhanmondi,Residential,Res-C,624.1576541510876,0.20731337762910307,3.2034427600926874,32.38920141289106,0.34738693738113186,LT-A,103.16006544687258,103.16006544687258,0.0,0.0,0,0,0.0,0.0,0,lower-middle,18887.23612101286,5,0.6211634929341885,0.6211634929341885,1.3245000000000002,818.7242277231148,818.7242277231148,0.0,8.5,30,1.0,103.16006544687258,103.16006544687258,796.4140341133377,796.4140341133377,0.0,702.8605562984169,702.8605562984169,7.720177674019515,7.720177674019515,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0035,Dhanmondi,Residential,Res-B,624.1576541510876,0.281389842279989,1.629896818012144,20.205188471012963,0.4259609594966145,LT-A,224.06834369573744,224.06834369573744,0.0,0.0,0,0,0.0,0.0,0,middle,33852.6318465823,5,1.1312612895310086,1.1312612895310086,1.5004,1897.150497111517,1897.150497111517,0.0,9.1,30,1.0,224.06834369573744,224.06834369573744,1898.4406640127713,1898.4406640127713,0.0,1745.0219276312107,1745.0219276312107,8.4725964975698,8.4725964975698,201-300,201-300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,,False
DHNC0036,Dhanmondi,Residential,Res-A,624.1576541510876,0.41009481526613606,1.6663296006023653,17.361534286166492,0.43294937237502684,LT-A,469.039175793047,398.6832994240898,0.0,70.35587636895704,0,642,1221.4859598129392,69.41437000873108,30,upper-middle,144659.50239273932,5,2.6700879771173742,2.6700879771173742,5.436100000000001,6438.148100592002,5405.1588443108485,69.41437000873108,15.01,30,1.0,469.039175793047,398.6832994240898,4895.723940086317,3794.3320174827313,0.0,4434.278028653635,3385.333340459744,10.437771923440454,9.51715816279177,401-600,301-400,1101.391922603586,22.497018542760546,1032.9892562811538,70.35587636895718,15.000000000000028,0.0,0.0,0.85,True,-50.679667200622134,False,0.9016820158720902,True
DHNC0037,Dhanmondi,Residential,Res-A,624.1576541510876,0.5021241175643878,2.29601636391853,14.590260663550676,0.4472624923231048,LT-A,341.2487091183432,290.0614027505917,0.0,51.187306367751475,0,562,746.8361425705215,50.447723823014286,30,upper-middle,93022.6966480514,4,1.3565002148041532,1.339365957670959,3.7346999999999997,3079.6212336300146,2539.8349879809903,50.447723823014286,9.62,30,1.0,341.2487091183432,290.0614027505917,3139.1534808043843,2627.536973281903,0.0,2832.8125817184614,2345.558765030384,9.199019357215336,9.058554321138624,301-400,201-300,511.61650752248124,16.29791313648619,539.7862456490243,51.18730636775149,15.000000000000004,0.017134257133194275,1.2631223309955804,0.85,True,-184.77191122502597,False,0.6850451904504218,True
DHNC0038,Dhanmondi,Residential,Res-A,624.1576541510876,0.6631408851066625,2.3685609992057732,15.059827257880913,0.45473779850948,LT-A,648.2233638554944,550.9898592771704,0.0,97.23350457832419,0,381,1464.3197826279347,95.1324184102935,30,upper-middle,125740.17098320364,4,3.5718237286809114,2.8604672157863407,5.5950999999999995,10813.567524855556,8934.759712485136,95.1324184102935,17.35,30,1.0,648.2233638554944,550.9898592771704,7845.253041037469,6194.319587137843,0.0,7236.675362892828,5664.357787750327,12.102700208729868,11.24216622655091,601-above,401-600,1650.9334538996263,21.043724724541253,1878.80781237042,97.23350457832407,14.999999999999984,0.7113565128945707,19.91577879900802,0.85,True,281.74608968198504,True,1.1274405177650377,True
