entity_id,kind,substation,date,value,present,degree,e_sh_kwh,e_cu_kwh,chi,pool,w,flex_potential,phi1,phi2,phi3,phi4
DHNC0002-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A00"", ""hID"": ""DHNC0002"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0002-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A01"", ""hID"": ""DHNC0002"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0002-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A02"", ""hID"": ""DHNC0002"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.425,0.007481296758104738,0.0,1.0,0.0
DHNC0002-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A03"", ""hID"": ""DHNC0002"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.55,0.007481296758104738,0.0,1.0,0.0
DHNC0002-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A04"", ""hID"": ""DHNC0002"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.42,0.007481296758104738,0.0,1.0,0.0
DHNC0002-A05,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A05"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 1, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.414940412951751}",1,3,0.0,418.09722289789516,0.24670707424186133,PH,0.00016,1.023,0.007481296758104738,0.14820895071476636,1.0,0.0
DHNC0002-A06,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A06"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 4, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.414940412951751}",1,3,0.0,76.01767689052639,0.21032851361187324,PH,0.00016,0.24,0.007481296758104738,0.02694708194813934,1.0,0.0
DHNC0002-A07,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A07"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 14, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.414940412951751}",1,3,0.0,63.85484858804217,0.20903505367836256,PH,0.00016,0.2268,0.007481296758104738,0.022635548836437046,1.0,0.0
DHNC0002-A08,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0002-A08"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 2, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.414940412951751}",1,3,0.0,48.144528697333385,0.20736433459757792,PM,0.00016,0.1615,0.007481296758104738,0.017066485233821583,1.0,0.0
DHNC0002-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0002-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 9, ""hID"": ""DHNC0002"", ""archetype"": ""Res-A"", ""w_h"": 597.3547737671756}",1,11,0.0,606.1142770737971,0.2655738241871052,PH,0.00176,0.0,0.02743142144638404,0.19114799251063327,1.0,0.0
DHNC0003-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A00"", ""hID"": ""DHNC0003"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0003-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A01"", ""hID"": ""DHNC0003"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0003-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A02"", ""hID"": ""DHNC0003"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.55,0.007481296758104738,0.0,1.0,0.0
DHNC0003-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A03"", ""hID"": ""DHNC0003"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.7124999999999999,0.007481296758104738,0.0,1.0,0.0
DHNC0003-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A04"", ""hID"": ""DHNC0003"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 6, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.4400825967088042}",1,3,0.0,324.29878151400163,0.23673204847165977,PH,0.00016,0.36,0.007481296758104738,0.11495886481409448,1.0,0.0
DHNC0003-A05,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A05"", ""hID"": ""DHNC0003"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 10, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.4400825967088042}",1,3,0.0,129.71951260560067,0.21603945280512277,PH,0.00016,0.162,0.007481296758104738,0.045983545925637796,1.0,0.0
DHNC0003-A06,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0003-A06"", ""hID"": ""DHNC0003"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.4400825967088042}",1,3,0.0,68.46307609740036,0.20952511713232408,PH,0.00016,0.08075,0.007481296758104738,0.024269093682975508,1.0,0.0
DHNC0003-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0003-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0003"", ""archetype"": ""Res-A"", ""w_h"": 597.3547737671756}",1,9,0.0,522.4813702170027,0.25616506572854175,PH,0.00144,0.0,0.022443890274314215,0.16477299548749166,1.0,0.0
DHNC0004-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A00"", ""hID"": ""DHNC0004"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0004-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A01"", ""hID"": ""DHNC0004"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0004-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A02"", ""hID"": ""DHNC0004"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.425,0.007481296758104738,0.0,1.0,0.0
DHNC0004-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A03"", ""hID"": ""DHNC0004"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.7124999999999999,0.007481296758104738,0.0,1.0,0.0
DHNC0004-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A04"", ""hID"": ""DHNC0004"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.42,0.007481296758104738,0.0,1.0,0.0
DHNC0004-A05,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A05"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 2, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.3494072353236943}",1,3,0.0,106.06552910844343,0.2135239622333084,PH,0.00016,0.12,0.007481296758104738,0.03759857735292326,1.0,0.0
DHNC0004-A06,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0004-A06"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 6, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.3494072353236943}",1,3,0.0,76.36718095807926,0.21036568173566286,PH,0.00016,0.0972,0.007481296758104738,0.027070975694104746,1.0,0.0
DHNC0004-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0004-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0004"", ""archetype"": ""Res-B"", ""w_h"": 597.3547737671756}",1,9,0.0,182.43271006652273,0.22399310350839718,PH,0.00144,0.0,0.022443890274314215,0.05753312142034305,1.0,0.0
DHNC0005-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A00"", ""hID"": ""DHNC0005"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0005-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A01"", ""hID"": ""DHNC0005"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0005-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A02"", ""hID"": ""DHNC0005"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.425,0.007481296758104738,0.0,1.0,0.0
DHNC0005-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A03"", ""hID"": ""DHNC0005"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.55,0.007481296758104738,0.0,1.0,0.0
DHNC0005-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A04"", ""hID"": ""DHNC0005"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.7124999999999999,0.007481296758104738,0.0,1.0,0.0
DHNC0005-A05,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A05"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 1, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.410064197023275}",1,3,0.0,447.5833839736152,0.24984278963600998,PH,0.00016,1.023,0.007481296758104738,0.15866133536192845,1.0,0.0
DHNC0005-A06,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A06"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 3, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.410064197023275}",1,3,0.0,61.03409781458389,0.20873508001951033,PM,0.00016,0.18,0.007481296758104738,0.021635636640262967,1.0,0.0
DHNC0005-A07,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A07"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 9, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.410064197023275}",1,3,0.0,43.9445504265004,0.20691768654172824,PM,0.00016,0.14579999999999999,0.007481296758104738,0.015577658380989337,1.0,0.0
DHNC0005-A08,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0005-A08"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.410064197023275}",1,3,0.0,25.769952410602087,0.20498490300186475,PM,0.00016,0.08075,0.007481296758104738,0.009135046581444364,1.0,0.0
DHNC0005-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0005-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 9, ""hID"": ""DHNC0005"", ""archetype"": ""Res-B"", ""w_h"": 597.3547737671756}",1,11,0.0,578.3319846253015,0.2629453448905055,PH,0.00176,0.0,0.02743142144638404,0.1823863948553009,1.0,0.0
DHNC0006-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0006-A00"", ""hID"": ""DHNC0006"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0006-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0006-A01"", ""hID"": ""DHNC0006"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0006-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0006-A02"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 2, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.12,0.007481296758104738,0.0,1.0,0.0
DHNC0006-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0006-A03"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 3, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.0486,0.007481296758104738,0.0,1.0,0.0
DHNC0006-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0006-A04"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.08075,0.007481296758104738,0.0,1.0,0.0
DHNC0006-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0006-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0006"", ""archetype"": ""Res-C"", ""w_h"": 597.3547737671756}",1,7,0.0,0.0,0.20523690773067332,PM,0.00112,0.0,0.017456359102244388,0.0,1.0,0.0
DHNC0007-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0007-A00"", ""hID"": ""DHNC0007"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0007-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0007-A01"", ""hID"": ""DHNC0007"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.55,0.007481296758104738,0.0,1.0,0.0
DHNC0007-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0007-A02"", ""hID"": ""DHNC0007"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.42,0.007481296758104738,0.0,1.0,0.0
DHNC0007-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0007-A03"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 3, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.18,0.007481296758104738,0.0,1.0,0.0
DHNC0007-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0007-A04"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 5, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.081,0.007481296758104738,0.0,1.0,0.0
DHNC0007-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0007-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0007"", ""archetype"": ""Res-C"", ""w_h"": 597.3547737671756}",1,7,0.0,0.0,0.20523690773067332,PM,0.00112,0.0,0.017456359102244388,0.0,1.0,0.0
DHNC0008-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A00"", ""hID"": ""DHNC0008"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.056999999999999995,0.007481296758104738,0.0,1.0,0.0
DHNC0008-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A01"", ""hID"": ""DHNC0008"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.03325,0.007481296758104738,0.0,1.0,0.0
DHNC0008-A02,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A02"", ""hID"": ""DHNC0008"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.55,0.007481296758104738,0.0,1.0,0.0
DHNC0008-A03,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A03"", ""hID"": ""DHNC0008"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.42,0.007481296758104738,0.0,1.0,0.0
DHNC0008-A04,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A04"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 4, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.3590640949863418}",1,3,0.0,333.07465523187795,0.23766532161778353,PH,0.00016,0.24,0.007481296758104738,0.11806977530117367,1.0,0.0
DHNC0008-A05,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A05"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 6, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.3590640949863418}",1,3,0.0,119.90687588347606,0.21499592475995818,PH,0.00016,0.0972,0.007481296758104738,0.042505119108422515,1.0,0.0
DHNC0008-A06,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0008-A06"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.3590640949863418}",1,3,0.0,105.47364082342803,0.21346101768104292,PH,0.00016,0.08075,0.007481296758104738,0.037388762178704994,1.0,0.0
DHNC0008-M,mt,Dhanmondi,2026-07-07,"{""mID"": ""DHNC0008-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 7, ""hID"": ""DHNC0008"", ""archetype"": ""Res-B"", ""w_h"": 597.3547737671756}",1,9,0.0,558.4551719387821,0.25956854271738183,PH,0.00144,0.0,0.022443890274314215,0.17611791878362526,1.0,0.0
DHNC0009-A00,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0009-A00"", ""hID"": ""DHNC0009"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 2, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.11399999999999999,0.007481296758104738,0.0,1.0,0.0
DHNC0009-A01,ap,Dhanmondi,2026-07-07,"{""aID"": ""DHNC0009-A01"", ""hID"": ""DHNC0009"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 2, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.20224438902743144,PL,0.00016,0.0665,0.007481296758104738,0.0,1.0,0.0
