entity_id,kind,substation,date,value,present,degree,e_sh_kwh,e_cu_kwh,chi,pool,w,phi1,phi2,phi3,phi4
DHNC0001-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0001-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 10, ""hID"": ""DHNC0001"", ""archetype"": ""Res-A"", ""w_h"": 624.1576541510876}",1,12,0.0,1748.0160745567607,0.08340724230540146,PL,0.0019298809906722419,0.14771048744460857,0.008665896843466987,0.0,0.0
DHNC0002-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0002-A00"", ""hID"": ""DHNC0002"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0002-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0002-A01"", ""hID"": ""DHNC0002"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0002-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0002-A02"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 2, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0002-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0002-A03"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 5, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0002-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0002-A04"", ""hID"": ""DHNC0002"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0002-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0002-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0002"", ""archetype"": ""Res-C"", ""w_h"": 624.1576541510876}",1,7,0.0,0.0,0.08124076809453472,PL,0.0011257639112254745,0.14771048744460857,0.0,0.0,0.0
DHNC0003-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A00"", ""hID"": ""DHNC0003"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0003-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A01"", ""hID"": ""DHNC0003"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0003-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A02"", ""hID"": ""DHNC0003"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0003-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A03"", ""hID"": ""DHNC0003"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0003-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A04"", ""hID"": ""DHNC0003"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 4, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.4095113664584127}",1,3,0.0,348.3987028995983,0.5504318019816395,PH,0.0001608234158893535,1.0,0.0017272079265582196,0.0,0.0
DHNC0003-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0003-A05"", ""hID"": ""DHNC0003"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 5, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.4095113664584127}",1,3,0.0,104.5196108698795,0.5501295405944919,PH,0.0001608234158893535,1.0,0.000518162377967466,0.0,0.0
DHNC0003-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0003-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 6, ""hID"": ""DHNC0003"", ""archetype"": ""Res-B"", ""w_h"": 624.1576541510876}",1,8,0.0,452.91831376947783,0.08180211067066614,PL,0.001286587327114828,0.14771048744460857,0.002245370304525686,0.0,0.0
DHNC0004-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A00"", ""hID"": ""DHNC0004"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A01"", ""hID"": ""DHNC0004"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A02"", ""hID"": ""DHNC0004"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A03"", ""hID"": ""DHNC0004"", ""class"": ""shiftable"", ""appliance"": ""rice_cooker"", ""n"": 1, ""p_rat_kw"": 0.7, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A04"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 1, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A05"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 2, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A06"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 6, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-A07,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0004-A07"", ""hID"": ""DHNC0004"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0004-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0004-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 8, ""hID"": ""DHNC0004"", ""archetype"": ""Res-C"", ""w_h"": 624.1576541510876}",1,10,0.0,0.0,0.08124076809453472,PL,0.0016082341588935349,0.14771048744460857,0.0,0.0,0.0
DHNC0005-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0005-A00"", ""hID"": ""DHNC0005"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0005-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0005-A01"", ""hID"": ""DHNC0005"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0005-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0005-A02"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 4, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.4396689300965624}",1,3,0.0,272.2599231623865,0.5503374363146709,PH,0.0001608234158893535,1.0,0.001349745258683476,0.0,0.0
DHNC0005-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0005-A03"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 6, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.4396689300965624}",1,3,0.0,98.01357233845913,0.5501214770732815,PH,0.0001608234158893535,1.0,0.00048590829312605133,0.0,0.0
DHNC0005-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0005-A04"", ""hID"": ""DHNC0005"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.4396689300965624}",1,3,0.0,86.21564233475573,0.5501068548329792,PH,0.0001608234158893535,1.0,0.0004274193319164341,0.0,0.0
DHNC0005-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0005-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 5, ""hID"": ""DHNC0005"", ""archetype"": ""Res-B"", ""w_h"": 624.1576541510876}",1,7,0.0,456.48913783560135,0.08180653631546621,PL,0.0011257639112254745,0.14771048744460857,0.0022630728837259614,0.0,0.0
DHNC0006-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A00"", ""hID"": ""DHNC0006"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 2, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0006-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A01"", ""hID"": ""DHNC0006"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0006-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A02"", ""hID"": ""DHNC0006"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0006-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A03"", ""hID"": ""DHNC0006"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0006-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A04"", ""hID"": ""DHNC0006"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0006-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A05"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 2, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.3897844199788555}",1,3,0.0,1055.6364233143236,0.5513083455698439,PH,0.0001608234158893535,1.0,0.005233382279375215,0.0,0.0
DHNC0006-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A06"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 6, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.3897844199788555}",1,3,0.0,143.9504213610441,0.5501784107595242,PH,0.0001608234158893535,1.0,0.0007136430380966202,0.0,0.0
DHNC0006-A07,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A07"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 11, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.3897844199788555}",1,3,0.0,63.33818539885941,0.5500785007341906,PH,0.0001608234158893535,1.0,0.00031400293676251285,0.0,0.0
DHNC0006-A08,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0006-A08"", ""hID"": ""DHNC0006"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 2, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.3897844199788555}",1,3,0.0,60.7790667968853,0.5500753289873547,PH,0.0001608234158893535,1.0,0.000301315949418573,0.0,0.0
DHNC0006-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0006-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 9, ""hID"": ""DHNC0006"", ""archetype"": ""Res-A"", ""w_h"": 624.1576541510876}",1,11,0.0,1323.7040968711124,0.08288135414544795,PL,0.0017690575747828885,0.14771048744460857,0.00656234420365292,0.0,0.0
DHNC0007-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A00"", ""hID"": ""DHNC0007"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0007-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A01"", ""hID"": ""DHNC0007"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0007-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A02"", ""hID"": ""DHNC0007"", ""class"": ""critical"", ""appliance"": ""medical_device_home"", ""n"": 1, ""p_rat_kw"": 0.12, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0007-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A03"", ""hID"": ""DHNC0007"", ""class"": ""shiftable"", ""appliance"": ""washing_machine"", ""n"": 1, ""p_rat_kw"": 0.5, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0007-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A04"", ""hID"": ""DHNC0007"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0007-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A05"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 1, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.3225764099640957}",1,3,0.0,611.5557363873565,0.5507579562629176,PH,0.0001608234158893535,1.0,0.00303182505167016,0.0,0.0
DHNC0007-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A06"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 5, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.3225764099640957}",1,3,0.0,138.98994008803558,0.5501722627870268,PH,0.0001608234158893535,1.0,0.0006890511481068546,0.0,0.0
DHNC0007-A07,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A07"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 14, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.3225764099640957}",1,3,0.0,93.40123973915992,0.550115760592882,PH,0.0001608234158893535,1.0,0.00046304237152780634,0.0,0.0
DHNC0007-A08,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0007-A08"", ""hID"": ""DHNC0007"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.3225764099640957}",1,3,0.0,35.21078482230235,0.5500436399060468,PH,0.0001608234158893535,1.0,0.00017455962418706984,0.0,0.0
DHNC0007-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0007-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 9, ""hID"": ""DHNC0007"", ""archetype"": ""Res-A"", ""w_h"": 624.1576541510876}",1,11,0.0,879.1577010368544,0.0823303876434077,PL,0.0017690575747828885,0.14771048744460857,0.004358478195491891,0.0,0.0
DHNC0008-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A00"", ""hID"": ""DHNC0008"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0008-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A01"", ""hID"": ""DHNC0008"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0008-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A02"", ""hID"": ""DHNC0008"", ""class"": ""critical"", ""appliance"": ""medical_device_home"", ""n"": 1, ""p_rat_kw"": 0.12, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0008-A03,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A03"", ""hID"": ""DHNC0008"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0008-A04,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A04"", ""hID"": ""DHNC0008"", ""class"": ""shiftable"", ""appliance"": ""water_pump"", ""n"": 1, ""p_rat_kw"": 0.75, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0008-A05,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A05"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""split_ac_1_5ton"", ""n"": 1, ""p_rat_kw"": 1.65, ""x_star"": 0.0, ""y_star"": 0.3943435833997205}",1,3,0.0,596.2974115516374,0.5507390452427394,PH,0.0001608234158893535,1.0,0.0029561809709576984,0.0,0.0
DHNC0008-A06,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A06"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""ceiling_fan"", ""n"": 4, ""p_rat_kw"": 0.075, ""x_star"": 0.0, ""y_star"": 0.3943435833997205}",1,3,0.0,108.4177111912068,0.5501343718623163,PH,0.0001608234158893535,1.0,0.0005374874492650361,0.0,0.0
DHNC0008-A07,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A07"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""lighting"", ""n"": 5, ""p_rat_kw"": 0.018, ""x_star"": 0.0, ""y_star"": 0.3943435833997205}",1,3,0.0,32.525313357362045,0.5500403115586949,PH,0.0001608234158893535,1.0,0.00016124623477951084,0.0,0.0
DHNC0008-A08,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0008-A08"", ""hID"": ""DHNC0008"", ""class"": ""curtailable"", ""appliance"": ""television"", ""n"": 1, ""p_rat_kw"": 0.095, ""x_star"": 0.0, ""y_star"": 0.3943435833997205}",1,3,0.0,34.33227521054882,0.5500425510897335,PH,0.0001608234158893535,1.0,0.0001702043589339281,0.0,0.0
DHNC0008-M,mt,Dhanmondi,2026-06-30,"{""mID"": ""DHNC0008-M"", ""iID"": ""Dhanmondi"", ""N_ap"": 9, ""hID"": ""DHNC0008"", ""archetype"": ""Res-B"", ""w_h"": 624.1576541510876}",1,11,0.0,771.572711310755,0.08219704784801876,PL,0.0017690575747828885,0.14771048744460857,0.003825119013936173,0.0,0.0
DHNC0009-A00,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0009-A00"", ""hID"": ""DHNC0009"", ""class"": ""critical"", ""appliance"": ""refrigerator"", ""n"": 1, ""p_rat_kw"": 0.15, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0009-A01,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0009-A01"", ""hID"": ""DHNC0009"", ""class"": ""critical"", ""appliance"": ""router_and_standby"", ""n"": 1, ""p_rat_kw"": 0.035, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
DHNC0009-A02,ap,Dhanmondi,2026-06-30,"{""aID"": ""DHNC0009-A02"", ""hID"": ""DHNC0009"", ""class"": ""shiftable"", ""appliance"": ""electric_iron"", ""n"": 1, ""p_rat_kw"": 1.0, ""x_star"": 0.0, ""y_star"": 0.0}",1,3,0.0,0.0,0.55,PH,0.0001608234158893535,1.0,0.0,0.0,0.0
