nodeId,household_id,tier,household_size,monthly_income_bdt,avg_monthly_bill_bdt,substation,label
USER_KHH0079,KHH0079,middle,3,59577,2685.0,Kalyanpur,User
USER_KHH0080,KHH0080,middle,2,57849,6128.0,Kalyanpur,User
USER_KHH0081,KHH0081,middle,6,40821,1296.0,Kalyanpur,User
USER_KHH0082,KHH0082,middle,5,63341,2606.0,Kalyanpur,User
USER_KHH0083,KHH0083,middle,4,45313,2315.0,Kalyanpur,User
USER_KHH0084,KHH0084,middle,1,60990,4637.0,Kalyanpur,User
USER_KHH0085,KHH0085,middle,3,44196,1430.0,Kalyanpur,User
USER_KHH0086,KHH0086,middle,6,43035,2666.0,Kalyanpur,User
USER_KHH0087,KHH0087,middle,1,47990,2068.0,Kalyanpur,User
USER_KHH0088,KHH0088,middle,3,52383,1342.0,Kalyanpur,User
USER_KHH0089,KHH0089,middle,5,49432,1800.0,Kalyanpur,User
USER_KHH0090,KHH0090,middle,3,56246,8274.0,Kalyanpur,User
USER_KHH0091,KHH0091,middle,4,45111,2588.0,Kalyanpur,User
USER_KHH0092,KHH0092,middle,5,47095,4093.0,Kalyanpur,User
USER_KHH0093,KHH0093,middle,4,50456,3943.0,Kalyanpur,User
USER_KHH0094,KHH0094,middle,4,46361,2655.0,Kalyanpur,User
USER_KHH0095,KHH0095,middle,5,53008,1134.0,Kalyanpur,User
USER_KHH0096,KHH0096,middle,6,50309,1757.0,Kalyanpur,User
USER_KHH0097,KHH0097,middle,4,61779,1289.0,Kalyanpur,User
USER_KHH0098,KHH0098,middle,1,59301,2443.0,Kalyanpur,User
USER_KHH0099,KHH0099,middle,4,52243,2004.0,Kalyanpur,User
USER_KHH0100,KHH0100,middle,3,39412,1615.0,Kalyanpur,User
USER_KHH0101,KHH0101,middle,5,40673,1744.0,Kalyanpur,User
USER_KHH0102,KHH0102,middle,3,47264,1374.0,Kalyanpur,User
USER_KHH0103,KHH0103,upper_middle,4,110451,11946.0,Kalyanpur,User
USER_KHH0104,KHH0104,upper_middle,6,73959,13266.0,Kalyanpur,User
USER_KHH0105,KHH0105,upper_middle,5,72672,9781.0,Kalyanpur,User
USER_KHH0106,KHH0106,upper_middle,1,70552,6410.0,Kalyanpur,User
USER_KHH0107,KHH0107,upper_middle,5,90321,3265.0,Kalyanpur,User
USER_KHH0108,KHH0108,upper_middle,6,101744,5623.0,Kalyanpur,User
USER_KHH0109,KHH0109,upper_middle,5,91532,3452.0,Kalyanpur,User
USER_KHH0110,KHH0110,upper_middle,4,112772,6903.0,Kalyanpur,User
USER_KHH0111,KHH0111,upper_middle,4,90129,7830.0,Kalyanpur,User
USER_KHH0112,KHH0112,upper_middle,3,112826,2904.0,Kalyanpur,User
USER_KHH0113,KHH0113,upper_middle,2,103543,2333.0,Kalyanpur,User
USER_KHH0114,KHH0114,upper_middle,5,107414,5778.0,Kalyanpur,User
USER_KHH0115,KHH0115,upper_middle,2,79778,11450.0,Kalyanpur,User
USER_KHH0116,KHH0116,upper_middle,4,65732,7940.0,Kalyanpur,User
USER_KHH0117,KHH0117,upper_middle,4,116455,7192.0,Kalyanpur,User
USER_KHH0118,KHH0118,upper_middle,5,106864,10107.0,Kalyanpur,User
USER_KHH0119,KHH0119,upper_middle,4,98791,11691.0,Kalyanpur,User
USER_KHH0120,KHH0120,upper_middle,3,96096,10787.0,Kalyanpur,User
USER_DHH0001,DHH0001,lower_middle,4,22465,1088.0,Dhanmondi,User
USER_DHH0002,DHH0002,lower_middle,3,15176,872.0,Dhanmondi,User
USER_DHH0003,DHH0003,lower_middle,2,17492,926.0,Dhanmondi,User
USER_DHH0004,DHH0004,lower_middle,5,21653,1410.0,Dhanmondi,User
USER_DHH0005,DHH0005,lower_middle,5,17578,1066.0,Dhanmondi,User
USER_DHH0006,DHH0006,lower_middle,1,33970,1084.0,Dhanmondi,User
USER_DHH0007,DHH0007,lower_middle,3,20275,1193.0,Dhanmondi,User
USER_DHH0008,DHH0008,lower_middle,3,15065,1039.0,Dhanmondi,User
USER_DHH0009,DHH0009,lower_middle,5,24148,1171.0,Dhanmondi,User
USER_DHH0010,DHH0010,lower_middle,4,31277,1136.0,Dhanmondi,User
USER_DHH0011,DHH0011,lower_middle,3,24378,1060.0,Dhanmondi,User
USER_DHH0012,DHH0012,lower_middle,1,24690,904.0,Dhanmondi,User
USER_DHH0013,DHH0013,lower_middle,3,22170,754.0,Dhanmondi,User
USER_DHH0014,DHH0014,lower_middle,4,15029,1035.0,Dhanmondi,User
USER_DHH0015,DHH0015,middle,2,42151,1655.0,Dhanmondi,User
USER_DHH0016,DHH0016,middle,4,47303,4824.0,Dhanmondi,User
USER_DHH0017,DHH0017,middle,4,42337,1791.0,Dhanmondi,User
USER_DHH0018,DHH0018,middle,5,52743,1544.0,Dhanmondi,User
USER_DHH0019,DHH0019,middle,6,61831,1216.0,Dhanmondi,User
USER_DHH0020,DHH0020,middle,4,35312,712.0,Dhanmondi,User
USER_DHH0021,DHH0021,middle,5,48563,1950.0,Dhanmondi,User
USER_DHH0022,DHH0022,middle,5,51824,858.0,Dhanmondi,User
USER_DHH0023,DHH0023,middle,2,46307,2368.0,Dhanmondi,User
USER_DHH0024,DHH0024,middle,4,47958,2701.0,Dhanmondi,User
USER_DHH0025,DHH0025,middle,3,48837,1984.0,Dhanmondi,User
USER_DHH0026,DHH0026,middle,4,60409,1125.0,Dhanmondi,User
USER_DHH0027,DHH0027,middle,4,47885,2696.0,Dhanmondi,User
USER_DHH0028,DHH0028,middle,4,47640,1478.0,Dhanmondi,User
USER_DHH0029,DHH0029,middle,1,53213,2961.0,Dhanmondi,User
USER_DHH0030,DHH0030,middle,4,60681,1482.0,Dhanmondi,User
USER_DHH0031,DHH0031,middle,5,37753,1636.0,Dhanmondi,User
USER_DHH0032,DHH0032,middle,3,36163,1565.0,Dhanmondi,User
USER_DHH0033,DHH0033,middle,2,48807,4921.0,Dhanmondi,User
USER_DHH0034,DHH0034,middle,1,47452,1907.0,Dhanmondi,User
USER_DHH0035,DHH0035,middle,3,42350,2435.0,Dhanmondi,User
USER_DHH0036,DHH0036,middle,4,44216,1306.0,Dhanmondi,User
USER_DHH0037,DHH0037,middle,5,42400,1488.0,Dhanmondi,User
USER_DHH0038,DHH0038,middle,4,53416,2686.0,Dhanmondi,User
USER_DHH0039,DHH0039,middle,5,63029,2435.0,Dhanmondi,User
USER_DHH0040,DHH0040,middle,4,50458,2265.0,Dhanmondi,User
USER_DHH0041,DHH0041,middle,5,56496,1858.0,Dhanmondi,User
USER_DHH0042,DHH0042,middle,5,51811,2696.0,Dhanmondi,User
USER_DHH0043,DHH0043,middle,6,59938,1614.0,Dhanmondi,User
USER_DHH0044,DHH0044,middle,6,50131,2318.0,Dhanmondi,User
USER_DHH0045,DHH0045,middle,4,51635,1474.0,Dhanmondi,User
USER_DHH0046,DHH0046,middle,3,44664,2224.0,Dhanmondi,User
USER_DHH0047,DHH0047,middle,5,49667,2208.0,Dhanmondi,User
USER_DHH0048,DHH0048,middle,2,60286,2485.0,Dhanmondi,User
USER_DHH0049,DHH0049,middle,5,56025,1707.0,Dhanmondi,User
USER_DHH0050,DHH0050,middle,5,52941,1556.0,Dhanmondi,User
USER_DHH0051,DHH0051,middle,2,61877,2506.0,Dhanmondi,User
USER_DHH0052,DHH0052,middle,4,64866,1253.0,Dhanmondi,User
USER_DHH0053,DHH0053,middle,6,40353,4954.0,Dhanmondi,User
USER_DHH0054,DHH0054,middle,3,52743,1242.0,Dhanmondi,User
USER_DHH0055,DHH0055,middle,2,58649,1478.0,Dhanmondi,User
USER_DHH0056,DHH0056,middle,1,58382,1596.0,Dhanmondi,User
USER_DHH0057,DHH0057,middle,5,38220,1862.0,Dhanmondi,User
USER_DHH0058,DHH0058,middle,3,64072,1780.0,Dhanmondi,User
USER_DHH0059,DHH0059,middle,2,59272,1841.0,Dhanmondi,User
USER_DHH0060,DHH0060,middle,4,56248,5508.0,Dhanmondi,User
USER_DHH0061,DHH0061,middle,2,36807,1076.0,Dhanmondi,User
USER_DHH0062,DHH0062,middle,5,46912,1145.0,Dhanmondi,User
USER_DHH0063,DHH0063,middle,4,56528,971.0,Dhanmondi,User
USER_DHH0064,DHH0064,middle,3,35055,2639.0,Dhanmondi,User
USER_DHH0065,DHH0065,middle,3,37287,1302.0,Dhanmondi,User
USER_DHH0066,DHH0066,middle,4,60132,1532.0,Dhanmondi,User
USER_DHH0067,DHH0067,upper_middle,4,65377,3486.0,Dhanmondi,User
USER_DHH0068,DHH0068,upper_middle,3,91108,5907.0,Dhanmondi,User
USER_DHH0069,DHH0069,upper_middle,4,86822,11625.0,Dhanmondi,User
USER_DHH0070,DHH0070,upper_middle,5,97834,10094.0,Dhanmondi,User
USER_DHH0071,DHH0071,upper_middle,3,104749,10381.0,Dhanmondi,User
USER_DHH0072,DHH0072,upper_middle,4,86599,11903.0,Dhanmondi,User
USER_DHH0073,DHH0073,upper_middle,4,65613,6177.0,Dhanmondi,User
USER_DHH0074,DHH0074,upper_middle,4,94403,7245.0,Dhanmondi,User
USER_DHH0075,DHH0075,upper_middle,5,77943,7606.0,Dhanmondi,User
USER_DHH0076,DHH0076,upper_middle,3,116293,5640.0,Dhanmondi,User
USER_DHH0077,DHH0077,upper_middle,1,80898,10378.0,Dhanmondi,User
USER_DHH0078,DHH0078,upper_middle,2,81596,15302.0,Dhanmondi,User
USER_DHH0079,DHH0079,upper_middle,3,106648,7452.0,Dhanmondi,User
USER_DHH0080,DHH0080,upper_middle,1,66873,9349.0,Dhanmondi,User
USER_DHH0081,DHH0081,upper_middle,2,119565,6664.0,Dhanmondi,User
USER_DHH0082,DHH0082,upper_middle,5,90070,18155.0,Dhanmondi,User
USER_DHH0083,DHH0083,upper_middle,2,71093,6202.0,Dhanmondi,User
USER_DHH0084,DHH0084,upper_middle,5,103557,14773.0,Dhanmondi,User
USER_DHH0085,DHH0085,upper_middle,6,93507,11438.0,Dhanmondi,User
USER_DHH0086,DHH0086,upper_middle,3,91710,10030.0,Dhanmondi,User
USER_DHH0087,DHH0087,upper_middle,5,69907,3415.0,Dhanmondi,User
USER_DHH0088,DHH0088,upper_middle,2,102082,7770.0,Dhanmondi,User
USER_DHH0089,DHH0089,upper_middle,2,117812,7606.0,Dhanmondi,User
USER_DHH0090,DHH0090,upper_middle,5,76191,11928.0,Dhanmondi,User
USER_DHH0091,DHH0091,upper_middle,3,111452,11793.0,Dhanmondi,User
USER_DHH0092,DHH0092,upper_middle,8,74918,12927.0,Dhanmondi,User
USER_DHH0093,DHH0093,upper_middle,6,93180,13971.0,Dhanmondi,User
USER_DHH0094,DHH0094,upper_middle,4,93556,7215.0,Dhanmondi,User
USER_DHH0095,DHH0095,upper_middle,5,89886,5800.0,Dhanmondi,User
USER_DHH0096,DHH0096,upper_middle,4,100846,6768.0,Dhanmondi,User
USER_DHH0097,DHH0097,upper_middle,4,94261,11451.0,Dhanmondi,User
USER_DHH0098,DHH0098,upper_middle,4,79952,6174.0,Dhanmondi,User
USER_DHH0099,DHH0099,upper_middle,4,103333,6785.0,Dhanmondi,User
USER_DHH0100,DHH0100,upper_middle,3,111775,7252.0,Dhanmondi,User
USER_DHH0101,DHH0101,upper_middle,5,118569,10167.0,Dhanmondi,User
USER_DHH0102,DHH0102,upper_middle,3,68160,11428.0,Dhanmondi,User
USER_DHH0103,DHH0103,upper_middle,4,75769,6309.0,Dhanmondi,User
USER_DHH0104,DHH0104,upper_middle,4,105576,7958.0,Dhanmondi,User
USER_DHH0105,DHH0105,upper_middle,5,111304,6751.0,Dhanmondi,User
USER_DHH0106,DHH0106,upper_middle,1,97884,10253.0,Dhanmondi,User
USER_DHH0107,DHH0107,upper_middle,4,106702,7331.0,Dhanmondi,User
USER_DHH0108,DHH0108,upper_middle,3,67663,7338.0,Dhanmondi,User
USER_DHH0109,DHH0109,upper_middle,5,65663,10284.0,Dhanmondi,User
USER_DHH0110,DHH0110,upper_middle,4,101355,14621.0,Dhanmondi,User
USER_DHH0111,DHH0111,upper_middle,5,90724,7826.0,Dhanmondi,User
USER_DHH0112,DHH0112,upper_middle,5,105268,10654.0,Dhanmondi,User
USER_DHH0113,DHH0113,upper_middle,3,111571,5835.0,Dhanmondi,User
USER_DHH0114,DHH0114,upper_middle,3,84093,2707.0,Dhanmondi,User
USER_DHH0115,DHH0115,upper_middle,1,118804,10663.0,Dhanmondi,User
USER_DHH0116,DHH0116,upper_middle,3,70760,6540.0,Dhanmondi,User
USER_DHH0117,DHH0117,upper_middle,2,93275,6970.0,Dhanmondi,User
USER_DHH0118,DHH0118,upper_middle,2,69615,12792.0,Dhanmondi,User
USER_DHH0119,DHH0119,upper_middle,5,108948,12501.0,Dhanmondi,User
USER_DHH0120,DHH0120,upper_middle,6,65589,5983.0,Dhanmondi,User
