:START_ID,:END_ID,:TYPE,date
USER_KHH0052,DR_KAL_00293,EXPERIENCED,2024-04-28
USER_KHH0060,DR_KAL_00294,EXPERIENCED,2026-06-17
USER_KHH0070,DR_KAL_00295,EXPERIENCED,2026-06-22
USER_KHH0023,DR_KAL_00296,EXPERIENCED,2024-05-15
USER_KHH0095,DR_KAL_00297,EXPERIENCED,2026-06-08
USER_KHH0065,DR_KAL_00298,EXPERIENCED,2026-06-13
USER_KHH0052,DR_KAL_00299,EXPERIENCED,2026-06-21
USER_KHH0042,DR_KAL_00300,EXPERIENCED,2024-09-23
USER_KHH0065,DR_KAL_00301,EXPERIENCED,2024-09-21
USER_KHH0023,DR_KAL_00302,EXPERIENCED,2026-05-21
USER_KHH0060,DR_KAL_00303,EXPERIENCED,2026-06-25
USER_KHH0032,DR_KAL_00304,EXPERIENCED,2024-05-29
USER_KHH0078,DR_KAL_00305,EXPERIENCED,2024-06-12
USER_KHH0069,DR_KAL_00306,EXPERIENCED,2026-06-10
USER_KHH0052,DR_KAL_00307,EXPERIENCED,2026-06-18
USER_KHH0052,DR_KAL_00308,EXPERIENCED,2024-06-08
USER_KHH0045,DR_KAL_00309,EXPERIENCED,2024-05-10
USER_KHH0032,DR_KAL_00310,EXPERIENCED,2025-05-11
USER_KHH0042,DR_KAL_00311,EXPERIENCED,2024-06-12
USER_KHH0048,DR_KAL_00312,EXPERIENCED,2024-04-30
USER_KHH0035,DR_KAL_00313,EXPERIENCED,2024-05-09
USER_KHH0052,DR_KAL_00314,EXPERIENCED,2026-06-14
USER_KHH0023,DR_KAL_00315,EXPERIENCED,2024-06-12
USER_KHH0003,DR_KAL_00316,EXPERIENCED,2024-06-01
USER_KHH0052,DR_KAL_00317,EXPERIENCED,2024-05-22
USER_KHH0092,DR_KAL_00318,EXPERIENCED,2026-06-17
USER_KHH0042,DR_KAL_00319,EXPERIENCED,2024-05-26
USER_KHH0078,DR_KAL_00320,EXPERIENCED,2026-06-09
USER_KHH0045,DR_KAL_00321,EXPERIENCED,2024-05-05
USER_KHH0009,DR_KAL_00322,EXPERIENCED,2024-09-24
USER_KHH0052,DR_KAL_00323,EXPERIENCED,2024-06-05
USER_KHH0066,DR_KAL_00324,EXPERIENCED,2024-06-15
USER_KHH0033,DR_KAL_00325,EXPERIENCED,2024-04-26
USER_KHH0069,DR_KAL_00326,EXPERIENCED,2026-05-24
USER_KHH0009,DR_KAL_00327,EXPERIENCED,2024-06-06
USER_KHH0042,DR_KAL_00328,EXPERIENCED,2024-06-07
USER_KHH0009,DR_KAL_00329,EXPERIENCED,2024-06-05
USER_KHH0052,DR_KAL_00330,EXPERIENCED,2024-06-11
USER_KHH0048,DR_KAL_00331,EXPERIENCED,2026-06-26
USER_KHH0042,DR_KAL_00332,EXPERIENCED,2024-05-20
USER_KHH0048,DR_KAL_00333,EXPERIENCED,2024-05-22
USER_KHH0052,DR_KAL_00334,EXPERIENCED,2026-06-06
USER_KHH0048,DR_KAL_00335,EXPERIENCED,2024-05-04
USER_KHH0042,DR_KAL_00336,EXPERIENCED,2024-06-13
USER_KHH0045,DR_KAL_00337,EXPERIENCED,2024-05-26
USER_KHH0052,DR_KAL_00338,EXPERIENCED,2026-06-19
USER_KHH0052,DR_KAL_00339,EXPERIENCED,2024-06-04
USER_KHH0052,DR_KAL_00340,EXPERIENCED,2024-06-06
USER_KHH0046,DR_KAL_00341,EXPERIENCED,2026-06-19
USER_KHH0069,DR_KAL_00342,EXPERIENCED,2026-06-20
USER_KHH0045,DR_KAL_00343,EXPERIENCED,2024-05-22
USER_KHH0003,DR_KAL_00344,EXPERIENCED,2024-05-18
USER_KHH0042,DR_KAL_00345,EXPERIENCED,2026-06-04
USER_KHH0069,DR_KAL_00346,EXPERIENCED,2024-06-13
USER_KHH0070,DR_KAL_00347,EXPERIENCED,2026-06-13
USER_KHH0033,DR_KAL_00348,EXPERIENCED,2026-04-22
USER_KHH0003,DR_KAL_00349,EXPERIENCED,2024-05-20
USER_KHH0042,DR_KAL_00350,EXPERIENCED,2026-06-18
USER_KHH0072,DR_KAL_00351,EXPERIENCED,2026-04-25
USER_KHH0092,DR_KAL_00352,EXPERIENCED,2024-05-06
USER_KHH0074,DR_KAL_00353,EXPERIENCED,2024-05-06
USER_KHH0032,DR_KAL_00354,EXPERIENCED,2026-06-12
USER_KHH0088,DR_KAL_00355,EXPERIENCED,2026-06-13
USER_KHH0072,DR_KAL_00356,EXPERIENCED,2026-06-08
USER_KHH0042,DR_KAL_00357,EXPERIENCED,2025-05-10
USER_KHH0069,DR_KAL_00358,EXPERIENCED,2024-05-03
USER_KHH0069,DR_KAL_00359,EXPERIENCED,2024-05-22
USER_KHH0042,DR_KAL_00360,EXPERIENCED,2024-05-06
USER_KHH0052,DR_KAL_00361,EXPERIENCED,2024-05-25
USER_KHH0045,DR_KAL_00362,EXPERIENCED,2026-06-15
USER_KHH0069,DR_KAL_00363,EXPERIENCED,2025-05-13
USER_KHH0003,DR_KAL_00364,EXPERIENCED,2024-05-10
USER_KHH0042,DR_KAL_00365,EXPERIENCED,2024-06-15
USER_KHH0003,DR_KAL_00366,EXPERIENCED,2024-05-17
USER_KHH0035,DR_KAL_00367,EXPERIENCED,2024-05-18
USER_KHH0003,DR_KAL_00368,EXPERIENCED,2024-06-04
USER_KHH0003,DR_KAL_00369,EXPERIENCED,2024-05-30
USER_KHH0069,DR_KAL_00370,EXPERIENCED,2025-05-11
USER_KHH0031,DR_KAL_00371,EXPERIENCED,2024-09-20
USER_KHH0074,DR_KAL_00372,EXPERIENCED,2024-06-06
USER_KHH0035,DR_KAL_00373,EXPERIENCED,2024-05-17
USER_KHH0009,DR_KAL_00374,EXPERIENCED,2026-05-24
USER_KHH0092,DR_KAL_00375,EXPERIENCED,2024-09-20
USER_KHH0052,DR_KAL_00376,EXPERIENCED,2026-06-23
USER_KHH0070,DR_KAL_00377,EXPERIENCED,2025-05-13
USER_KHH0048,DR_KAL_00378,EXPERIENCED,2026-04-22
USER_KHH0065,DR_KAL_00379,EXPERIENCED,2025-05-11
USER_KHH0048,DR_KAL_00380,EXPERIENCED,2026-06-10
USER_KHH0069,DR_KAL_00381,EXPERIENCED,2024-05-02
USER_KHH0018,DR_KAL_00382,EXPERIENCED,2024-05-31
USER_KHH0045,DR_KAL_00383,EXPERIENCED,2024-05-06
USER_KHH0003,DR_KAL_00384,EXPERIENCED,2026-06-19
USER_KHH0042,DR_KAL_00385,EXPERIENCED,2026-04-23
USER_KHH0065,DR_KAL_00386,EXPERIENCED,2024-05-30
USER_KHH0060,DR_KAL_00387,EXPERIENCED,2026-06-08
USER_KHH0042,DR_KAL_00388,EXPERIENCED,2024-06-10
USER_KHH0018,DR_KAL_00389,EXPERIENCED,2026-06-22
USER_KHH0092,DR_KAL_00390,EXPERIENCED,2026-06-06
USER_KHH0060,DR_KAL_00391,EXPERIENCED,2024-05-03
USER_KHH0060,DR_KAL_00392,EXPERIENCED,2024-05-30
USER_KHH0069,DR_KAL_00393,EXPERIENCED,2026-04-23
USER_KHH0009,DR_KAL_00394,EXPERIENCED,2024-05-21
USER_KHH0048,DR_KAL_00395,EXPERIENCED,2026-06-28
USER_KHH0018,DR_KAL_00396,EXPERIENCED,2026-06-14
USER_KHH0092,DR_KAL_00397,EXPERIENCED,2026-06-14
