:START_ID,:END_ID,:TYPE
DR_DHA_00020,TOU_peak,DURING
DR_DHA_00021,TOU_peak,DURING
DR_DHA_00022,TOU_peak,DURING
DR_DHA_00023,TOU_peak,DURING
DR_DHA_00024,TOU_peak,DURING
DR_DHA_00025,TOU_peak,DURING
DR_DHA_00026,TOU_peak,DURING
DR_DHA_00027,TOU_peak,DURING
DR_DHA_00028,TOU_peak,DURING
DR_DHA_00029,TOU_peak,DURING
DR_DHA_00030,TOU_peak,DURING
DR_DHA_00031,TOU_peak,DURING
DR_DHA_00032,TOU_peak,DURING
DR_DHA_00033,TOU_peak,DURING
DR_DHA_00034,TOU_peak,DURING
DR_DHA_00035,TOU_peak,DURING
DR_DHA_00036,TOU_peak,DURING
DR_DHA_00037,TOU_peak,DURING
DR_DHA_00038,TOU_peak,DURING
DR_DHA_00039,TOU_peak,DURING
DR_DHA_00040,TOU_peak,DURING
DR_DHA_00041,TOU_peak,DURING
DR_DHA_00042,TOU_peak,DURING
DR_DHA_00043,TOU_peak,DURING
DR_DHA_00044,TOU_peak,DURING
DR_DHA_00045,TOU_peak,DURING
DR_DHA_00046,TOU_peak,DURING
DR_DHA_00047,TOU_peak,DURING
DR_DHA_00048,TOU_peak,DURING
DR_DHA_00049,TOU_peak,DURING
DR_DHA_00050,TOU_peak,DURING
DR_DHA_00051,TOU_peak,DURING
DR_DHA_00052,TOU_peak,DURING
DR_DHA_00053,TOU_peak,DURING
DR_DHA_00054,TOU_peak,DURING
DR_DHA_00055,TOU_peak,DURING
DR_DHA_00056,TOU_peak,DURING
DR_DHA_00057,TOU_peak,DURING
DR_DHA_00058,TOU_peak,DURING
DR_DHA_00059,TOU_peak,DURING
DR_DHA_00060,TOU_peak,DURING
DR_DHA_00061,TOU_peak,DURING
DR_DHA_00062,TOU_peak,DURING
DR_DHA_00063,TOU_peak,DURING
DR_DHA_00064,TOU_peak,DURING
DR_DHA_00065,TOU_peak,DURING
DR_DHA_00066,TOU_peak,DURING
DR_DHA_00067,TOU_peak,DURING
DR_DHA_00068,TOU_peak,DURING
DR_DHA_00069,TOU_peak,DURING
DR_DHA_00070,TOU_peak,DURING
DR_DHA_00071,TOU_peak,DURING
DR_DHA_00072,TOU_peak,DURING
DR_DHA_00073,TOU_peak,DURING
DR_DHA_00074,TOU_peak,DURING
DR_DHA_00075,TOU_peak,DURING
DR_DHA_00076,TOU_peak,DURING
DR_DHA_00077,TOU_peak,DURING
DR_DHA_00078,TOU_peak,DURING
DR_DHA_00079,TOU_peak,DURING
DR_DHA_00080,TOU_peak,DURING
DR_DHA_00081,TOU_peak,DURING
DR_DHA_00082,TOU_peak,DURING
DR_DHA_00083,TOU_peak,DURING
DR_DHA_00084,TOU_peak,DURING
DR_DHA_00085,TOU_peak,DURING
DR_DHA_00086,TOU_peak,DURING
DR_DHA_00087,TOU_peak,DURING
DR_DHA_00088,TOU_peak,DURING
DR_DHA_00089,TOU_peak,DURING
DR_DHA_00090,TOU_peak,DURING
DR_DHA_00091,TOU_peak,DURING
DR_DHA_00092,TOU_peak,DURING
DR_DHA_00093,TOU_peak,DURING
DR_DHA_00094,TOU_peak,DURING
DR_DHA_00095,TOU_peak,DURING
DR_DHA_00096,TOU_peak,DURING
DR_DHA_00097,TOU_peak,DURING
DR_DHA_00098,TOU_peak,DURING
DR_DHA_00099,TOU_peak,DURING
DR_DHA_00100,TOU_peak,DURING
DR_DHA_00101,TOU_peak,DURING
DR_DHA_00102,TOU_peak,DURING
DR_DHA_00103,TOU_peak,DURING
DR_DHA_00104,TOU_peak,DURING
DR_DHA_00105,TOU_peak,DURING
DR_DHA_00106,TOU_peak,DURING
DR_DHA_00107,TOU_peak,DURING
DR_DHA_00108,TOU_peak,DURING
DR_DHA_00109,TOU_peak,DURING
DR_DHA_00110,TOU_peak,DURING
DR_DHA_00111,TOU_peak,DURING
DR_DHA_00112,TOU_peak,DURING
DR_DHA_00113,TOU_peak,DURING
DR_DHA_00114,TOU_peak,DURING
DR_DHA_00115,TOU_peak,DURING
DR_DHA_00116,TOU_peak,DURING
DR_DHA_00117,TOU_peak,DURING
DR_DHA_00118,TOU_peak,DURING
DR_DHA_00119,TOU_peak,DURING
DR_DHA_00120,TOU_peak,DURING
DR_DHA_00121,TOU_peak,DURING
DR_DHA_00122,TOU_peak,DURING
DR_DHA_00123,TOU_peak,DURING
DR_DHA_00124,TOU_peak,DURING
DR_DHA_00125,TOU_peak,DURING
DR_DHA_00126,TOU_peak,DURING
DR_DHA_00127,TOU_peak,DURING
DR_DHA_00128,TOU_peak,DURING
DR_DHA_00129,TOU_peak,DURING
DR_DHA_00130,TOU_peak,DURING
DR_DHA_00131,TOU_peak,DURING
DR_DHA_00132,TOU_peak,DURING
DR_DHA_00133,TOU_peak,DURING
DR_DHA_00134,TOU_peak,DURING
DR_DHA_00135,TOU_peak,DURING
DR_DHA_00136,TOU_peak,DURING
DR_DHA_00137,TOU_peak,DURING
DR_DHA_00138,TOU_peak,DURING
DR_DHA_00139,TOU_peak,DURING
DR_DHA_00140,TOU_peak,DURING
DR_DHA_00141,TOU_peak,DURING
DR_DHA_00142,TOU_peak,DURING
DR_DHA_00143,TOU_peak,DURING
DR_DHA_00144,TOU_peak,DURING
DR_DHA_00145,TOU_peak,DURING
DR_DHA_00146,TOU_peak,DURING
DR_DHA_00147,TOU_peak,DURING
DR_DHA_00148,TOU_peak,DURING
DR_DHA_00149,TOU_peak,DURING
DR_DHA_00150,TOU_peak,DURING
DR_DHA_00151,TOU_peak,DURING
DR_DHA_00152,TOU_peak,DURING
DR_DHA_00153,TOU_peak,DURING
DR_DHA_00154,TOU_peak,DURING
DR_DHA_00155,TOU_peak,DURING
DR_DHA_00156,TOU_peak,DURING
DR_DHA_00157,TOU_peak,DURING
DR_DHA_00158,TOU_peak,DURING
DR_DHA_00159,TOU_peak,DURING
DR_DHA_00160,TOU_peak,DURING
DR_DHA_00161,TOU_peak,DURING
DR_DHA_00162,TOU_peak,DURING
DR_DHA_00163,TOU_peak,DURING
DR_DHA_00164,TOU_peak,DURING
DR_DHA_00165,TOU_peak,DURING
DR_DHA_00166,TOU_peak,DURING
DR_DHA_00167,TOU_peak,DURING
DR_DHA_00168,TOU_peak,DURING
DR_DHA_00169,TOU_peak,DURING
DR_DHA_00170,TOU_peak,DURING
DR_DHA_00171,TOU_peak,DURING
DR_DHA_00172,TOU_peak,DURING
DR_DHA_00173,TOU_peak,DURING
DR_DHA_00174,TOU_peak,DURING
DR_DHA_00175,TOU_peak,DURING
DR_DHA_00176,TOU_peak,DURING
DR_DHA_00177,TOU_peak,DURING
DR_DHA_00178,TOU_peak,DURING
DR_DHA_00179,TOU_peak,DURING
DR_DHA_00180,TOU_peak,DURING
DR_DHA_00181,TOU_peak,DURING
DR_DHA_00182,TOU_peak,DURING
DR_DHA_00183,TOU_peak,DURING
DR_DHA_00184,TOU_peak,DURING
DR_DHA_00185,TOU_peak,DURING
DR_DHA_00186,TOU_peak,DURING
DR_DHA_00187,TOU_peak,DURING
DR_DHA_00188,TOU_peak,DURING
DR_DHA_00189,TOU_peak,DURING
DR_DHA_00190,TOU_peak,DURING
DR_DHA_00191,TOU_peak,DURING
DR_DHA_00192,TOU_peak,DURING
DR_DHA_00193,TOU_peak,DURING
DR_DHA_00194,TOU_peak,DURING
DR_DHA_00195,TOU_peak,DURING
DR_DHA_00196,TOU_peak,DURING
DR_DHA_00197,TOU_peak,DURING
DR_DHA_00198,TOU_peak,DURING
DR_DHA_00199,TOU_peak,DURING
DR_DHA_00200,TOU_peak,DURING
DR_DHA_00201,TOU_peak,DURING
DR_DHA_00202,TOU_peak,DURING
DR_DHA_00203,TOU_peak,DURING
DR_DHA_00204,TOU_peak,DURING
DR_DHA_00205,TOU_peak,DURING
DR_DHA_00206,TOU_peak,DURING
DR_DHA_00207,TOU_peak,DURING
DR_DHA_00208,TOU_peak,DURING
DR_DHA_00209,TOU_peak,DURING
DR_DHA_00210,TOU_peak,DURING
DR_DHA_00211,TOU_peak,DURING
DR_DHA_00212,TOU_peak,DURING
DR_DHA_00213,TOU_peak,DURING
DR_DHA_00214,TOU_peak,DURING
DR_DHA_00215,TOU_peak,DURING
DR_DHA_00216,TOU_peak,DURING
DR_DHA_00217,TOU_peak,DURING
DR_DHA_00218,TOU_peak,DURING
DR_DHA_00219,TOU_peak,DURING
DR_DHA_00220,TOU_peak,DURING
DR_DHA_00221,TOU_peak,DURING
DR_DHA_00222,TOU_peak,DURING
DR_DHA_00223,TOU_peak,DURING
DR_DHA_00224,TOU_peak,DURING
DR_DHA_00225,TOU_peak,DURING
DR_DHA_00226,TOU_peak,DURING
DR_DHA_00227,TOU_peak,DURING
DR_DHA_00228,TOU_peak,DURING
DR_DHA_00229,TOU_peak,DURING
DR_DHA_00230,TOU_peak,DURING
DR_DHA_00231,TOU_peak,DURING
DR_DHA_00232,TOU_peak,DURING
DR_DHA_00233,TOU_peak,DURING
DR_DHA_00234,TOU_peak,DURING
DR_DHA_00235,TOU_peak,DURING
DR_DHA_00236,TOU_peak,DURING
DR_DHA_00237,TOU_peak,DURING
DR_DHA_00238,TOU_peak,DURING
DR_DHA_00239,TOU_peak,DURING
DR_DHA_00240,TOU_peak,DURING
DR_DHA_00241,TOU_peak,DURING
DR_DHA_00242,TOU_peak,DURING
DR_DHA_00243,TOU_peak,DURING
DR_DHA_00244,TOU_peak,DURING
DR_DHA_00245,TOU_peak,DURING
DR_DHA_00246,TOU_peak,DURING
DR_DHA_00247,TOU_peak,DURING
DR_DHA_00248,TOU_peak,DURING
DR_DHA_00249,TOU_peak,DURING
DR_DHA_00250,TOU_peak,DURING
DR_DHA_00251,TOU_peak,DURING
DR_DHA_00252,TOU_peak,DURING
DR_DHA_00253,TOU_peak,DURING
DR_DHA_00254,TOU_peak,DURING
DR_DHA_00255,TOU_peak,DURING
DR_DHA_00256,TOU_peak,DURING
DR_DHA_00257,TOU_peak,DURING
DR_DHA_00258,TOU_peak,DURING
DR_DHA_00259,TOU_peak,DURING
DR_DHA_00260,TOU_peak,DURING
DR_DHA_00261,TOU_peak,DURING
DR_DHA_00262,TOU_peak,DURING
DR_DHA_00263,TOU_peak,DURING
