nodeId,meter_id,household_id,meter_type,substation_id,ward_id,monthly_kwh_est,label
MTR_KSM0022,KSM0022,KHH0022,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,174.0,Meter
MTR_KSM0023,KSM0023,KHH0023,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,112.8,Meter
MTR_KSM0024,KSM0024,KHH0024,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,118.6,Meter
MTR_KSM0025,KSM0025,KHH0025,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,138.7,Meter
MTR_KSM0026,KSM0026,KHH0026,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,113.7,Meter
MTR_KSM0027,KSM0027,KHH0027,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,144.5,Meter
MTR_KSM0028,KSM0028,KHH0028,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,95.3,Meter
MTR_KSM0029,KSM0029,KHH0029,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,114.3,Meter
MTR_KSM0030,KSM0030,KHH0030,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,105.0,Meter
MTR_KSM0031,KSM0031,KHH0031,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,140.6,Meter
MTR_KSM0032,KSM0032,KHH0032,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,109.9,Meter
MTR_KSM0033,KSM0033,KHH0033,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,77.7,Meter
MTR_KSM0034,KSM0034,KHH0034,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,134.5,Meter
MTR_KSM0035,KSM0035,KHH0035,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,87.7,Meter
MTR_KSM0036,KSM0036,KHH0036,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,145.7,Meter
MTR_KSM0037,KSM0037,KHH0037,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,151.6,Meter
MTR_KSM0038,KSM0038,KHH0038,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,87.8,Meter
MTR_KSM0039,KSM0039,KHH0039,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,141.8,Meter
MTR_KSM0040,KSM0040,KHH0040,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,100.0,Meter
MTR_KSM0041,KSM0041,KHH0041,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,200.4,Meter
MTR_KSM0042,KSM0042,KHH0042,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,162.9,Meter
MTR_KSM0043,KSM0043,KHH0043,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,245.0,Meter
MTR_KSM0044,KSM0044,KHH0044,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,162.8,Meter
MTR_KSM0045,KSM0045,KHH0045,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,224.5,Meter
MTR_KSM0046,KSM0046,KHH0046,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,298.8,Meter
MTR_KSM0047,KSM0047,KHH0047,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,271.1,Meter
MTR_KSM0048,KSM0048,KHH0048,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,272.3,Meter
MTR_KSM0049,KSM0049,KHH0049,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,340.0,Meter
MTR_KSM0050,KSM0050,KHH0050,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,352.7,Meter
MTR_KSM0051,KSM0051,KHH0051,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,227.9,Meter
MTR_KSM0052,KSM0052,KHH0052,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,236.2,Meter
MTR_KSM0053,KSM0053,KHH0053,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,334.8,Meter
MTR_KSM0054,KSM0054,KHH0054,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,211.4,Meter
MTR_KSM0055,KSM0055,KHH0055,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,492.1,Meter
MTR_KSM0056,KSM0056,KHH0056,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,450.9,Meter
MTR_KSM0057,KSM0057,KHH0057,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,223.8,Meter
MTR_KSM0058,KSM0058,KHH0058,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,288.0,Meter
MTR_KSM0059,KSM0059,KHH0059,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,151.2,Meter
MTR_KSM0060,KSM0060,KHH0060,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,266.9,Meter
MTR_KSM0061,KSM0061,KHH0061,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,459.5,Meter
MTR_KSM0062,KSM0062,KHH0062,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,144.1,Meter
MTR_KSM0063,KSM0063,KHH0063,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,197.9,Meter
MTR_KSM0064,KSM0064,KHH0064,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,208.0,Meter
MTR_KSM0065,KSM0065,KHH0065,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,228.2,Meter
MTR_KSM0066,KSM0066,KHH0066,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,171.0,Meter
MTR_KSM0067,KSM0067,KHH0067,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,253.2,Meter
MTR_KSM0068,KSM0068,KHH0068,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,318.2,Meter
MTR_KSM0069,KSM0069,KHH0069,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,250.3,Meter
MTR_KSM0070,KSM0070,KHH0070,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,245.0,Meter
MTR_KSM0071,KSM0071,KHH0071,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,169.9,Meter
MTR_KSM0072,KSM0072,KHH0072,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,279.9,Meter
MTR_KSM0073,KSM0073,KHH0073,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,219.8,Meter
MTR_KSM0074,KSM0074,KHH0074,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,244.1,Meter
MTR_KSM0075,KSM0075,KHH0075,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,337.3,Meter
MTR_KSM0076,KSM0076,KHH0076,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,185.1,Meter
MTR_KSM0077,KSM0077,KHH0077,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,240.8,Meter
MTR_KSM0078,KSM0078,KHH0078,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,187.2,Meter
MTR_KSM0079,KSM0079,KHH0079,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,369.1,Meter
MTR_KSM0080,KSM0080,KHH0080,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,522.3,Meter
MTR_KSM0081,KSM0081,KHH0081,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,185.5,Meter
MTR_KSM0082,KSM0082,KHH0082,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,349.7,Meter
MTR_KSM0083,KSM0083,KHH0083,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,301.7,Meter
MTR_KSM0084,KSM0084,KHH0084,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,405.0,Meter
MTR_KSM0085,KSM0085,KHH0085,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,204.9,Meter
MTR_KSM0086,KSM0086,KHH0086,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,343.1,Meter
MTR_KSM0087,KSM0087,KHH0087,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,298.8,Meter
MTR_KSM0088,KSM0088,KHH0088,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,192.8,Meter
MTR_KSM0089,KSM0089,KHH0089,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,257.7,Meter
MTR_KSM0090,KSM0090,KHH0090,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,615.6,Meter
MTR_KSM0091,KSM0091,KHH0091,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,353.6,Meter
MTR_KSM0092,KSM0092,KHH0092,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,300.4,Meter
MTR_KSM0093,KSM0093,KHH0093,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,300.7,Meter
MTR_KSM0094,KSM0094,KHH0094,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,357.1,Meter
MTR_KSM0095,KSM0095,KHH0095,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,168.8,Meter
MTR_KSM0096,KSM0096,KHH0096,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,244.3,Meter
MTR_KSM0097,KSM0097,KHH0097,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,188.2,Meter
MTR_KSM0098,KSM0098,KHH0098,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,336.3,Meter
MTR_KSM0099,KSM0099,KHH0099,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,293.4,Meter
MTR_KSM0100,KSM0100,KHH0100,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,223.6,Meter
MTR_KSM0101,KSM0101,KHH0101,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,248.9,Meter
MTR_KSM0102,KSM0102,KHH0102,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,198.3,Meter
MTR_KSM0103,KSM0103,KHH0103,smart_prepaid,SUB_Kalyanpur,WARD_KAL_5,786.1,Meter
MTR_KSM0104,KSM0104,KHH0104,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,877.1,Meter
MTR_KSM0105,KSM0105,KHH0105,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,636.0,Meter
MTR_KSM0106,KSM0106,KHH0106,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,474.6,Meter
MTR_KSM0107,KSM0107,KHH0107,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,379.2,Meter
MTR_KSM0108,KSM0108,KHH0108,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,406.1,Meter
MTR_KSM0109,KSM0109,KHH0109,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,394.3,Meter
MTR_KSM0110,KSM0110,KHH0110,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,506.1,Meter
MTR_KSM0111,KSM0111,KHH0111,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,576.8,Meter
MTR_KSM0112,KSM0112,KHH0112,smart_prepaid,SUB_Kalyanpur,WARD_KAL_4,335.6,Meter
MTR_KSM0113,KSM0113,KHH0113,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,278.4,Meter
MTR_KSM0114,KSM0114,KHH0114,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,415.8,Meter
MTR_KSM0115,KSM0115,KHH0115,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,752.0,Meter
MTR_KSM0116,KSM0116,KHH0116,smart_prepaid,SUB_Kalyanpur,WARD_KAL_3,584.9,Meter
MTR_KSM0117,KSM0117,KHH0117,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,530.1,Meter
MTR_KSM0118,KSM0118,KHH0118,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,663.2,Meter
MTR_KSM0119,KSM0119,KHH0119,smart_prepaid,SUB_Kalyanpur,WARD_KAL_2,776.8,Meter
MTR_KSM0120,KSM0120,KHH0120,smart_prepaid,SUB_Kalyanpur,WARD_KAL_1,711.4,Meter
MTR_DSM0001,DSM0001,DHH0001,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,156.2,Meter
MTR_DSM0002,DSM0002,DHH0002,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,123.5,Meter
MTR_DSM0003,DSM0003,DHH0003,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,139.7,Meter
MTR_DSM0004,DSM0004,DHH0004,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,197.6,Meter
MTR_DSM0005,DSM0005,DHH0005,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,151.4,Meter
MTR_DSM0006,DSM0006,DHH0006,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,152.9,Meter
MTR_DSM0007,DSM0007,DHH0007,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,169.4,Meter
MTR_DSM0008,DSM0008,DHH0008,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,155.8,Meter
MTR_DSM0009,DSM0009,DHH0009,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,169.7,Meter
MTR_DSM0010,DSM0010,DHH0010,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,163.3,Meter
MTR_DSM0011,DSM0011,DHH0011,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,151.0,Meter
MTR_DSM0012,DSM0012,DHH0012,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,126.8,Meter
MTR_DSM0013,DSM0013,DHH0013,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,109.6,Meter
MTR_DSM0014,DSM0014,DHH0014,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,75.2,Meter
MTR_DSM0015,DSM0015,DHH0015,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,225.7,Meter
MTR_DSM0016,DSM0016,DHH0016,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,425.2,Meter
MTR_DSM0017,DSM0017,DHH0017,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,249.7,Meter
MTR_DSM0018,DSM0018,DHH0018,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,221.4,Meter
MTR_DSM0019,DSM0019,DHH0019,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,183.7,Meter
MTR_DSM0020,DSM0020,DHH0020,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,106.9,Meter
MTR_DSM0021,DSM0021,DHH0021,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,273.6,Meter
MTR_DSM0022,DSM0022,DHH0022,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,125.7,Meter
MTR_DSM0023,DSM0023,DHH0023,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,320.8,Meter
MTR_DSM0024,DSM0024,DHH0024,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,377.5,Meter
MTR_DSM0025,DSM0025,DHH0025,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,286.3,Meter
MTR_DSM0026,DSM0026,DHH0026,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,168.1,Meter
MTR_DSM0027,DSM0027,DHH0027,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,355.8,Meter
MTR_DSM0028,DSM0028,DHH0028,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,205.5,Meter
MTR_DSM0029,DSM0029,DHH0029,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,399.5,Meter
MTR_DSM0030,DSM0030,DHH0030,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,206.5,Meter
MTR_DSM0031,DSM0031,DHH0031,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,229.2,Meter
MTR_DSM0032,DSM0032,DHH0032,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,220.6,Meter
MTR_DSM0033,DSM0033,DHH0033,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,419.1,Meter
MTR_DSM0034,DSM0034,DHH0034,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,255.6,Meter
MTR_DSM0035,DSM0035,DHH0035,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,332.3,Meter
MTR_DSM0036,DSM0036,DHH0036,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,187.7,Meter
MTR_DSM0037,DSM0037,DHH0037,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,207.3,Meter
MTR_DSM0038,DSM0038,DHH0038,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,361.7,Meter
MTR_DSM0039,DSM0039,DHH0039,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,336.3,Meter
MTR_DSM0040,DSM0040,DHH0040,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,311.2,Meter
MTR_DSM0041,DSM0041,DHH0041,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,269.1,Meter
MTR_DSM0042,DSM0042,DHH0042,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,357.8,Meter
MTR_DSM0043,DSM0043,DHH0043,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,218.9,Meter
MTR_DSM0044,DSM0044,DHH0044,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,309.5,Meter
MTR_DSM0045,DSM0045,DHH0045,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,203.8,Meter
MTR_DSM0046,DSM0046,DHH0046,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,308.5,Meter
MTR_DSM0047,DSM0047,DHH0047,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,301.5,Meter
MTR_DSM0048,DSM0048,DHH0048,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,329.9,Meter
MTR_DSM0049,DSM0049,DHH0049,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,236.1,Meter
MTR_DSM0050,DSM0050,DHH0050,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,218.9,Meter
MTR_DSM0051,DSM0051,DHH0051,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,338.1,Meter
MTR_DSM0052,DSM0052,DHH0052,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,181.2,Meter
MTR_DSM0053,DSM0053,DHH0053,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,415.7,Meter
MTR_DSM0054,DSM0054,DHH0054,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,175.5,Meter
MTR_DSM0055,DSM0055,DHH0055,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,204.4,Meter
MTR_DSM0056,DSM0056,DHH0056,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,225.3,Meter
MTR_DSM0057,DSM0057,DHH0057,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,253.0,Meter
MTR_DSM0058,DSM0058,DHH0058,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,249.4,Meter
MTR_DSM0059,DSM0059,DHH0059,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,258.5,Meter
MTR_DSM0060,DSM0060,DHH0060,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,400.4,Meter
MTR_DSM0061,DSM0061,DHH0061,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,157.3,Meter
MTR_DSM0062,DSM0062,DHH0062,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,164.7,Meter
MTR_DSM0063,DSM0063,DHH0063,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,138.6,Meter
MTR_DSM0064,DSM0064,DHH0064,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,358.2,Meter
MTR_DSM0065,DSM0065,DHH0065,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,192.1,Meter
MTR_DSM0066,DSM0066,DHH0066,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,212.7,Meter
MTR_DSM0067,DSM0067,DHH0067,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,398.3,Meter
MTR_DSM0068,DSM0068,DHH0068,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,435.6,Meter
MTR_DSM0069,DSM0069,DHH0069,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,767.6,Meter
MTR_DSM0070,DSM0070,DHH0070,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,664.4,Meter
MTR_DSM0071,DSM0071,DHH0071,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,675.2,Meter
MTR_DSM0072,DSM0072,DHH0072,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,777.7,Meter
MTR_DSM0073,DSM0073,DHH0073,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,455.5,Meter
MTR_DSM0074,DSM0074,DHH0074,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,520.0,Meter
MTR_DSM0075,DSM0075,DHH0075,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,561.9,Meter
MTR_DSM0076,DSM0076,DHH0076,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,413.2,Meter
MTR_DSM0077,DSM0077,DHH0077,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,683.0,Meter
MTR_DSM0078,DSM0078,DHH0078,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,1012.9,Meter
MTR_DSM0079,DSM0079,DHH0079,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,541.3,Meter
MTR_DSM0080,DSM0080,DHH0080,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,616.1,Meter
MTR_DSM0081,DSM0081,DHH0081,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,488.0,Meter
MTR_DSM0082,DSM0082,DHH0082,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,1206.4,Meter
MTR_DSM0083,DSM0083,DHH0083,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,446.8,Meter
MTR_DSM0084,DSM0084,DHH0084,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,980.8,Meter
MTR_DSM0085,DSM0085,DHH0085,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,755.5,Meter
MTR_DSM0086,DSM0086,DHH0086,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,650.0,Meter
MTR_DSM0087,DSM0087,DHH0087,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,395.4,Meter
MTR_DSM0088,DSM0088,DHH0088,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,573.4,Meter
MTR_DSM0089,DSM0089,DHH0089,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,562.2,Meter
MTR_DSM0090,DSM0090,DHH0090,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,790.0,Meter
MTR_DSM0091,DSM0091,DHH0091,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,775.3,Meter
MTR_DSM0092,DSM0092,DHH0092,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,857.4,Meter
MTR_DSM0093,DSM0093,DHH0093,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,918.3,Meter
MTR_DSM0094,DSM0094,DHH0094,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,531.6,Meter
MTR_DSM0095,DSM0095,DHH0095,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,418.3,Meter
MTR_DSM0096,DSM0096,DHH0096,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,492.8,Meter
MTR_DSM0097,DSM0097,DHH0097,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,745.3,Meter
MTR_DSM0098,DSM0098,DHH0098,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,450.5,Meter
MTR_DSM0099,DSM0099,DHH0099,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,493.6,Meter
MTR_DSM0100,DSM0100,DHH0100,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,539.0,Meter
MTR_DSM0101,DSM0101,DHH0101,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,669.0,Meter
MTR_DSM0102,DSM0102,DHH0102,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,757.1,Meter
MTR_DSM0103,DSM0103,DHH0103,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,460.1,Meter
MTR_DSM0104,DSM0104,DHH0104,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,586.0,Meter
MTR_DSM0105,DSM0105,DHH0105,smart_prepaid,SUB_Dhanmondi,WARD_DHA_3,490.7,Meter
MTR_DSM0106,DSM0106,DHH0106,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,667.9,Meter
MTR_DSM0107,DSM0107,DHH0107,smart_prepaid,SUB_Dhanmondi,WARD_DHA_1,542.0,Meter
MTR_DSM0108,DSM0108,DHH0108,smart_prepaid,SUB_Dhanmondi,WARD_DHA_5,541.1,Meter
MTR_DSM0109,DSM0109,DHH0109,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,674.7,Meter
MTR_DSM0110,DSM0110,DHH0110,smart_prepaid,SUB_Dhanmondi,WARD_DHA_4,965.4,Meter
MTR_DSM0111,DSM0111,DHH0111,smart_prepaid,SUB_Dhanmondi,WARD_DHA_2,578.3,Meter
