nodeId,appliance_id,appliance_name,category,rated_power_w,actual_power_w,duty_cycle,quantity,household_id,label
APP_KSM0011_ceiling_fan_1,KSM0011_ceiling_fan_1,ceiling_fan,Curtailable,75,83.6,0.85,2,KHH0011,Appliance
APP_KSM0011_table_fan_1,KSM0011_table_fan_1,table_fan,Curtailable,45,26.2,0.8,1,KHH0011,Appliance
APP_KSM0011_refrigerator_1,KSM0011_refrigerator_1,refrigerator,Critical,150,161.1,0.42,1,KHH0011,Appliance
APP_KSM0011_led_light_1,KSM0011_led_light_1,led_light,Critical,10,12.0,1.0,4,KHH0011,Appliance
APP_KSM0011_tube_light_1,KSM0011_tube_light_1,tube_light,Critical,36,38.0,1.0,2,KHH0011,Appliance
APP_KSM0011_rice_cooker_1,KSM0011_rice_cooker_1,rice_cooker,Schedulable,650,577.4,0.6,1,KHH0011,Appliance
APP_KSM0012_ceiling_fan_1,KSM0012_ceiling_fan_1,ceiling_fan,Curtailable,75,89.2,0.85,1,KHH0012,Appliance
APP_KSM0012_table_fan_1,KSM0012_table_fan_1,table_fan,Curtailable,45,32.3,0.8,1,KHH0012,Appliance
APP_KSM0012_led_light_1,KSM0012_led_light_1,led_light,Critical,10,9.9,1.0,5,KHH0012,Appliance
APP_KSM0012_tube_light_1,KSM0012_tube_light_1,tube_light,Critical,36,39.3,1.0,2,KHH0012,Appliance
APP_KSM0012_tv_led_1,KSM0012_tv_led_1,tv_led,Curtailable,60,74.8,1.0,1,KHH0012,Appliance
APP_KSM0012_rice_cooker_1,KSM0012_rice_cooker_1,rice_cooker,Schedulable,650,686.2,0.6,1,KHH0012,Appliance
APP_KSM0012_electric_iron_1,KSM0012_electric_iron_1,electric_iron,Schedulable,1000,892.3,0.8,1,KHH0012,Appliance
APP_KSM0012_router_charger_standby_1,KSM0012_router_charger_standby_1,router_charger_standby,Critical,18,20.2,1.0,1,KHH0012,Appliance
APP_KSM0013_ceiling_fan_1,KSM0013_ceiling_fan_1,ceiling_fan,Curtailable,75,64.8,0.85,2,KHH0013,Appliance
APP_KSM0013_table_fan_1,KSM0013_table_fan_1,table_fan,Curtailable,45,54.5,0.8,2,KHH0013,Appliance
APP_KSM0013_refrigerator_1,KSM0013_refrigerator_1,refrigerator,Critical,150,161.0,0.42,1,KHH0013,Appliance
APP_KSM0013_led_light_1,KSM0013_led_light_1,led_light,Critical,10,9.2,1.0,3,KHH0013,Appliance
APP_KSM0013_tv_led_1,KSM0013_tv_led_1,tv_led,Curtailable,60,53.5,1.0,1,KHH0013,Appliance
APP_KSM0013_router_charger_standby_1,KSM0013_router_charger_standby_1,router_charger_standby,Critical,18,20.1,1.0,1,KHH0013,Appliance
APP_KSM0014_refrigerator_1,KSM0014_refrigerator_1,refrigerator,Critical,150,166.7,0.42,1,KHH0014,Appliance
APP_KSM0014_led_light_1,KSM0014_led_light_1,led_light,Critical,10,8.5,1.0,5,KHH0014,Appliance
APP_KSM0014_blender_mixer_1,KSM0014_blender_mixer_1,blender_mixer,Schedulable,400,376.8,0.9,1,KHH0014,Appliance
APP_KSM0014_electric_iron_1,KSM0014_electric_iron_1,electric_iron,Schedulable,1000,857.7,0.8,1,KHH0014,Appliance
APP_KSM0014_exhaust_fan_1,KSM0014_exhaust_fan_1,exhaust_fan,Curtailable,35,37.8,0.9,1,KHH0014,Appliance
APP_KSM0015_ceiling_fan_1,KSM0015_ceiling_fan_1,ceiling_fan,Curtailable,75,68.5,0.85,3,KHH0015,Appliance
APP_KSM0015_table_fan_1,KSM0015_table_fan_1,table_fan,Curtailable,45,47.6,0.8,2,KHH0015,Appliance
APP_KSM0015_refrigerator_1,KSM0015_refrigerator_1,refrigerator,Critical,150,158.1,0.42,1,KHH0015,Appliance
APP_KSM0015_led_light_1,KSM0015_led_light_1,led_light,Critical,10,12.3,1.0,3,KHH0015,Appliance
APP_KSM0015_tube_light_1,KSM0015_tube_light_1,tube_light,Critical,36,31.8,1.0,2,KHH0015,Appliance
APP_KSM0015_tv_led_1,KSM0015_tv_led_1,tv_led,Curtailable,60,23.2,1.0,1,KHH0015,Appliance
APP_KSM0015_electric_kettle_1,KSM0015_electric_kettle_1,electric_kettle,Schedulable,1800,2028.0,0.9,1,KHH0015,Appliance
APP_KSM0015_electric_iron_1,KSM0015_electric_iron_1,electric_iron,Schedulable,1000,931.6,0.8,1,KHH0015,Appliance
APP_KSM0015_router_charger_standby_1,KSM0015_router_charger_standby_1,router_charger_standby,Critical,18,18.3,1.0,1,KHH0015,Appliance
APP_KSM0016_ceiling_fan_1,KSM0016_ceiling_fan_1,ceiling_fan,Curtailable,75,76.2,0.85,2,KHH0016,Appliance
APP_KSM0016_table_fan_1,KSM0016_table_fan_1,table_fan,Curtailable,45,51.2,0.8,1,KHH0016,Appliance
APP_KSM0016_refrigerator_1,KSM0016_refrigerator_1,refrigerator,Critical,150,142.7,0.42,1,KHH0016,Appliance
APP_KSM0016_led_light_1,KSM0016_led_light_1,led_light,Critical,10,9.8,1.0,5,KHH0016,Appliance
APP_KSM0016_tube_light_1,KSM0016_tube_light_1,tube_light,Critical,36,36.3,1.0,3,KHH0016,Appliance
APP_KSM0016_tv_led_1,KSM0016_tv_led_1,tv_led,Curtailable,60,60.4,1.0,1,KHH0016,Appliance
APP_KSM0016_rice_cooker_1,KSM0016_rice_cooker_1,rice_cooker,Schedulable,650,631.8,0.6,1,KHH0016,Appliance
APP_KSM0016_electric_iron_1,KSM0016_electric_iron_1,electric_iron,Schedulable,1000,1025.1,0.8,1,KHH0016,Appliance
APP_KSM0016_computer_laptop_1,KSM0016_computer_laptop_1,computer_laptop,Curtailable,80,23.2,1.0,1,KHH0016,Appliance
APP_KSM0016_router_charger_standby_1,KSM0016_router_charger_standby_1,router_charger_standby,Critical,18,17.0,1.0,1,KHH0016,Appliance
APP_KSM0017_ceiling_fan_1,KSM0017_ceiling_fan_1,ceiling_fan,Curtailable,75,71.1,0.85,1,KHH0017,Appliance
APP_KSM0017_table_fan_1,KSM0017_table_fan_1,table_fan,Curtailable,45,36.3,0.8,1,KHH0017,Appliance
APP_KSM0017_refrigerator_1,KSM0017_refrigerator_1,refrigerator,Critical,150,96.7,0.42,1,KHH0017,Appliance
APP_KSM0017_led_light_1,KSM0017_led_light_1,led_light,Critical,10,8.6,1.0,5,KHH0017,Appliance
APP_KSM0017_tube_light_1,KSM0017_tube_light_1,tube_light,Critical,36,30.7,1.0,1,KHH0017,Appliance
APP_KSM0017_tv_led_1,KSM0017_tv_led_1,tv_led,Curtailable,60,48.7,1.0,1,KHH0017,Appliance
APP_KSM0017_rice_cooker_1,KSM0017_rice_cooker_1,rice_cooker,Schedulable,650,735.5,0.6,1,KHH0017,Appliance
APP_KSM0017_electric_iron_1,KSM0017_electric_iron_1,electric_iron,Schedulable,1000,906.7,0.8,1,KHH0017,Appliance
APP_KSM0018_ceiling_fan_1,KSM0018_ceiling_fan_1,ceiling_fan,Curtailable,75,71.9,0.85,2,KHH0018,Appliance
APP_KSM0018_table_fan_1,KSM0018_table_fan_1,table_fan,Curtailable,45,29.8,0.8,1,KHH0018,Appliance
APP_KSM0018_refrigerator_1,KSM0018_refrigerator_1,refrigerator,Critical,150,137.0,0.42,1,KHH0018,Appliance
APP_KSM0018_led_light_1,KSM0018_led_light_1,led_light,Critical,10,9.2,1.0,5,KHH0018,Appliance
APP_KSM0018_tube_light_1,KSM0018_tube_light_1,tube_light,Critical,36,40.4,1.0,2,KHH0018,Appliance
APP_KSM0018_tv_led_1,KSM0018_tv_led_1,tv_led,Curtailable,60,57.4,1.0,1,KHH0018,Appliance
APP_KSM0018_rice_cooker_1,KSM0018_rice_cooker_1,rice_cooker,Schedulable,650,764.5,0.6,1,KHH0018,Appliance
APP_KSM0018_electric_iron_1,KSM0018_electric_iron_1,electric_iron,Schedulable,1000,859.2,0.8,1,KHH0018,Appliance
APP_KSM0018_water_pump_0_5hp_1,KSM0018_water_pump_0_5hp_1,water_pump_0_5hp,Schedulable,373,402.1,0.95,1,KHH0018,Appliance
APP_KSM0018_ips_backup_1,KSM0018_ips_backup_1,ips_backup,Schedulable,300,249.1,0.6,1,KHH0018,Appliance
APP_KSM0018_computer_laptop_1,KSM0018_computer_laptop_1,computer_laptop,Curtailable,80,56.4,1.0,1,KHH0018,Appliance
APP_KSM0018_router_charger_standby_1,KSM0018_router_charger_standby_1,router_charger_standby,Critical,18,19.1,1.0,1,KHH0018,Appliance
APP_KSM0019_ceiling_fan_1,KSM0019_ceiling_fan_1,ceiling_fan,Curtailable,75,91.9,0.85,2,KHH0019,Appliance
APP_KSM0019_led_light_1,KSM0019_led_light_1,led_light,Critical,10,15.3,1.0,3,KHH0019,Appliance
APP_KSM0019_tube_light_1,KSM0019_tube_light_1,tube_light,Critical,36,39.4,1.0,2,KHH0019,Appliance
APP_KSM0019_tv_led_1,KSM0019_tv_led_1,tv_led,Curtailable,60,55.4,1.0,1,KHH0019,Appliance
APP_KSM0019_rice_cooker_1,KSM0019_rice_cooker_1,rice_cooker,Schedulable,650,727.9,0.6,1,KHH0019,Appliance
APP_KSM0019_computer_laptop_1,KSM0019_computer_laptop_1,computer_laptop,Curtailable,80,116.0,1.0,1,KHH0019,Appliance
APP_KSM0020_ceiling_fan_1,KSM0020_ceiling_fan_1,ceiling_fan,Curtailable,75,96.9,0.85,3,KHH0020,Appliance
APP_KSM0020_table_fan_1,KSM0020_table_fan_1,table_fan,Curtailable,45,52.8,0.8,1,KHH0020,Appliance
APP_KSM0020_refrigerator_1,KSM0020_refrigerator_1,refrigerator,Critical,150,130.3,0.42,1,KHH0020,Appliance
APP_KSM0020_led_light_1,KSM0020_led_light_1,led_light,Critical,10,9.9,1.0,4,KHH0020,Appliance
APP_KSM0020_tube_light_1,KSM0020_tube_light_1,tube_light,Critical,36,27.0,1.0,1,KHH0020,Appliance
APP_KSM0020_tv_led_1,KSM0020_tv_led_1,tv_led,Curtailable,60,75.4,1.0,1,KHH0020,Appliance
APP_KSM0020_electric_kettle_1,KSM0020_electric_kettle_1,electric_kettle,Schedulable,1800,1717.9,0.9,1,KHH0020,Appliance
APP_KSM0021_ceiling_fan_1,KSM0021_ceiling_fan_1,ceiling_fan,Curtailable,75,79.7,0.85,2,KHH0021,Appliance
APP_KSM0021_table_fan_1,KSM0021_table_fan_1,table_fan,Curtailable,45,68.9,0.8,1,KHH0021,Appliance
APP_KSM0021_refrigerator_1,KSM0021_refrigerator_1,refrigerator,Critical,150,157.1,0.42,1,KHH0021,Appliance
APP_KSM0021_led_light_1,KSM0021_led_light_1,led_light,Critical,10,12.4,1.0,4,KHH0021,Appliance
APP_KSM0021_tube_light_1,KSM0021_tube_light_1,tube_light,Critical,36,40.5,1.0,2,KHH0021,Appliance
APP_KSM0021_tv_led_1,KSM0021_tv_led_1,tv_led,Curtailable,60,52.8,1.0,1,KHH0021,Appliance
APP_KSM0021_rice_cooker_1,KSM0021_rice_cooker_1,rice_cooker,Schedulable,650,660.5,0.6,1,KHH0021,Appliance
APP_KSM0021_electric_iron_1,KSM0021_electric_iron_1,electric_iron,Schedulable,1000,1031.6,0.8,1,KHH0021,Appliance
APP_KSM0021_router_charger_standby_1,KSM0021_router_charger_standby_1,router_charger_standby,Critical,18,12.6,1.0,1,KHH0021,Appliance
APP_KSM0022_ceiling_fan_1,KSM0022_ceiling_fan_1,ceiling_fan,Curtailable,75,73.0,0.85,3,KHH0022,Appliance
APP_KSM0022_table_fan_1,KSM0022_table_fan_1,table_fan,Curtailable,45,34.5,0.8,2,KHH0022,Appliance
APP_KSM0022_refrigerator_1,KSM0022_refrigerator_1,refrigerator,Critical,150,184.6,0.42,1,KHH0022,Appliance
APP_KSM0022_led_light_1,KSM0022_led_light_1,led_light,Critical,10,12.1,1.0,5,KHH0022,Appliance
APP_KSM0022_tv_led_1,KSM0022_tv_led_1,tv_led,Curtailable,60,82.1,1.0,1,KHH0022,Appliance
APP_KSM0022_rice_cooker_1,KSM0022_rice_cooker_1,rice_cooker,Schedulable,650,608.9,0.6,1,KHH0022,Appliance
APP_KSM0022_exhaust_fan_1,KSM0022_exhaust_fan_1,exhaust_fan,Curtailable,35,35.6,0.9,1,KHH0022,Appliance
APP_KSM0023_ceiling_fan_1,KSM0023_ceiling_fan_1,ceiling_fan,Curtailable,75,68.2,0.85,2,KHH0023,Appliance
APP_KSM0023_table_fan_1,KSM0023_table_fan_1,table_fan,Curtailable,45,54.0,0.8,1,KHH0023,Appliance
APP_KSM0023_led_light_1,KSM0023_led_light_1,led_light,Critical,10,7.7,1.0,5,KHH0023,Appliance
APP_KSM0023_tube_light_1,KSM0023_tube_light_1,tube_light,Critical,36,41.2,1.0,2,KHH0023,Appliance
APP_KSM0023_tv_led_1,KSM0023_tv_led_1,tv_led,Curtailable,60,60.0,1.0,1,KHH0023,Appliance
APP_KSM0023_rice_cooker_1,KSM0023_rice_cooker_1,rice_cooker,Schedulable,650,661.6,0.6,1,KHH0023,Appliance
APP_KSM0023_electric_kettle_1,KSM0023_electric_kettle_1,electric_kettle,Schedulable,1800,1683.4,0.9,1,KHH0023,Appliance
APP_KSM0023_electric_iron_1,KSM0023_electric_iron_1,electric_iron,Schedulable,1000,935.9,0.8,1,KHH0023,Appliance
APP_KSM0024_ceiling_fan_1,KSM0024_ceiling_fan_1,ceiling_fan,Curtailable,75,62.3,0.85,1,KHH0024,Appliance
APP_KSM0024_table_fan_1,KSM0024_table_fan_1,table_fan,Curtailable,45,42.6,0.8,2,KHH0024,Appliance
APP_KSM0024_refrigerator_1,KSM0024_refrigerator_1,refrigerator,Critical,150,98.3,0.42,1,KHH0024,Appliance
APP_KSM0024_led_light_1,KSM0024_led_light_1,led_light,Critical,10,10.3,1.0,6,KHH0024,Appliance
APP_KSM0024_tube_light_1,KSM0024_tube_light_1,tube_light,Critical,36,31.5,1.0,2,KHH0024,Appliance
APP_KSM0024_rice_cooker_1,KSM0024_rice_cooker_1,rice_cooker,Schedulable,650,631.1,0.6,1,KHH0024,Appliance
APP_KSM0024_electric_iron_1,KSM0024_electric_iron_1,electric_iron,Schedulable,1000,958.0,0.8,1,KHH0024,Appliance
APP_KSM0025_ceiling_fan_1,KSM0025_ceiling_fan_1,ceiling_fan,Curtailable,75,65.0,0.85,2,KHH0025,Appliance
APP_KSM0025_refrigerator_1,KSM0025_refrigerator_1,refrigerator,Critical,150,124.7,0.42,1,KHH0025,Appliance
APP_KSM0025_led_light_1,KSM0025_led_light_1,led_light,Critical,10,11.8,1.0,4,KHH0025,Appliance
APP_KSM0025_tube_light_1,KSM0025_tube_light_1,tube_light,Critical,36,34.7,1.0,3,KHH0025,Appliance
APP_KSM0025_rice_cooker_1,KSM0025_rice_cooker_1,rice_cooker,Schedulable,650,693.8,0.6,1,KHH0025,Appliance
APP_KSM0025_blender_mixer_1,KSM0025_blender_mixer_1,blender_mixer,Schedulable,400,478.4,0.9,1,KHH0025,Appliance
APP_KSM0025_electric_iron_1,KSM0025_electric_iron_1,electric_iron,Schedulable,1000,928.8,0.8,1,KHH0025,Appliance
APP_KSM0026_ceiling_fan_1,KSM0026_ceiling_fan_1,ceiling_fan,Curtailable,75,66.5,0.85,1,KHH0026,Appliance
APP_KSM0026_table_fan_1,KSM0026_table_fan_1,table_fan,Curtailable,45,53.1,0.8,1,KHH0026,Appliance
APP_KSM0026_refrigerator_1,KSM0026_refrigerator_1,refrigerator,Critical,150,108.2,0.42,1,KHH0026,Appliance
APP_KSM0026_led_light_1,KSM0026_led_light_1,led_light,Critical,10,9.7,1.0,4,KHH0026,Appliance
APP_KSM0026_tube_light_1,KSM0026_tube_light_1,tube_light,Critical,36,35.7,1.0,2,KHH0026,Appliance
APP_KSM0026_rice_cooker_1,KSM0026_rice_cooker_1,rice_cooker,Schedulable,650,804.4,0.6,1,KHH0026,Appliance
APP_KSM0026_electric_iron_1,KSM0026_electric_iron_1,electric_iron,Schedulable,1000,979.7,0.8,1,KHH0026,Appliance
APP_KSM0027_ceiling_fan_1,KSM0027_ceiling_fan_1,ceiling_fan,Curtailable,75,66.2,0.85,2,KHH0027,Appliance
APP_KSM0027_table_fan_1,KSM0027_table_fan_1,table_fan,Curtailable,45,47.1,0.8,1,KHH0027,Appliance
APP_KSM0027_refrigerator_1,KSM0027_refrigerator_1,refrigerator,Critical,150,114.6,0.42,1,KHH0027,Appliance
APP_KSM0027_led_light_1,KSM0027_led_light_1,led_light,Critical,10,10.8,1.0,5,KHH0027,Appliance
APP_KSM0027_tube_light_1,KSM0027_tube_light_1,tube_light,Critical,36,45.1,1.0,3,KHH0027,Appliance
APP_KSM0027_tv_led_1,KSM0027_tv_led_1,tv_led,Curtailable,60,60.1,1.0,1,KHH0027,Appliance
APP_KSM0027_rice_cooker_1,KSM0027_rice_cooker_1,rice_cooker,Schedulable,650,673.0,0.6,1,KHH0027,Appliance
APP_KSM0027_router_charger_standby_1,KSM0027_router_charger_standby_1,router_charger_standby,Critical,18,17.3,1.0,1,KHH0027,Appliance
APP_KSM0028_ceiling_fan_1,KSM0028_ceiling_fan_1,ceiling_fan,Curtailable,75,66.7,0.85,1,KHH0028,Appliance
APP_KSM0028_table_fan_1,KSM0028_table_fan_1,table_fan,Curtailable,45,30.2,0.8,2,KHH0028,Appliance
APP_KSM0028_led_light_1,KSM0028_led_light_1,led_light,Critical,10,12.8,1.0,5,KHH0028,Appliance
APP_KSM0028_tube_light_1,KSM0028_tube_light_1,tube_light,Critical,36,33.5,1.0,1,KHH0028,Appliance
APP_KSM0028_tv_led_1,KSM0028_tv_led_1,tv_led,Curtailable,60,53.4,1.0,1,KHH0028,Appliance
APP_KSM0028_rice_cooker_1,KSM0028_rice_cooker_1,rice_cooker,Schedulable,650,607.1,0.6,1,KHH0028,Appliance
APP_KSM0028_electric_iron_1,KSM0028_electric_iron_1,electric_iron,Schedulable,1000,1007.6,0.8,1,KHH0028,Appliance
APP_KSM0028_router_charger_standby_1,KSM0028_router_charger_standby_1,router_charger_standby,Critical,18,28.1,1.0,1,KHH0028,Appliance
APP_KSM0029_ceiling_fan_1,KSM0029_ceiling_fan_1,ceiling_fan,Curtailable,75,72.2,0.85,1,KHH0029,Appliance
