:START_ID,:END_ID,:TYPE,income_bdt
USER_KHH0051,TIER_middle,IN_TIER,42188
USER_KHH0052,TIER_middle,IN_TIER,56647
USER_KHH0053,TIER_middle,IN_TIER,50493
USER_KHH0054,TIER_middle,IN_TIER,59197
USER_KHH0055,TIER_middle,IN_TIER,49078
USER_KHH0056,TIER_middle,IN_TIER,37064
USER_KHH0057,TIER_middle,IN_TIER,53917
USER_KHH0058,TIER_middle,IN_TIER,62611
USER_KHH0059,TIER_middle,IN_TIER,37346
USER_KHH0060,TIER_middle,IN_TIER,57299
USER_KHH0061,TIER_middle,IN_TIER,46637
USER_KHH0062,TIER_middle,IN_TIER,56108
USER_KHH0063,TIER_middle,IN_TIER,40258
USER_KHH0064,TIER_middle,IN_TIER,49826
USER_KHH0065,TIER_middle,IN_TIER,40352
USER_KHH0066,TIER_middle,IN_TIER,57670
USER_KHH0067,TIER_middle,IN_TIER,45490
USER_KHH0068,TIER_middle,IN_TIER,45047
USER_KHH0069,TIER_middle,IN_TIER,56586
USER_KHH0070,TIER_middle,IN_TIER,38138
USER_KHH0071,TIER_middle,IN_TIER,43922
USER_KHH0072,TIER_middle,IN_TIER,58878
USER_KHH0073,TIER_middle,IN_TIER,41336
USER_KHH0074,TIER_middle,IN_TIER,59013
USER_KHH0075,TIER_middle,IN_TIER,40177
USER_KHH0076,TIER_middle,IN_TIER,49140
USER_KHH0077,TIER_middle,IN_TIER,36698
USER_KHH0078,TIER_middle,IN_TIER,48498
USER_KHH0079,TIER_middle,IN_TIER,59577
USER_KHH0080,TIER_middle,IN_TIER,57849
USER_KHH0081,TIER_middle,IN_TIER,40821
USER_KHH0082,TIER_middle,IN_TIER,63341
USER_KHH0083,TIER_middle,IN_TIER,45313
USER_KHH0084,TIER_middle,IN_TIER,60990
USER_KHH0085,TIER_middle,IN_TIER,44196
USER_KHH0086,TIER_middle,IN_TIER,43035
USER_KHH0087,TIER_middle,IN_TIER,47990
USER_KHH0088,TIER_middle,IN_TIER,52383
USER_KHH0089,TIER_middle,IN_TIER,49432
USER_KHH0090,TIER_middle,IN_TIER,56246
USER_KHH0091,TIER_middle,IN_TIER,45111
USER_KHH0092,TIER_middle,IN_TIER,47095
USER_KHH0093,TIER_middle,IN_TIER,50456
USER_KHH0094,TIER_middle,IN_TIER,46361
USER_KHH0095,TIER_middle,IN_TIER,53008
USER_KHH0096,TIER_middle,IN_TIER,50309
USER_KHH0097,TIER_middle,IN_TIER,61779
USER_KHH0098,TIER_middle,IN_TIER,59301
USER_KHH0099,TIER_middle,IN_TIER,52243
USER_KHH0100,TIER_middle,IN_TIER,39412
USER_KHH0101,TIER_middle,IN_TIER,40673
USER_KHH0102,TIER_middle,IN_TIER,47264
USER_KHH0103,TIER_upper_middle,IN_TIER,110451
USER_KHH0104,TIER_upper_middle,IN_TIER,73959
USER_KHH0105,TIER_upper_middle,IN_TIER,72672
USER_KHH0106,TIER_upper_middle,IN_TIER,70552
USER_KHH0107,TIER_upper_middle,IN_TIER,90321
USER_KHH0108,TIER_upper_middle,IN_TIER,101744
USER_KHH0109,TIER_upper_middle,IN_TIER,91532
USER_KHH0110,TIER_upper_middle,IN_TIER,112772
USER_KHH0111,TIER_upper_middle,IN_TIER,90129
USER_KHH0112,TIER_upper_middle,IN_TIER,112826
USER_KHH0113,TIER_upper_middle,IN_TIER,103543
USER_KHH0114,TIER_upper_middle,IN_TIER,107414
USER_KHH0115,TIER_upper_middle,IN_TIER,79778
USER_KHH0116,TIER_upper_middle,IN_TIER,65732
USER_KHH0117,TIER_upper_middle,IN_TIER,116455
USER_KHH0118,TIER_upper_middle,IN_TIER,106864
USER_KHH0119,TIER_upper_middle,IN_TIER,98791
USER_KHH0120,TIER_upper_middle,IN_TIER,96096
USER_DHH0001,TIER_lower_middle,IN_TIER,22465
USER_DHH0002,TIER_lower_middle,IN_TIER,15176
USER_DHH0003,TIER_lower_middle,IN_TIER,17492
USER_DHH0004,TIER_lower_middle,IN_TIER,21653
USER_DHH0005,TIER_lower_middle,IN_TIER,17578
USER_DHH0006,TIER_lower_middle,IN_TIER,33970
USER_DHH0007,TIER_lower_middle,IN_TIER,20275
USER_DHH0008,TIER_lower_middle,IN_TIER,15065
USER_DHH0009,TIER_lower_middle,IN_TIER,24148
USER_DHH0010,TIER_lower_middle,IN_TIER,31277
USER_DHH0011,TIER_lower_middle,IN_TIER,24378
USER_DHH0012,TIER_lower_middle,IN_TIER,24690
USER_DHH0013,TIER_lower_middle,IN_TIER,22170
USER_DHH0014,TIER_lower_middle,IN_TIER,15029
USER_DHH0015,TIER_middle,IN_TIER,42151
USER_DHH0016,TIER_middle,IN_TIER,47303
USER_DHH0017,TIER_middle,IN_TIER,42337
USER_DHH0018,TIER_middle,IN_TIER,52743
USER_DHH0019,TIER_middle,IN_TIER,61831
USER_DHH0020,TIER_middle,IN_TIER,35312
USER_DHH0021,TIER_middle,IN_TIER,48563
USER_DHH0022,TIER_middle,IN_TIER,51824
USER_DHH0023,TIER_middle,IN_TIER,46307
USER_DHH0024,TIER_middle,IN_TIER,47958
USER_DHH0025,TIER_middle,IN_TIER,48837
USER_DHH0026,TIER_middle,IN_TIER,60409
USER_DHH0027,TIER_middle,IN_TIER,47885
USER_DHH0028,TIER_middle,IN_TIER,47640
USER_DHH0029,TIER_middle,IN_TIER,53213
USER_DHH0030,TIER_middle,IN_TIER,60681
USER_DHH0031,TIER_middle,IN_TIER,37753
USER_DHH0032,TIER_middle,IN_TIER,36163
USER_DHH0033,TIER_middle,IN_TIER,48807
USER_DHH0034,TIER_middle,IN_TIER,47452
USER_DHH0035,TIER_middle,IN_TIER,42350
USER_DHH0036,TIER_middle,IN_TIER,44216
USER_DHH0037,TIER_middle,IN_TIER,42400
USER_DHH0038,TIER_middle,IN_TIER,53416
USER_DHH0039,TIER_middle,IN_TIER,63029
USER_DHH0040,TIER_middle,IN_TIER,50458
USER_DHH0041,TIER_middle,IN_TIER,56496
USER_DHH0042,TIER_middle,IN_TIER,51811
USER_DHH0043,TIER_middle,IN_TIER,59938
USER_DHH0044,TIER_middle,IN_TIER,50131
USER_DHH0045,TIER_middle,IN_TIER,51635
USER_DHH0046,TIER_middle,IN_TIER,44664
USER_DHH0047,TIER_middle,IN_TIER,49667
USER_DHH0048,TIER_middle,IN_TIER,60286
USER_DHH0049,TIER_middle,IN_TIER,56025
USER_DHH0050,TIER_middle,IN_TIER,52941
USER_DHH0051,TIER_middle,IN_TIER,61877
USER_DHH0052,TIER_middle,IN_TIER,64866
USER_DHH0053,TIER_middle,IN_TIER,40353
USER_DHH0054,TIER_middle,IN_TIER,52743
USER_DHH0055,TIER_middle,IN_TIER,58649
USER_DHH0056,TIER_middle,IN_TIER,58382
USER_DHH0057,TIER_middle,IN_TIER,38220
USER_DHH0058,TIER_middle,IN_TIER,64072
USER_DHH0059,TIER_middle,IN_TIER,59272
USER_DHH0060,TIER_middle,IN_TIER,56248
USER_DHH0061,TIER_middle,IN_TIER,36807
USER_DHH0062,TIER_middle,IN_TIER,46912
USER_DHH0063,TIER_middle,IN_TIER,56528
USER_DHH0064,TIER_middle,IN_TIER,35055
USER_DHH0065,TIER_middle,IN_TIER,37287
USER_DHH0066,TIER_middle,IN_TIER,60132
USER_DHH0067,TIER_upper_middle,IN_TIER,65377
USER_DHH0068,TIER_upper_middle,IN_TIER,91108
USER_DHH0069,TIER_upper_middle,IN_TIER,86822
USER_DHH0070,TIER_upper_middle,IN_TIER,97834
USER_DHH0071,TIER_upper_middle,IN_TIER,104749
USER_DHH0072,TIER_upper_middle,IN_TIER,86599
USER_DHH0073,TIER_upper_middle,IN_TIER,65613
USER_DHH0074,TIER_upper_middle,IN_TIER,94403
USER_DHH0075,TIER_upper_middle,IN_TIER,77943
USER_DHH0076,TIER_upper_middle,IN_TIER,116293
USER_DHH0077,TIER_upper_middle,IN_TIER,80898
USER_DHH0078,TIER_upper_middle,IN_TIER,81596
USER_DHH0079,TIER_upper_middle,IN_TIER,106648
USER_DHH0080,TIER_upper_middle,IN_TIER,66873
USER_DHH0081,TIER_upper_middle,IN_TIER,119565
USER_DHH0082,TIER_upper_middle,IN_TIER,90070
USER_DHH0083,TIER_upper_middle,IN_TIER,71093
USER_DHH0084,TIER_upper_middle,IN_TIER,103557
USER_DHH0085,TIER_upper_middle,IN_TIER,93507
USER_DHH0086,TIER_upper_middle,IN_TIER,91710
USER_DHH0087,TIER_upper_middle,IN_TIER,69907
USER_DHH0088,TIER_upper_middle,IN_TIER,102082
USER_DHH0089,TIER_upper_middle,IN_TIER,117812
USER_DHH0090,TIER_upper_middle,IN_TIER,76191
USER_DHH0091,TIER_upper_middle,IN_TIER,111452
USER_DHH0092,TIER_upper_middle,IN_TIER,74918
USER_DHH0093,TIER_upper_middle,IN_TIER,93180
USER_DHH0094,TIER_upper_middle,IN_TIER,93556
USER_DHH0095,TIER_upper_middle,IN_TIER,89886
USER_DHH0096,TIER_upper_middle,IN_TIER,100846
USER_DHH0097,TIER_upper_middle,IN_TIER,94261
USER_DHH0098,TIER_upper_middle,IN_TIER,79952
USER_DHH0099,TIER_upper_middle,IN_TIER,103333
USER_DHH0100,TIER_upper_middle,IN_TIER,111775
USER_DHH0101,TIER_upper_middle,IN_TIER,118569
USER_DHH0102,TIER_upper_middle,IN_TIER,68160
USER_DHH0103,TIER_upper_middle,IN_TIER,75769
USER_DHH0104,TIER_upper_middle,IN_TIER,105576
USER_DHH0105,TIER_upper_middle,IN_TIER,111304
USER_DHH0106,TIER_upper_middle,IN_TIER,97884
USER_DHH0107,TIER_upper_middle,IN_TIER,106702
USER_DHH0108,TIER_upper_middle,IN_TIER,67663
USER_DHH0109,TIER_upper_middle,IN_TIER,65663
USER_DHH0110,TIER_upper_middle,IN_TIER,101355
USER_DHH0111,TIER_upper_middle,IN_TIER,90724
USER_DHH0112,TIER_upper_middle,IN_TIER,105268
USER_DHH0113,TIER_upper_middle,IN_TIER,111571
USER_DHH0114,TIER_upper_middle,IN_TIER,84093
USER_DHH0115,TIER_upper_middle,IN_TIER,118804
USER_DHH0116,TIER_upper_middle,IN_TIER,70760
USER_DHH0117,TIER_upper_middle,IN_TIER,93275
USER_DHH0118,TIER_upper_middle,IN_TIER,69615
USER_DHH0119,TIER_upper_middle,IN_TIER,108948
USER_DHH0120,TIER_upper_middle,IN_TIER,65589
