:START_ID,:END_ID,:TYPE
MTR_KSM0072,WARD_KAL_1,LOCATED_IN
MTR_KSM0073,WARD_KAL_3,LOCATED_IN
MTR_KSM0074,WARD_KAL_1,LOCATED_IN
MTR_KSM0075,WARD_KAL_4,LOCATED_IN
MTR_KSM0076,WARD_KAL_3,LOCATED_IN
MTR_KSM0077,WARD_KAL_2,LOCATED_IN
MTR_KSM0078,WARD_KAL_2,LOCATED_IN
MTR_KSM0079,WARD_KAL_3,LOCATED_IN
MTR_KSM0080,WARD_KAL_4,LOCATED_IN
MTR_KSM0081,WARD_KAL_5,LOCATED_IN
MTR_KSM0082,WARD_KAL_3,LOCATED_IN
MTR_KSM0083,WARD_KAL_1,LOCATED_IN
MTR_KSM0084,WARD_KAL_5,LOCATED_IN
MTR_KSM0085,WARD_KAL_4,LOCATED_IN
MTR_KSM0086,WARD_KAL_4,LOCATED_IN
MTR_KSM0087,WARD_KAL_1,LOCATED_IN
MTR_KSM0088,WARD_KAL_2,LOCATED_IN
MTR_KSM0089,WARD_KAL_4,LOCATED_IN
MTR_KSM0090,WARD_KAL_5,LOCATED_IN
MTR_KSM0091,WARD_KAL_3,LOCATED_IN
MTR_KSM0092,WARD_KAL_5,LOCATED_IN
MTR_KSM0093,WARD_KAL_5,LOCATED_IN
MTR_KSM0094,WARD_KAL_2,LOCATED_IN
MTR_KSM0095,WARD_KAL_5,LOCATED_IN
MTR_KSM0096,WARD_KAL_2,LOCATED_IN
MTR_KSM0097,WARD_KAL_2,LOCATED_IN
MTR_KSM0098,WARD_KAL_4,LOCATED_IN
MTR_KSM0099,WARD_KAL_4,LOCATED_IN
MTR_KSM0100,WARD_KAL_1,LOCATED_IN
MTR_KSM0101,WARD_KAL_5,LOCATED_IN
MTR_KSM0102,WARD_KAL_1,LOCATED_IN
MTR_KSM0103,WARD_KAL_5,LOCATED_IN
MTR_KSM0104,WARD_KAL_1,LOCATED_IN
MTR_KSM0105,WARD_KAL_4,LOCATED_IN
MTR_KSM0106,WARD_KAL_4,LOCATED_IN
MTR_KSM0107,WARD_KAL_4,LOCATED_IN
MTR_KSM0108,WARD_KAL_4,LOCATED_IN
MTR_KSM0109,WARD_KAL_3,LOCATED_IN
MTR_KSM0110,WARD_KAL_4,LOCATED_IN
MTR_KSM0111,WARD_KAL_2,LOCATED_IN
MTR_KSM0112,WARD_KAL_4,LOCATED_IN
MTR_KSM0113,WARD_KAL_3,LOCATED_IN
MTR_KSM0114,WARD_KAL_3,LOCATED_IN
MTR_KSM0115,WARD_KAL_3,LOCATED_IN
MTR_KSM0116,WARD_KAL_3,LOCATED_IN
MTR_KSM0117,WARD_KAL_1,LOCATED_IN
MTR_KSM0118,WARD_KAL_1,LOCATED_IN
MTR_KSM0119,WARD_KAL_2,LOCATED_IN
MTR_KSM0120,WARD_KAL_1,LOCATED_IN
MTR_DSM0001,WARD_DHA_5,LOCATED_IN
MTR_DSM0002,WARD_DHA_1,LOCATED_IN
MTR_DSM0003,WARD_DHA_1,LOCATED_IN
MTR_DSM0004,WARD_DHA_1,LOCATED_IN
MTR_DSM0005,WARD_DHA_1,LOCATED_IN
MTR_DSM0006,WARD_DHA_3,LOCATED_IN
MTR_DSM0007,WARD_DHA_2,LOCATED_IN
MTR_DSM0008,WARD_DHA_5,LOCATED_IN
MTR_DSM0009,WARD_DHA_2,LOCATED_IN
MTR_DSM0010,WARD_DHA_3,LOCATED_IN
MTR_DSM0011,WARD_DHA_4,LOCATED_IN
MTR_DSM0012,WARD_DHA_4,LOCATED_IN
MTR_DSM0013,WARD_DHA_4,LOCATED_IN
MTR_DSM0014,WARD_DHA_2,LOCATED_IN
MTR_DSM0015,WARD_DHA_3,LOCATED_IN
MTR_DSM0016,WARD_DHA_5,LOCATED_IN
MTR_DSM0017,WARD_DHA_5,LOCATED_IN
MTR_DSM0018,WARD_DHA_4,LOCATED_IN
MTR_DSM0019,WARD_DHA_4,LOCATED_IN
MTR_DSM0020,WARD_DHA_5,LOCATED_IN
MTR_DSM0021,WARD_DHA_4,LOCATED_IN
MTR_DSM0022,WARD_DHA_5,LOCATED_IN
MTR_DSM0023,WARD_DHA_1,LOCATED_IN
MTR_DSM0024,WARD_DHA_2,LOCATED_IN
MTR_DSM0025,WARD_DHA_1,LOCATED_IN
MTR_DSM0026,WARD_DHA_1,LOCATED_IN
MTR_DSM0027,WARD_DHA_3,LOCATED_IN
MTR_DSM0028,WARD_DHA_2,LOCATED_IN
MTR_DSM0029,WARD_DHA_3,LOCATED_IN
MTR_DSM0030,WARD_DHA_3,LOCATED_IN
MTR_DSM0031,WARD_DHA_4,LOCATED_IN
MTR_DSM0032,WARD_DHA_5,LOCATED_IN
MTR_DSM0033,WARD_DHA_5,LOCATED_IN
MTR_DSM0034,WARD_DHA_2,LOCATED_IN
MTR_DSM0035,WARD_DHA_2,LOCATED_IN
MTR_DSM0036,WARD_DHA_4,LOCATED_IN
MTR_DSM0037,WARD_DHA_1,LOCATED_IN
MTR_DSM0038,WARD_DHA_3,LOCATED_IN
MTR_DSM0039,WARD_DHA_3,LOCATED_IN
MTR_DSM0040,WARD_DHA_1,LOCATED_IN
MTR_DSM0041,WARD_DHA_4,LOCATED_IN
MTR_DSM0042,WARD_DHA_2,LOCATED_IN
MTR_DSM0043,WARD_DHA_1,LOCATED_IN
MTR_DSM0044,WARD_DHA_4,LOCATED_IN
MTR_DSM0045,WARD_DHA_1,LOCATED_IN
MTR_DSM0046,WARD_DHA_4,LOCATED_IN
MTR_DSM0047,WARD_DHA_1,LOCATED_IN
MTR_DSM0048,WARD_DHA_3,LOCATED_IN
MTR_DSM0049,WARD_DHA_5,LOCATED_IN
MTR_DSM0050,WARD_DHA_2,LOCATED_IN
MTR_DSM0051,WARD_DHA_4,LOCATED_IN
MTR_DSM0052,WARD_DHA_4,LOCATED_IN
MTR_DSM0053,WARD_DHA_5,LOCATED_IN
MTR_DSM0054,WARD_DHA_1,LOCATED_IN
MTR_DSM0055,WARD_DHA_4,LOCATED_IN
MTR_DSM0056,WARD_DHA_5,LOCATED_IN
MTR_DSM0057,WARD_DHA_4,LOCATED_IN
MTR_DSM0058,WARD_DHA_1,LOCATED_IN
MTR_DSM0059,WARD_DHA_5,LOCATED_IN
MTR_DSM0060,WARD_DHA_1,LOCATED_IN
MTR_DSM0061,WARD_DHA_3,LOCATED_IN
MTR_DSM0062,WARD_DHA_3,LOCATED_IN
MTR_DSM0063,WARD_DHA_3,LOCATED_IN
MTR_DSM0064,WARD_DHA_3,LOCATED_IN
MTR_DSM0065,WARD_DHA_1,LOCATED_IN
MTR_DSM0066,WARD_DHA_3,LOCATED_IN
MTR_DSM0067,WARD_DHA_5,LOCATED_IN
MTR_DSM0068,WARD_DHA_3,LOCATED_IN
MTR_DSM0069,WARD_DHA_2,LOCATED_IN
MTR_DSM0070,WARD_DHA_5,LOCATED_IN
MTR_DSM0071,WARD_DHA_1,LOCATED_IN
MTR_DSM0072,WARD_DHA_3,LOCATED_IN
MTR_DSM0073,WARD_DHA_3,LOCATED_IN
MTR_DSM0074,WARD_DHA_3,LOCATED_IN
MTR_DSM0075,WARD_DHA_5,LOCATED_IN
MTR_DSM0076,WARD_DHA_3,LOCATED_IN
MTR_DSM0077,WARD_DHA_5,LOCATED_IN
MTR_DSM0078,WARD_DHA_1,LOCATED_IN
MTR_DSM0079,WARD_DHA_4,LOCATED_IN
MTR_DSM0080,WARD_DHA_3,LOCATED_IN
MTR_DSM0081,WARD_DHA_2,LOCATED_IN
MTR_DSM0082,WARD_DHA_2,LOCATED_IN
MTR_DSM0083,WARD_DHA_4,LOCATED_IN
MTR_DSM0084,WARD_DHA_4,LOCATED_IN
MTR_DSM0085,WARD_DHA_4,LOCATED_IN
MTR_DSM0086,WARD_DHA_1,LOCATED_IN
MTR_DSM0087,WARD_DHA_3,LOCATED_IN
MTR_DSM0088,WARD_DHA_5,LOCATED_IN
MTR_DSM0089,WARD_DHA_1,LOCATED_IN
MTR_DSM0090,WARD_DHA_3,LOCATED_IN
MTR_DSM0091,WARD_DHA_3,LOCATED_IN
MTR_DSM0092,WARD_DHA_5,LOCATED_IN
MTR_DSM0093,WARD_DHA_2,LOCATED_IN
MTR_DSM0094,WARD_DHA_3,LOCATED_IN
MTR_DSM0095,WARD_DHA_4,LOCATED_IN
MTR_DSM0096,WARD_DHA_1,LOCATED_IN
MTR_DSM0097,WARD_DHA_5,LOCATED_IN
MTR_DSM0098,WARD_DHA_5,LOCATED_IN
MTR_DSM0099,WARD_DHA_4,LOCATED_IN
MTR_DSM0100,WARD_DHA_4,LOCATED_IN
MTR_DSM0101,WARD_DHA_4,LOCATED_IN
MTR_DSM0102,WARD_DHA_4,LOCATED_IN
MTR_DSM0103,WARD_DHA_5,LOCATED_IN
MTR_DSM0104,WARD_DHA_3,LOCATED_IN
MTR_DSM0105,WARD_DHA_3,LOCATED_IN
MTR_DSM0106,WARD_DHA_4,LOCATED_IN
MTR_DSM0107,WARD_DHA_1,LOCATED_IN
MTR_DSM0108,WARD_DHA_5,LOCATED_IN
MTR_DSM0109,WARD_DHA_4,LOCATED_IN
MTR_DSM0110,WARD_DHA_4,LOCATED_IN
MTR_DSM0111,WARD_DHA_2,LOCATED_IN
MTR_DSM0112,WARD_DHA_2,LOCATED_IN
MTR_DSM0113,WARD_DHA_3,LOCATED_IN
MTR_DSM0114,WARD_DHA_4,LOCATED_IN
MTR_DSM0115,WARD_DHA_4,LOCATED_IN
MTR_DSM0116,WARD_DHA_4,LOCATED_IN
MTR_DSM0117,WARD_DHA_5,LOCATED_IN
MTR_DSM0118,WARD_DHA_5,LOCATED_IN
MTR_DSM0119,WARD_DHA_4,LOCATED_IN
MTR_DSM0120,WARD_DHA_2,LOCATED_IN
