household_id,substation,tier,household_size,monthly_income_bdt,appliance_name,unit_index,category,rated_power_w,actual_power_w,duty_cycle,quantity,meter_id,appliance_id
KHH0003,Kalyanpur,lower_middle,5,16593,ceiling_fan,1,Curtailable,75,64.3,0.85,2,KSM0003,KSM0003_ceiling_fan_1
KHH0003,Kalyanpur,lower_middle,5,16593,table_fan,1,Curtailable,45,39.3,0.8,1,KSM0003,KSM0003_table_fan_1
KHH0003,Kalyanpur,lower_middle,5,16593,led_light,1,Critical,10,12.2,1.0,6,KSM0003,KSM0003_led_light_1
KHH0003,Kalyanpur,lower_middle,5,16593,tv_led,1,Curtailable,60,66.7,1.0,1,KSM0003,KSM0003_tv_led_1
KHH0003,Kalyanpur,lower_middle,5,16593,rice_cooker,1,Schedulable,650,602.6,0.6,1,KSM0003,KSM0003_rice_cooker_1
KHH0003,Kalyanpur,lower_middle,5,16593,blender_mixer,1,Schedulable,400,375.8,0.9,1,KSM0003,KSM0003_blender_mixer_1
KHH0003,Kalyanpur,lower_middle,5,16593,electric_iron,1,Schedulable,1000,995.1,0.8,1,KSM0003,KSM0003_electric_iron_1
KHH0003,Kalyanpur,lower_middle,5,16593,water_pump_0_5hp,1,Schedulable,373,414.6,0.95,1,KSM0003,KSM0003_water_pump_0_5hp_1
KHH0004,Kalyanpur,lower_middle,3,29905,ceiling_fan,1,Curtailable,75,62.9,0.85,3,KSM0004,KSM0004_ceiling_fan_1
KHH0004,Kalyanpur,lower_middle,3,29905,table_fan,1,Curtailable,45,43.8,0.8,1,KSM0004,KSM0004_table_fan_1
KHH0004,Kalyanpur,lower_middle,3,29905,refrigerator,1,Critical,150,161.0,0.42,1,KSM0004,KSM0004_refrigerator_1
KHH0004,Kalyanpur,lower_middle,3,29905,led_light,1,Critical,10,12.4,1.0,3,KSM0004,KSM0004_led_light_1
KHH0004,Kalyanpur,lower_middle,3,29905,tube_light,1,Critical,36,34.2,1.0,3,KSM0004,KSM0004_tube_light_1
KHH0004,Kalyanpur,lower_middle,3,29905,tv_led,1,Curtailable,60,41.7,1.0,1,KSM0004,KSM0004_tv_led_1
KHH0004,Kalyanpur,lower_middle,3,29905,electric_iron,1,Schedulable,1000,1067.5,0.8,1,KSM0004,KSM0004_electric_iron_1
KHH0004,Kalyanpur,lower_middle,3,29905,water_pump_0_5hp,1,Schedulable,373,360.1,0.95,1,KSM0004,KSM0004_water_pump_0_5hp_1
KHH0004,Kalyanpur,lower_middle,3,29905,router_charger_standby,1,Critical,18,16.9,1.0,1,KSM0004,KSM0004_router_charger_standby_1
KHH0005,Kalyanpur,lower_middle,6,16713,ceiling_fan,1,Curtailable,75,85.3,0.85,2,KSM0005,KSM0005_ceiling_fan_1
KHH0005,Kalyanpur,lower_middle,6,16713,table_fan,1,Curtailable,45,38.0,0.8,1,KSM0005,KSM0005_table_fan_1
KHH0005,Kalyanpur,lower_middle,6,16713,led_light,1,Critical,10,9.3,1.0,3,KSM0005,KSM0005_led_light_1
KHH0005,Kalyanpur,lower_middle,6,16713,tube_light,1,Critical,36,45.7,1.0,1,KSM0005,KSM0005_tube_light_1
KHH0005,Kalyanpur,lower_middle,6,16713,tv_led,1,Curtailable,60,27.1,1.0,1,KSM0005,KSM0005_tv_led_1
KHH0005,Kalyanpur,lower_middle,6,16713,computer_laptop,1,Curtailable,80,8.8,1.0,1,KSM0005,KSM0005_computer_laptop_1
KHH0005,Kalyanpur,lower_middle,6,16713,exhaust_fan,1,Curtailable,35,44.2,0.9,1,KSM0005,KSM0005_exhaust_fan_1
KHH0006,Kalyanpur,lower_middle,6,24877,ceiling_fan,1,Curtailable,75,60.1,0.85,2,KSM0006,KSM0006_ceiling_fan_1
KHH0006,Kalyanpur,lower_middle,6,24877,refrigerator,1,Critical,150,133.3,0.42,1,KSM0006,KSM0006_refrigerator_1
KHH0006,Kalyanpur,lower_middle,6,24877,led_light,1,Critical,10,6.4,1.0,5,KSM0006,KSM0006_led_light_1
KHH0006,Kalyanpur,lower_middle,6,24877,tube_light,1,Critical,36,42.6,1.0,3,KSM0006,KSM0006_tube_light_1
KHH0006,Kalyanpur,lower_middle,6,24877,tv_led,1,Curtailable,60,75.0,1.0,1,KSM0006,KSM0006_tv_led_1
KHH0006,Kalyanpur,lower_middle,6,24877,rice_cooker,1,Schedulable,650,639.9,0.6,1,KSM0006,KSM0006_rice_cooker_1
KHH0006,Kalyanpur,lower_middle,6,24877,electric_iron,1,Schedulable,1000,1122.8,0.8,1,KSM0006,KSM0006_electric_iron_1
KHH0007,Kalyanpur,lower_middle,5,24226,ceiling_fan,1,Curtailable,75,77.5,0.85,2,KSM0007,KSM0007_ceiling_fan_1
KHH0007,Kalyanpur,lower_middle,5,24226,table_fan,1,Curtailable,45,48.7,0.8,1,KSM0007,KSM0007_table_fan_1
KHH0007,Kalyanpur,lower_middle,5,24226,refrigerator,1,Critical,150,171.8,0.42,1,KSM0007,KSM0007_refrigerator_1
KHH0007,Kalyanpur,lower_middle,5,24226,led_light,1,Critical,10,14.5,1.0,5,KSM0007,KSM0007_led_light_1
KHH0007,Kalyanpur,lower_middle,5,24226,tube_light,1,Critical,36,39.9,1.0,1,KSM0007,KSM0007_tube_light_1
KHH0007,Kalyanpur,lower_middle,5,24226,router_charger_standby,1,Critical,18,20.7,1.0,1,KSM0007,KSM0007_router_charger_standby_1
KHH0008,Kalyanpur,lower_middle,4,26064,ceiling_fan,1,Curtailable,75,80.6,0.85,1,KSM0008,KSM0008_ceiling_fan_1
KHH0008,Kalyanpur,lower_middle,4,26064,table_fan,1,Curtailable,45,38.9,0.8,1,KSM0008,KSM0008_table_fan_1
KHH0008,Kalyanpur,lower_middle,4,26064,led_light,1,Critical,10,9.6,1.0,3,KSM0008,KSM0008_led_light_1
KHH0008,Kalyanpur,lower_middle,4,26064,tube_light,1,Critical,36,31.0,1.0,2,KSM0008,KSM0008_tube_light_1
KHH0008,Kalyanpur,lower_middle,4,26064,router_charger_standby,1,Critical,18,13.7,1.0,1,KSM0008,KSM0008_router_charger_standby_1
KHH0009,Kalyanpur,lower_middle,4,18942,ceiling_fan,1,Curtailable,75,65.2,0.85,2,KSM0009,KSM0009_ceiling_fan_1
KHH0009,Kalyanpur,lower_middle,4,18942,table_fan,1,Curtailable,45,57.3,0.8,1,KSM0009,KSM0009_table_fan_1
KHH0009,Kalyanpur,lower_middle,4,18942,led_light,1,Critical,10,11.7,1.0,5,KSM0009,KSM0009_led_light_1
KHH0009,Kalyanpur,lower_middle,4,18942,tv_led,1,Curtailable,60,53.5,1.0,1,KSM0009,KSM0009_tv_led_1
KHH0009,Kalyanpur,lower_middle,4,18942,rice_cooker,1,Schedulable,650,560.8,0.6,1,KSM0009,KSM0009_rice_cooker_1
KHH0009,Kalyanpur,lower_middle,4,18942,blender_mixer,1,Schedulable,400,375.7,0.9,1,KSM0009,KSM0009_blender_mixer_1
KHH0010,Kalyanpur,lower_middle,1,33032,ceiling_fan,1,Curtailable,75,81.8,0.85,2,KSM0010,KSM0010_ceiling_fan_1
KHH0010,Kalyanpur,lower_middle,1,33032,refrigerator,1,Critical,150,164.4,0.42,1,KSM0010,KSM0010_refrigerator_1
KHH0010,Kalyanpur,lower_middle,1,33032,led_light,1,Critical,10,7.2,1.0,4,KSM0010,KSM0010_led_light_1
KHH0010,Kalyanpur,lower_middle,1,33032,tube_light,1,Critical,36,33.1,1.0,2,KSM0010,KSM0010_tube_light_1
KHH0010,Kalyanpur,lower_middle,1,33032,tv_led,1,Curtailable,60,51.4,1.0,1,KSM0010,KSM0010_tv_led_1
KHH0010,Kalyanpur,lower_middle,1,33032,rice_cooker,1,Schedulable,650,785.3,0.6,1,KSM0010,KSM0010_rice_cooker_1
KHH0010,Kalyanpur,lower_middle,1,33032,electric_iron,1,Schedulable,1000,929.5,0.8,1,KSM0010,KSM0010_electric_iron_1
KHH0010,Kalyanpur,lower_middle,1,33032,router_charger_standby,1,Critical,18,20.2,1.0,1,KSM0010,KSM0010_router_charger_standby_1
KHH0011,Kalyanpur,lower_middle,4,33537,ceiling_fan,1,Curtailable,75,83.6,0.85,2,KSM0011,KSM0011_ceiling_fan_1
KHH0011,Kalyanpur,lower_middle,4,33537,table_fan,1,Curtailable,45,26.2,0.8,1,KSM0011,KSM0011_table_fan_1
KHH0011,Kalyanpur,lower_middle,4,33537,refrigerator,1,Critical,150,161.1,0.42,1,KSM0011,KSM0011_refrigerator_1
KHH0011,Kalyanpur,lower_middle,4,33537,led_light,1,Critical,10,12.0,1.0,4,KSM0011,KSM0011_led_light_1
KHH0011,Kalyanpur,lower_middle,4,33537,tube_light,1,Critical,36,38.0,1.0,2,KSM0011,KSM0011_tube_light_1
KHH0011,Kalyanpur,lower_middle,4,33537,rice_cooker,1,Schedulable,650,577.4,0.6,1,KSM0011,KSM0011_rice_cooker_1
KHH0012,Kalyanpur,lower_middle,5,27987,ceiling_fan,1,Curtailable,75,89.2,0.85,1,KSM0012,KSM0012_ceiling_fan_1
KHH0012,Kalyanpur,lower_middle,5,27987,table_fan,1,Curtailable,45,32.3,0.8,1,KSM0012,KSM0012_table_fan_1
KHH0012,Kalyanpur,lower_middle,5,27987,led_light,1,Critical,10,9.9,1.0,5,KSM0012,KSM0012_led_light_1
KHH0012,Kalyanpur,lower_middle,5,27987,tube_light,1,Critical,36,39.3,1.0,2,KSM0012,KSM0012_tube_light_1
KHH0012,Kalyanpur,lower_middle,5,27987,tv_led,1,Curtailable,60,74.8,1.0,1,KSM0012,KSM0012_tv_led_1
KHH0012,Kalyanpur,lower_middle,5,27987,rice_cooker,1,Schedulable,650,686.2,0.6,1,KSM0012,KSM0012_rice_cooker_1
KHH0012,Kalyanpur,lower_middle,5,27987,electric_iron,1,Schedulable,1000,892.3,0.8,1,KSM0012,KSM0012_electric_iron_1
KHH0012,Kalyanpur,lower_middle,5,27987,router_charger_standby,1,Critical,18,20.2,1.0,1,KSM0012,KSM0012_router_charger_standby_1
KHH0013,Kalyanpur,lower_middle,2,16270,ceiling_fan,1,Curtailable,75,64.8,0.85,2,KSM0013,KSM0013_ceiling_fan_1
KHH0013,Kalyanpur,lower_middle,2,16270,table_fan,1,Curtailable,45,54.5,0.8,2,KSM0013,KSM0013_table_fan_1
KHH0013,Kalyanpur,lower_middle,2,16270,refrigerator,1,Critical,150,161.0,0.42,1,KSM0013,KSM0013_refrigerator_1
KHH0013,Kalyanpur,lower_middle,2,16270,led_light,1,Critical,10,9.2,1.0,3,KSM0013,KSM0013_led_light_1
KHH0013,Kalyanpur,lower_middle,2,16270,tv_led,1,Curtailable,60,53.5,1.0,1,KSM0013,KSM0013_tv_led_1
KHH0013,Kalyanpur,lower_middle,2,16270,router_charger_standby,1,Critical,18,20.1,1.0,1,KSM0013,KSM0013_router_charger_standby_1
KHH0014,Kalyanpur,lower_middle,6,33519,refrigerator,1,Critical,150,166.7,0.42,1,KSM0014,KSM0014_refrigerator_1
KHH0014,Kalyanpur,lower_middle,6,33519,led_light,1,Critical,10,8.5,1.0,5,KSM0014,KSM0014_led_light_1
KHH0014,Kalyanpur,lower_middle,6,33519,blender_mixer,1,Schedulable,400,376.8,0.9,1,KSM0014,KSM0014_blender_mixer_1
KHH0014,Kalyanpur,lower_middle,6,33519,electric_iron,1,Schedulable,1000,857.7,0.8,1,KSM0014,KSM0014_electric_iron_1
KHH0014,Kalyanpur,lower_middle,6,33519,exhaust_fan,1,Curtailable,35,37.8,0.9,1,KSM0014,KSM0014_exhaust_fan_1
KHH0015,Kalyanpur,lower_middle,4,30766,ceiling_fan,1,Curtailable,75,68.5,0.85,3,KSM0015,KSM0015_ceiling_fan_1
KHH0015,Kalyanpur,lower_middle,4,30766,table_fan,1,Curtailable,45,47.6,0.8,2,KSM0015,KSM0015_table_fan_1
KHH0015,Kalyanpur,lower_middle,4,30766,refrigerator,1,Critical,150,158.1,0.42,1,KSM0015,KSM0015_refrigerator_1
KHH0015,Kalyanpur,lower_middle,4,30766,led_light,1,Critical,10,12.3,1.0,3,KSM0015,KSM0015_led_light_1
KHH0015,Kalyanpur,lower_middle,4,30766,tube_light,1,Critical,36,31.8,1.0,2,KSM0015,KSM0015_tube_light_1
KHH0015,Kalyanpur,lower_middle,4,30766,tv_led,1,Curtailable,60,23.2,1.0,1,KSM0015,KSM0015_tv_led_1
KHH0015,Kalyanpur,lower_middle,4,30766,electric_kettle,1,Schedulable,1800,2028.0,0.9,1,KSM0015,KSM0015_electric_kettle_1
KHH0015,Kalyanpur,lower_middle,4,30766,electric_iron,1,Schedulable,1000,931.6,0.8,1,KSM0015,KSM0015_electric_iron_1
KHH0015,Kalyanpur,lower_middle,4,30766,router_charger_standby,1,Critical,18,18.3,1.0,1,KSM0015,KSM0015_router_charger_standby_1
KHH0016,Kalyanpur,lower_middle,4,20449,ceiling_fan,1,Curtailable,75,76.2,0.85,2,KSM0016,KSM0016_ceiling_fan_1
KHH0016,Kalyanpur,lower_middle,4,20449,table_fan,1,Curtailable,45,51.2,0.8,1,KSM0016,KSM0016_table_fan_1
KHH0016,Kalyanpur,lower_middle,4,20449,refrigerator,1,Critical,150,142.7,0.42,1,KSM0016,KSM0016_refrigerator_1
KHH0016,Kalyanpur,lower_middle,4,20449,led_light,1,Critical,10,9.8,1.0,5,KSM0016,KSM0016_led_light_1
KHH0016,Kalyanpur,lower_middle,4,20449,tube_light,1,Critical,36,36.3,1.0,3,KSM0016,KSM0016_tube_light_1
KHH0016,Kalyanpur,lower_middle,4,20449,tv_led,1,Curtailable,60,60.4,1.0,1,KSM0016,KSM0016_tv_led_1
KHH0016,Kalyanpur,lower_middle,4,20449,rice_cooker,1,Schedulable,650,631.8,0.6,1,KSM0016,KSM0016_rice_cooker_1
KHH0016,Kalyanpur,lower_middle,4,20449,electric_iron,1,Schedulable,1000,1025.1,0.8,1,KSM0016,KSM0016_electric_iron_1
KHH0016,Kalyanpur,lower_middle,4,20449,computer_laptop,1,Curtailable,80,23.2,1.0,1,KSM0016,KSM0016_computer_laptop_1
KHH0016,Kalyanpur,lower_middle,4,20449,router_charger_standby,1,Critical,18,17.0,1.0,1,KSM0016,KSM0016_router_charger_standby_1
KHH0017,Kalyanpur,lower_middle,1,20991,ceiling_fan,1,Curtailable,75,71.1,0.85,1,KSM0017,KSM0017_ceiling_fan_1
KHH0017,Kalyanpur,lower_middle,1,20991,table_fan,1,Curtailable,45,36.3,0.8,1,KSM0017,KSM0017_table_fan_1
KHH0017,Kalyanpur,lower_middle,1,20991,refrigerator,1,Critical,150,96.7,0.42,1,KSM0017,KSM0017_refrigerator_1
KHH0017,Kalyanpur,lower_middle,1,20991,led_light,1,Critical,10,8.6,1.0,5,KSM0017,KSM0017_led_light_1
KHH0017,Kalyanpur,lower_middle,1,20991,tube_light,1,Critical,36,30.7,1.0,1,KSM0017,KSM0017_tube_light_1
KHH0017,Kalyanpur,lower_middle,1,20991,tv_led,1,Curtailable,60,48.7,1.0,1,KSM0017,KSM0017_tv_led_1
KHH0017,Kalyanpur,lower_middle,1,20991,rice_cooker,1,Schedulable,650,735.5,0.6,1,KSM0017,KSM0017_rice_cooker_1
KHH0017,Kalyanpur,lower_middle,1,20991,electric_iron,1,Schedulable,1000,906.7,0.8,1,KSM0017,KSM0017_electric_iron_1
KHH0018,Kalyanpur,lower_middle,4,19798,ceiling_fan,1,Curtailable,75,71.9,0.85,2,KSM0018,KSM0018_ceiling_fan_1
KHH0018,Kalyanpur,lower_middle,4,19798,table_fan,1,Curtailable,45,29.8,0.8,1,KSM0018,KSM0018_table_fan_1
KHH0018,Kalyanpur,lower_middle,4,19798,refrigerator,1,Critical,150,137.0,0.42,1,KSM0018,KSM0018_refrigerator_1
KHH0018,Kalyanpur,lower_middle,4,19798,led_light,1,Critical,10,9.2,1.0,5,KSM0018,KSM0018_led_light_1
KHH0018,Kalyanpur,lower_middle,4,19798,tube_light,1,Critical,36,40.4,1.0,2,KSM0018,KSM0018_tube_light_1
KHH0018,Kalyanpur,lower_middle,4,19798,tv_led,1,Curtailable,60,57.4,1.0,1,KSM0018,KSM0018_tv_led_1
KHH0018,Kalyanpur,lower_middle,4,19798,rice_cooker,1,Schedulable,650,764.5,0.6,1,KSM0018,KSM0018_rice_cooker_1
KHH0018,Kalyanpur,lower_middle,4,19798,electric_iron,1,Schedulable,1000,859.2,0.8,1,KSM0018,KSM0018_electric_iron_1
KHH0018,Kalyanpur,lower_middle,4,19798,water_pump_0_5hp,1,Schedulable,373,402.1,0.95,1,KSM0018,KSM0018_water_pump_0_5hp_1
KHH0018,Kalyanpur,lower_middle,4,19798,ips_backup,1,Schedulable,300,249.1,0.6,1,KSM0018,KSM0018_ips_backup_1
KHH0018,Kalyanpur,lower_middle,4,19798,computer_laptop,1,Curtailable,80,56.4,1.0,1,KSM0018,KSM0018_computer_laptop_1
KHH0018,Kalyanpur,lower_middle,4,19798,router_charger_standby,1,Critical,18,19.1,1.0,1,KSM0018,KSM0018_router_charger_standby_1
KHH0019,Kalyanpur,lower_middle,5,15973,ceiling_fan,1,Curtailable,75,91.9,0.85,2,KSM0019,KSM0019_ceiling_fan_1
KHH0019,Kalyanpur,lower_middle,5,15973,led_light,1,Critical,10,15.3,1.0,3,KSM0019,KSM0019_led_light_1
KHH0019,Kalyanpur,lower_middle,5,15973,tube_light,1,Critical,36,39.4,1.0,2,KSM0019,KSM0019_tube_light_1
KHH0019,Kalyanpur,lower_middle,5,15973,tv_led,1,Curtailable,60,55.4,1.0,1,KSM0019,KSM0019_tv_led_1
KHH0019,Kalyanpur,lower_middle,5,15973,rice_cooker,1,Schedulable,650,727.9,0.6,1,KSM0019,KSM0019_rice_cooker_1
KHH0019,Kalyanpur,lower_middle,5,15973,computer_laptop,1,Curtailable,80,116.0,1.0,1,KSM0019,KSM0019_computer_laptop_1
KHH0020,Kalyanpur,lower_middle,7,26771,ceiling_fan,1,Curtailable,75,96.9,0.85,3,KSM0020,KSM0020_ceiling_fan_1
KHH0020,Kalyanpur,lower_middle,7,26771,table_fan,1,Curtailable,45,52.8,0.8,1,KSM0020,KSM0020_table_fan_1
KHH0020,Kalyanpur,lower_middle,7,26771,refrigerator,1,Critical,150,130.3,0.42,1,KSM0020,KSM0020_refrigerator_1
KHH0020,Kalyanpur,lower_middle,7,26771,led_light,1,Critical,10,9.9,1.0,4,KSM0020,KSM0020_led_light_1
KHH0020,Kalyanpur,lower_middle,7,26771,tube_light,1,Critical,36,27.0,1.0,1,KSM0020,KSM0020_tube_light_1
KHH0020,Kalyanpur,lower_middle,7,26771,tv_led,1,Curtailable,60,75.4,1.0,1,KSM0020,KSM0020_tv_led_1
KHH0020,Kalyanpur,lower_middle,7,26771,electric_kettle,1,Schedulable,1800,1717.9,0.9,1,KSM0020,KSM0020_electric_kettle_1
KHH0021,Kalyanpur,lower_middle,5,30724,ceiling_fan,1,Curtailable,75,79.7,0.85,2,KSM0021,KSM0021_ceiling_fan_1
KHH0021,Kalyanpur,lower_middle,5,30724,table_fan,1,Curtailable,45,68.9,0.8,1,KSM0021,KSM0021_table_fan_1
KHH0021,Kalyanpur,lower_middle,5,30724,refrigerator,1,Critical,150,157.1,0.42,1,KSM0021,KSM0021_refrigerator_1
KHH0021,Kalyanpur,lower_middle,5,30724,led_light,1,Critical,10,12.4,1.0,4,KSM0021,KSM0021_led_light_1
KHH0021,Kalyanpur,lower_middle,5,30724,tube_light,1,Critical,36,40.5,1.0,2,KSM0021,KSM0021_tube_light_1
KHH0021,Kalyanpur,lower_middle,5,30724,tv_led,1,Curtailable,60,52.8,1.0,1,KSM0021,KSM0021_tv_led_1
KHH0021,Kalyanpur,lower_middle,5,30724,rice_cooker,1,Schedulable,650,660.5,0.6,1,KSM0021,KSM0021_rice_cooker_1
KHH0021,Kalyanpur,lower_middle,5,30724,electric_iron,1,Schedulable,1000,1031.6,0.8,1,KSM0021,KSM0021_electric_iron_1
KHH0021,Kalyanpur,lower_middle,5,30724,router_charger_standby,1,Critical,18,12.6,1.0,1,KSM0021,KSM0021_router_charger_standby_1
KHH0022,Kalyanpur,lower_middle,1,22567,ceiling_fan,1,Curtailable,75,73.0,0.85,3,KSM0022,KSM0022_ceiling_fan_1
KHH0022,Kalyanpur,lower_middle,1,22567,table_fan,1,Curtailable,45,34.5,0.8,2,KSM0022,KSM0022_table_fan_1
KHH0022,Kalyanpur,lower_middle,1,22567,refrigerator,1,Critical,150,184.6,0.42,1,KSM0022,KSM0022_refrigerator_1
KHH0022,Kalyanpur,lower_middle,1,22567,led_light,1,Critical,10,12.1,1.0,5,KSM0022,KSM0022_led_light_1
KHH0022,Kalyanpur,lower_middle,1,22567,tv_led,1,Curtailable,60,82.1,1.0,1,KSM0022,KSM0022_tv_led_1
KHH0022,Kalyanpur,lower_middle,1,22567,rice_cooker,1,Schedulable,650,608.9,0.6,1,KSM0022,KSM0022_rice_cooker_1
KHH0022,Kalyanpur,lower_middle,1,22567,exhaust_fan,1,Curtailable,35,35.6,0.9,1,KSM0022,KSM0022_exhaust_fan_1
KHH0023,Kalyanpur,lower_middle,4,25244,ceiling_fan,1,Curtailable,75,68.2,0.85,2,KSM0023,KSM0023_ceiling_fan_1
KHH0023,Kalyanpur,lower_middle,4,25244,table_fan,1,Curtailable,45,54.0,0.8,1,KSM0023,KSM0023_table_fan_1
KHH0023,Kalyanpur,lower_middle,4,25244,led_light,1,Critical,10,7.7,1.0,5,KSM0023,KSM0023_led_light_1
KHH0023,Kalyanpur,lower_middle,4,25244,tube_light,1,Critical,36,41.2,1.0,2,KSM0023,KSM0023_tube_light_1
KHH0023,Kalyanpur,lower_middle,4,25244,tv_led,1,Curtailable,60,60.0,1.0,1,KSM0023,KSM0023_tv_led_1
KHH0023,Kalyanpur,lower_middle,4,25244,rice_cooker,1,Schedulable,650,661.6,0.6,1,KSM0023,KSM0023_rice_cooker_1
KHH0023,Kalyanpur,lower_middle,4,25244,electric_kettle,1,Schedulable,1800,1683.4,0.9,1,KSM0023,KSM0023_electric_kettle_1
KHH0023,Kalyanpur,lower_middle,4,25244,electric_iron,1,Schedulable,1000,935.9,0.8,1,KSM0023,KSM0023_electric_iron_1
KHH0024,Kalyanpur,lower_middle,2,24833,ceiling_fan,1,Curtailable,75,62.3,0.85,1,KSM0024,KSM0024_ceiling_fan_1
KHH0024,Kalyanpur,lower_middle,2,24833,table_fan,1,Curtailable,45,42.6,0.8,2,KSM0024,KSM0024_table_fan_1
KHH0024,Kalyanpur,lower_middle,2,24833,refrigerator,1,Critical,150,98.3,0.42,1,KSM0024,KSM0024_refrigerator_1
KHH0024,Kalyanpur,lower_middle,2,24833,led_light,1,Critical,10,10.3,1.0,6,KSM0024,KSM0024_led_light_1
KHH0024,Kalyanpur,lower_middle,2,24833,tube_light,1,Critical,36,31.5,1.0,2,KSM0024,KSM0024_tube_light_1
KHH0024,Kalyanpur,lower_middle,2,24833,rice_cooker,1,Schedulable,650,631.1,0.6,1,KSM0024,KSM0024_rice_cooker_1
KHH0024,Kalyanpur,lower_middle,2,24833,electric_iron,1,Schedulable,1000,958.0,0.8,1,KSM0024,KSM0024_electric_iron_1
KHH0025,Kalyanpur,lower_middle,3,30149,ceiling_fan,1,Curtailable,75,65.0,0.85,2,KSM0025,KSM0025_ceiling_fan_1
KHH0025,Kalyanpur,lower_middle,3,30149,refrigerator,1,Critical,150,124.7,0.42,1,KSM0025,KSM0025_refrigerator_1
KHH0025,Kalyanpur,lower_middle,3,30149,led_light,1,Critical,10,11.8,1.0,4,KSM0025,KSM0025_led_light_1
KHH0025,Kalyanpur,lower_middle,3,30149,tube_light,1,Critical,36,34.7,1.0,3,KSM0025,KSM0025_tube_light_1
KHH0025,Kalyanpur,lower_middle,3,30149,rice_cooker,1,Schedulable,650,693.8,0.6,1,KSM0025,KSM0025_rice_cooker_1
KHH0025,Kalyanpur,lower_middle,3,30149,blender_mixer,1,Schedulable,400,478.4,0.9,1,KSM0025,KSM0025_blender_mixer_1
KHH0025,Kalyanpur,lower_middle,3,30149,electric_iron,1,Schedulable,1000,928.8,0.8,1,KSM0025,KSM0025_electric_iron_1
KHH0026,Kalyanpur,lower_middle,5,30721,ceiling_fan,1,Curtailable,75,66.5,0.85,1,KSM0026,KSM0026_ceiling_fan_1
KHH0026,Kalyanpur,lower_middle,5,30721,table_fan,1,Curtailable,45,53.1,0.8,1,KSM0026,KSM0026_table_fan_1
KHH0026,Kalyanpur,lower_middle,5,30721,refrigerator,1,Critical,150,108.2,0.42,1,KSM0026,KSM0026_refrigerator_1
KHH0026,Kalyanpur,lower_middle,5,30721,led_light,1,Critical,10,9.7,1.0,4,KSM0026,KSM0026_led_light_1
KHH0026,Kalyanpur,lower_middle,5,30721,tube_light,1,Critical,36,35.7,1.0,2,KSM0026,KSM0026_tube_light_1
KHH0026,Kalyanpur,lower_middle,5,30721,rice_cooker,1,Schedulable,650,804.4,0.6,1,KSM0026,KSM0026_rice_cooker_1
KHH0026,Kalyanpur,lower_middle,5,30721,electric_iron,1,Schedulable,1000,979.7,0.8,1,KSM0026,KSM0026_electric_iron_1
KHH0027,Kalyanpur,lower_middle,3,16350,ceiling_fan,1,Curtailable,75,66.2,0.85,2,KSM0027,KSM0027_ceiling_fan_1
KHH0027,Kalyanpur,lower_middle,3,16350,table_fan,1,Curtailable,45,47.1,0.8,1,KSM0027,KSM0027_table_fan_1
