timestamp,household_id,substation,tier,tou_period,tou_multiplier,tou_rate_bdt_kwh,predicted_load_w,optimised_load_w,power_deviation_w,power_deviation_ratio,price_multiplier_norm,appliance_alpha,molp_alpha,action_taken,is_stress_day,energy_shifted_kwh,energy_curtailed_kwh,substation_pred_peak_mw
2024-02-18,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,229.1,147.8,81.2,0.3546,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.107,72.72
2024-02-19,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,288.0,160.6,127.3,0.4422,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.193,71.39
2024-02-20,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,239.1,153.5,85.7,0.3582,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.133,73.69
2024-02-21,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,239.0,168.1,70.8,0.2965,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.227,0.198,78.26
2024-02-22,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,215.7,154.6,61.1,0.2834,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.227,0.14,78.05
2024-02-23,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,206.9,146.0,60.8,0.2941,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.264,0.101,77.51
2024-02-24,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,222.3,164.0,58.3,0.2623,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.154,0.196,75.46
2024-02-25,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,209.2,139.2,70.0,0.3346,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.039,78.79
2024-02-26,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,259.7,150.7,108.9,0.4196,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.534,0.12,77.0
2024-02-27,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,182.5,150.0,32.5,0.1782,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.073,0.122,72.69
2024-02-28,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,265.6,150.3,115.4,0.4343,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.121,73.46
2024-02-29,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,204.5,163.3,41.2,0.2014,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.073,0.174,74.15
2024-03-01,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,260.9,158.0,102.9,0.3945,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.461,0.157,74.93
2024-03-02,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,181.0,151.2,29.8,0.1645,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.037,0.142,75.79
2024-03-03,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,228.7,163.6,65.1,0.2848,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.19,0.201,84.79
2024-03-04,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,264.1,168.9,95.2,0.3604,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.344,0.227,85.9
2024-03-05,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,214.4,157.5,56.9,0.2655,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.19,0.151,77.85
2024-03-06,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,217.6,150.9,66.7,0.3065,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.264,0.137,81.23
2024-03-07,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,239.3,155.9,83.4,0.3486,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.344,0.157,80.31
2024-03-08,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,276.6,159.2,117.4,0.4245,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.534,0.17,79.75
2024-03-09,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,303.7,156.3,147.4,0.4853,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.724,0.16,85.01
2024-03-10,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,169.0,150.1,18.8,0.1115,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.113,103.25
2024-03-11,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,228.1,153.5,74.6,0.3272,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.307,0.141,101.66
2024-03-12,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,317.3,171.9,145.3,0.4581,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.644,0.228,103.19
2024-03-13,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,387.1,174.9,212.2,0.5481,0.5,0.7,0.8,CURTAIL+SHIFT,0,1.032,0.241,94.84
2024-03-14,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,338.9,169.2,169.7,0.5007,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.798,0.22,94.11
2024-03-15,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,324.0,180.0,144.0,0.4445,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.607,0.257,91.14
2024-03-16,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,292.6,183.1,109.6,0.3744,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.277,96.31
2024-03-17,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,381.8,183.0,198.8,0.5206,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.915,0.278,98.51
2024-03-18,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,349.9,179.6,170.3,0.4867,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.761,0.261,97.56
2024-03-19,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,389.2,175.6,213.6,0.5488,0.5,0.7,0.8,CURTAIL+SHIFT,0,1.025,0.257,98.4
2024-03-20,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,283.6,158.9,124.6,0.4395,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.177,95.91
2024-03-21,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,292.4,163.0,129.4,0.4426,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.206,85.28
2024-03-22,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,338.2,153.9,184.3,0.5449,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.951,0.155,78.66
2024-03-23,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,309.8,174.3,135.5,0.4373,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.242,81.94
2024-03-24,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,375.5,184.9,190.5,0.5075,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.834,0.309,91.63
2024-03-25,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,294.9,173.0,121.9,0.4133,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.49,0.241,91.05
2024-03-26,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,321.1,170.6,150.5,0.4686,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.688,0.215,95.45
2024-03-27,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,310.6,167.6,143.0,0.4604,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.644,0.214,93.04
2024-03-28,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,312.2,158.5,153.6,0.4921,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.761,0.161,92.6
2024-03-29,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,280.6,179.1,101.5,0.3618,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.344,0.265,89.76
2024-03-30,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,310.2,179.3,130.9,0.422,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.534,0.251,96.34
2024-03-31,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,345.6,178.0,167.6,0.485,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.761,0.245,100.74
2024-04-01,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,319.6,183.8,135.8,0.4249,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.534,0.281,101.97
2024-04-02,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,343.7,194.9,148.9,0.4331,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.323,106.08
2024-04-03,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,440.2,198.9,241.3,0.5481,0.5,0.7,0.8,CURTAIL+SHIFT,0,1.105,0.343,106.95
2024-04-04,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,356.3,192.4,164.0,0.4601,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.681,0.303,109.13
2024-04-05,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,382.1,194.9,187.2,0.49,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.798,0.326,106.81
2024-04-06,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,363.3,193.1,170.2,0.4686,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.724,0.297,105.05
2024-04-07,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,343.1,194.2,148.9,0.4341,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.323,109.13
2024-04-08,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,416.2,183.4,232.8,0.5593,0.5,0.7,0.8,CURTAIL+SHIFT,0,1.105,0.292,106.47
2024-04-09,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,338.4,189.0,149.3,0.4414,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.607,0.289,100.31
2024-04-10,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,179.1,150.9,28.2,0.1575,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.104,0.065,95.05
2024-04-11,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,173.0,147.0,26.0,0.1502,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.104,0.052,88.36
2024-04-12,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,178.9,151.1,27.8,0.1553,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.095,0.072,83.07
2024-04-13,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,316.4,182.8,133.5,0.4221,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.534,0.267,84.06
2024-04-14,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,308.4,192.1,116.3,0.3772,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.318,86.2
2024-04-15,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,282.8,185.0,97.7,0.3456,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.344,0.243,87.56
2024-04-16,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,285.0,190.8,94.1,0.3303,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.264,0.301,97.67
2024-04-17,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,287.5,183.0,104.5,0.3636,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.247,100.21
2024-04-18,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,272.5,175.8,96.8,0.3551,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.2,103.73
2024-04-19,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,285.8,198.9,86.9,0.3042,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.19,0.331,108.79
2024-04-20,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,271.3,190.4,80.9,0.2982,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.227,0.258,113.96
2024-04-21,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,244.9,191.1,53.8,0.2198,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.037,0.286,119.31
2024-04-22,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,328.2,195.4,132.8,0.4046,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.497,0.299,119.11
2024-04-23,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,274.0,190.0,83.9,0.3064,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.227,0.277,117.55
2024-04-24,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,232.9,188.5,44.3,0.1904,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.266,117.51
2024-04-25,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,310.1,195.9,114.2,0.3682,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.381,0.304,117.4
2024-04-26,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,286.0,194.0,92.0,0.3217,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.264,0.289,116.64
2024-04-27,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,326.1,197.7,128.4,0.3936,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.454,0.316,121.79
2024-04-28,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,361.4,202.3,159.1,0.4403,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.607,0.347,124.45
2024-04-29,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,351.3,204.9,146.4,0.4168,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.534,0.344,123.98
2024-04-30,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,324.0,190.8,133.2,0.411,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.534,0.265,126.25
2024-05-01,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,311.6,196.5,115.1,0.3693,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.31,123.88
2024-05-02,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,294.8,183.6,111.1,0.377,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.286,123.41
2024-05-03,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,250.0,192.4,57.6,0.2304,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.037,0.309,119.65
2024-05-04,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,290.6,187.0,103.6,0.3566,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.344,0.278,123.26
2024-05-05,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,283.2,177.9,105.3,0.3719,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.252,126.74
2024-05-06,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,262.9,164.1,98.8,0.3758,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.212,122.64
2024-05-07,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,249.9,175.9,74.0,0.296,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.19,0.254,109.37
2024-05-08,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,220.0,168.2,51.8,0.2354,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.073,0.237,109.26
2024-05-09,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,240.7,173.0,67.7,0.2813,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.154,0.253,106.92
2024-05-10,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,269.6,182.0,87.7,0.3251,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.227,0.299,111.9
2024-05-11,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,246.7,174.6,72.1,0.2924,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.19,0.243,110.21
2024-05-12,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,311.2,180.7,130.4,0.4192,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.497,0.285,110.23
2024-05-13,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,242.2,182.7,59.4,0.2454,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.073,0.283,110.33
2024-05-14,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,278.4,186.6,91.8,0.3299,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.264,0.287,113.69
2024-05-15,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,352.5,199.3,153.2,0.4346,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.571,0.348,117.06
2024-05-16,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,307.8,194.0,113.8,0.3698,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.303,119.77
2024-05-17,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,252.0,192.1,59.9,0.2379,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.073,0.286,124.57
2024-05-18,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,321.6,200.3,121.3,0.3772,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.347,129.22
2024-05-19,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,259.5,181.9,77.7,0.2992,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.19,0.276,129.54
2024-05-20,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,231.1,179.6,51.5,0.2229,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.037,0.272,124.01
2024-05-21,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,325.8,188.7,137.1,0.4208,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.497,0.325,118.35
2024-05-22,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,344.4,180.6,163.9,0.4757,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.724,0.259,120.99
2024-05-23,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,306.1,184.1,122.0,0.3986,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.461,0.271,122.02
2024-05-24,KHH0001,Kalyanpur,lower_middle,peak,1.35,8.775,300.8,189.0,111.8,0.3718,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.381,0.291,122.49
