timestamp,household_id,substation,tier,tou_period,tou_multiplier,tou_rate_bdt_kwh,predicted_load_w,optimised_load_w,power_deviation_w,power_deviation_ratio,price_multiplier_norm,appliance_alpha,molp_alpha,action_taken,is_stress_day,energy_shifted_kwh,energy_curtailed_kwh,substation_pred_peak_mw
2024-02-13,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,224.6,150.0,74.5,0.3319,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.124,104.08
2024-02-14,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,237.3,144.7,92.6,0.3903,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.071,101.94
2024-02-15,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,255.4,154.0,101.5,0.3972,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.124,91.48
2024-02-16,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,181.6,158.0,23.6,0.1299,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.142,101.93
2024-02-17,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,242.2,146.6,95.6,0.3947,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.088,107.6
2024-02-18,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,235.4,142.7,92.6,0.3936,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.071,107.64
2024-02-19,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,230.4,140.7,89.7,0.3892,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.053,109.83
2024-02-20,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,211.2,145.5,65.7,0.3111,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.071,103.94
2024-02-21,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,290.3,174.1,116.2,0.4003,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.212,97.85
2024-02-22,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,243.2,147.6,95.6,0.393,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.088,89.91
2024-02-23,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,135.4,132.5,2.9,0.0218,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.018,101.45
2024-02-24,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,221.5,149.9,71.6,0.3232,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.106,109.67
2024-02-25,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,214.6,146.0,68.6,0.3197,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.088,108.05
2024-02-26,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,220.3,148.7,71.6,0.3249,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.106,102.08
2024-02-27,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,223.1,136.3,86.7,0.3888,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.035,102.42
2024-02-28,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,272.5,162.2,110.3,0.4049,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.177,103.69
2024-02-29,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,287.3,171.1,116.2,0.4045,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.212,96.68
2024-03-01,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,200.3,152.8,47.6,0.2375,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.124,109.24
2024-03-02,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,266.0,143.5,122.5,0.4606,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.088,119.04
2024-03-03,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,233.6,156.2,77.5,0.3316,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.142,120.65
2024-03-04,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,216.6,160.2,56.4,0.2605,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.177,118.09
2024-03-05,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,217.7,161.3,56.4,0.2592,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.177,113.05
2024-03-06,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,230.5,153.1,77.5,0.3361,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.142,110.28
2024-03-07,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,179.7,140.9,38.7,0.2156,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.071,100.48
2024-03-08,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,232.7,155.2,77.5,0.333,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.142,111.23
2024-03-09,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,193.0,148.3,44.6,0.2313,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.106,128.59
2024-03-10,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,243.8,160.4,83.4,0.342,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.177,129.04
2024-03-11,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,247.3,163.9,83.4,0.3371,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.177,129.71
2024-03-12,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,336.6,181.7,155.0,0.4603,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.283,126.23
2024-03-13,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,318.0,187.0,131.0,0.4119,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.301,120.99
2024-03-14,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,385.2,179.3,205.9,0.5346,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.265,105.8
2024-03-15,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,331.0,194.2,136.8,0.4134,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.336,118.98
2024-03-16,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,328.2,191.3,136.8,0.417,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.336,129.74
2024-03-17,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,301.6,191.6,109.9,0.3645,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.336,128.09
2024-03-18,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,369.8,185.0,184.8,0.4998,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.808,0.301,131.17
2024-03-19,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,369.5,172.5,197.0,0.5333,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.212,123.17
2024-03-20,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,234.8,142.2,92.6,0.3945,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.071,114.03
2024-03-21,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,313.4,155.1,158.3,0.5051,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.808,0.142,99.72
2024-03-22,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,265.8,143.2,122.5,0.461,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.088,108.68
2024-03-23,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,325.4,161.2,164.2,0.5046,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.808,0.177,119.02
2024-03-24,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,363.9,182.0,181.9,0.4999,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.808,0.283,118.52
2024-03-25,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,409.8,192.1,217.7,0.5312,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.336,122.29
2024-03-26,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,384.4,178.5,205.9,0.5356,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.265,115.82
2024-03-27,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,392.9,184.1,208.8,0.5315,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.283,114.45
2024-03-28,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,349.0,160.8,188.2,0.5392,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.159,104.69
2024-03-29,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,326.4,177.4,149.1,0.4566,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.248,118.3
2024-03-30,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,404.3,189.6,214.7,0.5311,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.97,0.318,129.3
2024-03-31,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,350.7,189.8,160.8,0.4587,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.318,130.34
2024-04-01,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,361.1,212.5,148.6,0.4116,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.407,137.08
2024-04-02,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,374.8,205.1,169.7,0.4528,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.371,138.4
2024-04-03,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,393.2,199.5,193.7,0.4926,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.808,0.354,134.99
2024-04-04,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,333.6,211.9,121.7,0.3648,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.407,123.54
2024-04-05,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,462.3,208.8,253.5,0.5483,0.5,0.7,0.8,CURTAIL+SHIFT,0,1.132,0.389,133.41
2024-04-06,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,430.9,207.3,223.6,0.5189,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.97,0.371,146.79
2024-04-07,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,373.8,204.1,169.7,0.454,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.371,139.0
2024-04-08,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,324.0,190.1,133.9,0.4133,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.318,136.42
2024-04-09,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,326.3,192.4,133.9,0.4104,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.318,132.27
2024-04-10,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,174.6,153.8,20.7,0.1188,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.04,0.084,119.37
2024-04-11,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,173.3,153.3,20.0,0.1154,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.04,0.08,100.48
2024-04-12,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,169.0,153.5,15.5,0.0916,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.0,0.093,106.23
2024-04-13,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,291.9,203.0,88.9,0.3044,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.371,122.39
2024-04-14,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,265.9,188.9,77.1,0.2898,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.301,117.09
2024-04-15,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,333.5,211.8,121.7,0.3649,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.407,126.26
2024-04-16,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,309.3,199.3,109.9,0.3554,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.336,129.13
2024-04-17,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,333.4,211.7,121.7,0.365,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.407,128.69
2024-04-18,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,360.9,212.3,148.6,0.4119,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.407,122.61
2024-04-19,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,378.7,209.0,169.7,0.448,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.371,136.39
2024-04-20,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,365.4,216.8,148.6,0.4068,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.407,151.02
2024-04-21,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,389.7,214.1,175.6,0.4506,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.647,0.407,152.09
2024-04-22,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,316.4,203.5,112.9,0.3567,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.354,149.67
2024-04-23,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,394.4,215.9,178.5,0.4527,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.647,0.425,144.39
2024-04-24,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,298.2,209.3,88.9,0.298,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.371,139.31
2024-04-25,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,293.5,207.6,85.9,0.2927,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.354,128.32
2024-04-26,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,330.7,212.0,118.7,0.359,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.389,142.48
2024-04-27,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,362.8,201.9,160.8,0.4434,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.647,0.318,153.18
2024-04-28,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,349.4,206.7,142.7,0.4085,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.371,152.51
2024-04-29,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,333.0,214.3,118.7,0.3566,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.389,153.77
2024-04-30,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,364.5,215.9,148.6,0.4078,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.407,144.52
2024-05-01,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,310.2,215.5,94.8,0.3054,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.407,128.71
2024-05-02,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,353.1,204.4,148.6,0.421,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.407,116.89
2024-05-03,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,332.4,210.7,121.7,0.3661,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.407,139.67
2024-05-04,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,297.6,205.8,91.8,0.3085,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.162,0.389,163.31
2024-05-05,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,358.3,194.5,163.8,0.4571,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.647,0.336,157.81
2024-05-06,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,202.0,151.5,50.5,0.2501,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.162,0.142,148.17
2024-05-07,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,250.2,179.0,71.2,0.2844,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.265,140.91
2024-05-08,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,225.2,162.9,62.3,0.2767,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.212,130.85
2024-05-09,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,251.7,165.4,86.3,0.3429,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.195,120.62
2024-05-10,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,295.5,188.5,107.0,0.362,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.318,133.79
2024-05-11,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,264.1,187.0,77.1,0.2918,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.162,0.301,147.13
2024-05-12,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,269.9,189.9,80.0,0.2964,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.162,0.318,146.72
2024-05-13,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,328.1,206.4,121.7,0.3709,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.407,148.77
2024-05-14,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,320.8,202.1,118.7,0.3701,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.389,147.55
2024-05-15,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,336.3,211.7,124.6,0.3706,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.425,146.23
2024-05-16,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,385.7,210.1,175.6,0.4553,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.647,0.407,138.91
2024-05-17,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,321.0,205.2,115.8,0.3607,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.371,150.22
2024-05-18,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,355.8,210.1,145.7,0.4095,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.389,159.96
2024-05-19,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,348.3,202.6,145.7,0.4182,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.389,157.08
2024-05-20,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,334.3,194.5,139.8,0.4182,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.354,152.98
2024-05-21,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,325.2,203.5,121.7,0.3743,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.407,148.25
2024-05-22,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,315.3,199.5,115.8,0.3673,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.371,139.58
2024-05-23,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,297.4,205.6,91.8,0.3087,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.162,0.389,131.33
2024-05-24,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,358.4,209.7,148.6,0.4148,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.485,0.407,143.57
2024-05-25,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,322.6,206.8,115.8,0.359,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.371,156.17
2024-05-26,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,319.3,203.5,115.8,0.3627,1.0,0.7,0.8,DR_CURTAIL+SHIFT,1,0.323,0.371,155.21
2024-05-27,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,286.2,167.1,119.2,0.4163,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.23,141.12
2024-05-28,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,346.4,200.7,145.7,0.4206,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.485,0.389,130.14
2024-05-29,DHH0001,Dhanmondi,lower_middle,peak,1.35,9.72,322.8,204.1,118.7,0.3678,0.5,0.7,0.8,CURTAIL+SHIFT,0,0.323,0.389,128.95
