timestamp,residential_lower_middle_kw,residential_middle_kw,residential_upper_middle_kw,commercial_kw,educational_kw,health_kw,industrial_kw,infrastructure_kw,total_mw
2024-01-02 00:30:00,1752.6,6493.7,4130.2,1650.5,311.4,783.5,557.7,3374.4,19.054
2024-01-02 01:00:00,1739.8,6428.5,4122.5,1662.0,307.4,885.1,574.6,3410.0,19.13
2024-01-02 01:30:00,1716.4,6161.2,3917.5,1685.8000000000002,282.4,788.2,542.0,3448.2999999999997,18.542
2024-01-02 02:00:00,1696.3,5912.2,3694.9,1640.0,283.6,829.8,552.2,2500.2,17.109
2024-01-02 02:30:00,1660.8,5664.2,3500.0,1572.9,302.0,890.8,590.7,2627.7000000000003,16.809
2024-01-02 03:00:00,1645.8,5646.4,3495.7,1652.4,303.3,838.9,588.0,2656.5,16.827
2024-01-02 03:30:00,1635.3,5613.3,3472.6,1698.1,318.0,784.9,553.4,2539.7,16.615
2024-01-02 04:00:00,1644.9,5569.6,3471.1,1620.3,311.0,850.4,533.9,4774.199999999999,18.775
2024-01-02 04:30:00,1908.1,6177.8,3764.4,1626.1000000000001,293.3,859.7,587.2,4530.8,19.747
2024-01-02 05:00:00,2172.3,6842.2,4094.4,1605.1,291.4,890.2,564.6,5331.1,21.791
2024-01-02 05:30:00,2410.2,8505.0,6739.4,1584.9,289.3,831.1,557.6,3258.9,24.176
2024-01-02 06:00:00,3058.2,13092.9,11437.6,1615.6999999999998,292.7,789.7,574.6,2571.7,33.433
2024-01-02 06:30:00,3540.4,17440.6,16175.5,1638.8000000000002,292.4,871.9,532.6,2529.6000000000004,43.022
2024-01-02 07:00:00,4176.1,20873.9,18593.5,1566.7,292.4,837.6,567.0,2638.2,49.545
2024-01-02 07:30:00,4434.7,22504.1,19325.7,1536.6000000000001,279.2,793.9,532.3,2566.0,51.972
2024-01-02 08:00:00,4033.7,20071.3,17494.2,1537.4,5579.0,1448.9,607.4,2666.4,53.438
2024-01-02 08:30:00,3437.2,16424.7,13393.0,1620.2,6423.2,1488.4,540.3,2614.5,45.942
2024-01-02 09:00:00,2497.0,10864.5,8762.3,5797.2,6254.1,1497.1,7556.5,602.8,43.832
2024-01-02 09:30:00,2485.5,9750.7,6385.7,6052.700000000001,5669.0,1597.9,8272.6,625.3,40.839
2024-01-02 10:00:00,2526.3,9640.7,6294.6,10943.8,6103.3,1568.0,8108.9,623.0,45.809
2024-01-02 10:30:00,2257.5,8498.0,5467.4,10588.7,5496.4,1522.9,7737.0,613.2,42.181
2024-01-02 11:00:00,2731.8,11142.1,7131.3,10710.3,5467.1,1507.7,8536.8,617.4,47.844
2024-01-02 11:30:00,3082.8,13659.2,8765.6,10498.0,5776.6,1527.4,7953.4,613.9,51.877
2024-01-02 12:00:00,3842.7,17549.9,11013.3,10019.5,5981.7,1528.9,8190.0,626.7,58.753
2024-01-02 12:30:00,3860.8,17556.8,11158.0,10994.4,5839.9,1647.8,8149.2,644.5,59.851
2024-01-02 13:00:00,3184.0,14144.1,9294.1,10745.0,6321.5,1493.8,8219.4,1194.0,54.596
2024-01-02 13:30:00,2462.6,10527.1,7252.5,10829.400000000001,318.4,1691.8,7679.2,1232.9,41.994
2024-01-02 14:00:00,1654.7,6888.4,5317.7,10498.900000000001,311.7,1266.6,8297.8,660.9,34.897
2024-01-02 14:30:00,1687.8,6820.7,5560.8,11228.8,306.0,1225.1,7406.5,607.9,34.844
2024-01-02 15:00:00,1708.4,6778.8,5619.9,10600.4,328.2,1280.0,7858.9,626.3,34.801
2024-01-02 15:30:00,1728.9,6720.9,5600.8,11399.5,318.7,1225.3,8265.1,577.6999999999999,35.837
2024-01-02 16:00:00,1675.4,6613.8,5183.0,10939.9,301.2,1208.1,7715.9,664.3,34.302
2024-01-02 16:30:00,1612.9,6169.9,4690.0,10653.5,284.1,1258.7,7965.1,1126.6999999999998,33.761
2024-01-02 17:00:00,2481.5,8751.2,5517.0,10993.3,298.2,1216.8,7891.6,2677.3999999999996,39.827
2024-01-02 17:30:00,3761.4,12748.1,7630.0,10967.7,297.9,1196.3,8458.1,4998.0,50.058
2024-01-02 18:00:00,5051.3,17202.7,10188.7,10903.199999999999,301.4,1142.7,544.7,4803.8,50.138
2024-01-02 18:30:00,6164.0,22474.1,13682.5,10839.8,299.5,1225.9,577.4,4005.2000000000003,59.268
2024-01-02 19:00:00,6829.2,26376.6,16135.4,10664.8,296.8,1242.3,567.5,3944.5,66.057
2024-01-02 19:30:00,7571.7,30655.3,19591.9,9707.0,308.9,1246.2,576.6,4059.7999999999997,73.717
2024-01-02 20:00:00,7537.8,30710.0,20430.3,10943.8,283.7,1159.2,597.2,4030.1,75.692
2024-01-02 20:30:00,6646.5,26058.0,17827.7,11017.0,280.3,1103.8,594.4,4137.8,67.666
2024-01-02 21:00:00,5688.9,20790.3,14136.8,10976.5,299.2,857.1,574.4,2726.2999999999997,56.05
2024-01-02 21:30:00,4736.8,15930.5,10700.3,1600.1000000000001,294.1,870.4,550.3,2622.9,37.305
2024-01-02 22:00:00,4743.3,15964.5,10678.9,1646.8,291.1,859.9,566.6,2554.9,37.306
2024-01-02 22:30:00,4714.4,15638.1,10439.6,1729.7,297.4,837.1,560.4,2592.7999999999997,36.81
2024-01-02 23:00:00,3713.1,12503.5,8293.0,1707.3000000000002,283.2,813.2,558.4,3426.2000000000003,31.298
2024-01-02 23:30:00,2677.5,9270.7,6082.0,1573.0,304.6,858.5,543.8,3393.1,24.703
2024-01-03 00:00:00,1709.0,6517.7,4162.4,1625.8,296.6,805.6,521.0,3508.3,19.146
2024-01-03 00:30:00,1707.7,6436.8,4084.4,1610.7,296.5,845.2,548.3,3414.0,18.944
2024-01-03 01:00:00,1716.1,6334.9,4043.5,1667.3999999999999,296.8,862.6,550.2,3357.5,18.829
2024-01-03 01:30:00,1685.6,6049.4,3828.3,1639.2,303.0,826.9,529.0,3438.5,18.3
2024-01-03 02:00:00,1640.7,5815.5,3620.7,1621.2,289.0,811.6,534.5,2551.6,16.885
2024-01-03 02:30:00,1617.8,5594.1,3443.3,1693.4,289.1,814.8,574.1,2594.7,16.621
2024-01-03 03:00:00,1607.3,5530.3,3454.0,1694.6999999999998,277.4,877.8,580.0,2611.2,16.633
2024-01-03 03:30:00,1608.7,5463.3,3441.6,1632.7,305.4,905.8,545.2,2564.0,16.467
2024-01-03 04:00:00,1601.6,5442.3,3437.5,1688.3,289.5,845.0,535.6,4414.900000000001,18.255
2024-01-03 04:30:00,1859.3,6081.5,3715.0,1587.4,285.6,854.8,559.7,4595.0,19.538
2024-01-03 05:00:00,2109.5,6761.6,4034.5,1663.1000000000001,316.1,837.6,520.4,5463.9,21.707
2024-01-03 05:30:00,2369.3,8341.2,6945.2,1595.3000000000002,303.5,811.9,562.2,3318.2999999999997,24.247
2024-01-03 06:00:00,2749.6,12573.6,11510.5,1712.0,312.1,835.7,573.5,2755.8,33.023
2024-01-03 06:30:00,3402.1,16413.7,16067.4,1673.0,302.3,807.1,547.8,2736.1,41.95
2024-01-03 07:00:00,3933.2,19716.8,17917.4,1611.6,272.1,817.1,528.8,2651.7999999999997,47.449
2024-01-03 07:30:00,4389.5,21177.2,18628.4,1644.6,284.3,845.1,533.0,2648.1,50.15
2024-01-03 08:00:00,3846.6,18987.4,16869.8,1575.2,5893.4,1576.6,556.1,2725.0,52.03
2024-01-03 08:30:00,3353.1,15776.6,12970.6,1602.2,6275.1,1594.6,575.7,2701.3,44.849
2024-01-03 09:00:00,2588.7,10810.3,8338.9,6007.3,6040.5,1514.0,8051.8,605.1,43.957
2024-01-03 09:30:00,2536.8,10297.9,6352.6,5957.8,5762.0,1442.5,8540.4,640.1999999999999,41.53
2024-01-03 10:00:00,2548.9,9868.2,6749.8,10944.2,5519.1,1518.8,8754.7,642.1999999999999,46.546
2024-01-03 10:30:00,2209.7,8674.8,6100.7,10697.8,6131.5,1466.7,7890.9,629.8,43.802
2024-01-03 11:00:00,2565.9,10982.2,7240.4,10643.0,5903.2,1455.4,8368.4,601.1999999999999,47.76
2024-01-03 11:30:00,3146.5,13792.0,8527.8,10941.0,5788.1,1538.8,8436.1,608.4,52.779
2024-01-03 12:00:00,3983.5,17254.2,10922.5,10368.400000000001,6008.3,1628.1,7921.9,625.4,58.712
2024-01-03 12:30:00,4214.8,17412.0,11470.4,10793.5,6232.8,1628.2,8086.3,645.0,60.483
2024-01-03 13:00:00,3394.3,14114.2,9638.9,10387.3,5984.4,1627.2,8310.1,1289.6,54.746
2024-01-03 13:30:00,2649.8,11102.9,7802.7,11091.2,308.2,1630.3,8448.6,1332.0,44.366
2024-01-03 14:00:00,1830.8,7486.5,5723.1,10636.7,302.5,1155.0,7465.3,596.5,35.196
2024-01-03 14:30:00,1840.1,7622.6,5976.9,11530.1,310.9,1209.0,7474.9,601.4,36.566
2024-01-03 15:00:00,1813.3,7510.5,5699.2,11027.1,305.4,1241.3,7681.7,626.2,35.905
2024-01-03 15:30:00,1767.9,7537.3,5658.8,11012.0,295.2,1246.3,7873.5,615.9,36.007
2024-01-03 16:00:00,1702.8,7021.3,5425.0,11213.8,282.6,1293.9,8395.3,601.2,35.936
2024-01-03 16:30:00,1611.1,6597.5,4914.6,10283.1,307.2,1288.9,8309.5,1127.2,34.439
2024-01-03 17:00:00,2500.1,8873.8,5651.7,11276.0,308.6,1183.3,7972.3,2680.6000000000004,40.446
2024-01-03 17:30:00,3777.2,12729.6,7494.4,10409.5,277.6,1304.8,8025.2,5040.7,49.059
2024-01-03 18:00:00,5061.8,16848.9,9969.4,11010.3,311.9,1270.6,569.0,4924.6,49.966
2024-01-03 18:30:00,6168.6,22151.1,13796.0,11721.6,293.4,1257.3,551.0,3977.7,59.917
2024-01-03 19:00:00,6840.9,25836.4,16375.7,10703.599999999999,290.9,1179.1,603.6,4139.8,65.97
2024-01-03 19:30:00,7638.2,30036.3,19425.3,10742.3,296.5,1179.0,589.6,4044.4,73.952
2024-01-03 20:00:00,7656.6,30284.1,19821.8,11133.099999999999,313.0,1269.2,523.2,4060.8999999999996,75.062
2024-01-03 20:30:00,6759.1,26180.4,17058.8,10241.699999999999,300.8,1166.0,558.8,4258.3,66.524
2024-01-03 21:00:00,5779.7,21087.9,13989.7,10735.0,312.0,802.8,568.5,2712.5,55.988
2024-01-03 21:30:00,4774.7,16070.3,10728.7,1648.1,318.3,804.3,540.7,2530.7,37.416
2024-01-03 22:00:00,4728.6,15768.1,10638.3,1708.8000000000002,302.2,923.8,539.6,2601.1000000000004,37.21
2024-01-03 22:30:00,4683.5,15618.4,10129.5,1627.3,289.3,864.2,573.4,2631.0,36.417
2024-01-03 23:00:00,3700.2,12436.6,7956.0,1704.3,311.2,818.7,556.3,3379.1,30.862
2024-01-03 23:30:00,2724.1,9163.1,5945.9,1627.1999999999998,286.3,843.9,563.5,3290.2,24.444
2024-01-04 00:00:00,1730.3,6288.8,4159.9,1654.4,293.8,852.1,551.7,3410.7,18.942
2024-01-04 00:30:00,1704.7,6429.2,4170.0,1622.4,298.7,869.6,555.6,3441.7999999999997,19.092
2024-01-04 01:00:00,1685.8,6505.7,4049.1,1661.5,301.0,841.9,578.5,3307.6,18.931
2024-01-04 01:30:00,1670.6,6224.5,3830.3,1596.8,293.8,782.1,570.2,3369.2,18.338
2024-01-04 02:00:00,1650.3,5823.0,3602.2,1557.0,307.5,834.6,606.5,2549.2999999999997,16.93
2024-01-04 02:30:00,1617.5,5496.0,3440.7,1632.1,291.8,792.9,563.3,2662.2000000000003,16.496
2024-01-04 03:00:00,1615.1,5456.1,3406.3,1590.6,293.6,916.5,529.4,2678.7000000000003,16.486
2024-01-04 03:30:00,1606.3,5433.9,3387.3,1605.0,293.6,845.3,571.3,2565.8999999999996,16.309
2024-01-04 04:00:00,1600.3,5406.3,3360.3,1687.6999999999998,312.0,769.9,541.5,4449.2,18.127
2024-01-04 04:30:00,1854.5,6098.2,3674.8,1555.1999999999998,290.1,858.7,585.4,4764.2,19.681
2024-01-04 05:00:00,2098.2,6721.6,3990.4,1558.5,306.1,847.5,566.0,5302.8,21.391
2024-01-04 05:30:00,2360.3,8267.3,6772.1,1579.9,258.7,847.5,592.6,3178.0,23.856
2024-01-04 06:00:00,2781.2,13139.7,11535.1,1683.3,315.2,863.0,559.9,2558.7000000000003,33.436
2024-01-04 06:30:00,3347.6,17691.7,16027.0,1610.8,292.5,856.4,579.7,2640.2999999999997,43.046
2024-01-04 07:00:00,3911.5,21714.8,18213.4,1731.3999999999999,284.2,829.4,550.5,2646.1,49.881
2024-01-04 07:30:00,4729.3,23267.8,18641.7,1639.0,312.4,849.6,568.4,2627.3,52.636
2024-01-04 08:00:00,4269.2,20516.9,16977.2,1583.9,6134.1,1596.3,548.6,2642.6,54.269
2024-01-04 08:30:00,3730.1,16686.6,13032.2,1574.1999999999998,6118.2,1542.3,513.7,2734.2999999999997,45.932
2024-01-04 09:00:00,2711.6,10883.1,8591.0,6142.2,5842.8,1504.9,8011.9,645.0999999999999,44.333
2024-01-04 09:30:00,2580.9,9960.5,6451.9,6297.2,5815.4,1652.4,8028.3,600.6,41.387
2024-01-04 10:00:00,2667.9,9613.8,6425.5,10653.7,6295.7,1546.4,8477.3,595.4,46.276
2024-01-04 10:30:00,2170.5,8582.6,5661.8,10192.8,6052.5,1544.3,8214.1,599.5,43.018
2024-01-04 11:00:00,2692.0,11252.5,7062.1,10829.0,5843.7,1575.8,8557.1,612.1,48.424
2024-01-04 11:30:00,3167.7,14066.2,8686.5,10325.5,6190.2,1586.6,7749.4,618.1,52.39
2024-01-04 12:00:00,3974.9,18107.3,10895.5,10692.3,6003.1,1529.8,8407.6,616.0,60.226
2024-01-04 12:30:00,4032.6,18293.9,11049.1,11041.2,5868.7,1525.3,7941.6,610.8,60.363
2024-01-04 13:00:00,3294.5,14797.8,9344.1,10716.7,5953.0,1522.5,7990.7,1240.6,54.86
2024-01-04 13:30:00,2592.6,11256.5,7602.7,10909.099999999999,311.2,1539.2,8155.5,1284.6999999999998,43.651
2024-01-04 14:00:00,1823.7,7562.5,5813.9,11319.2,307.8,1223.5,8488.4,668.5,37.208
2024-01-04 14:30:00,1763.8,7608.6,5729.3,11253.7,300.6,1181.4,8266.7,627.5,36.732
2024-01-04 15:00:00,1745.7,7709.2,5864.8,10823.3,299.1,1258.8,8267.5,633.8,36.602
2024-01-04 15:30:00,1809.6,7578.4,6222.8,11301.7,293.5,1247.5,8229.3,614.3,37.297
2024-01-04 16:00:00,1828.4,7410.5,6084.1,10948.4,299.4,1224.5,7669.0,630.0,36.094
2024-01-04 16:30:00,1740.5,6605.6,5307.5,10675.3,332.6,1354.2,8093.6,1169.5,35.279
2024-01-04 17:00:00,2618.4,8998.6,5735.9,11735.4,307.7,1162.3,8245.2,2547.5,41.351
2024-01-04 17:30:00,3841.0,12353.5,7713.6,11331.5,301.3,1192.5,8248.5,4987.6,49.97
2024-01-04 18:00:00,5068.2,16894.7,10184.3,10842.9,291.8,1293.8,548.6,4992.599999999999,50.117
2024-01-04 18:30:00,6173.5,22178.3,13808.7,11397.0,287.6,1184.9,559.8,4270.6,59.86
2024-01-04 19:00:00,6894.3,26472.2,16294.0,11210.7,325.5,1183.7,605.1,4014.0,67.0
2024-01-04 19:30:00,7647.1,30061.6,19591.9,11318.300000000001,309.3,1315.6,557.8,4168.0,74.97
2024-01-04 20:00:00,7692.5,30491.9,20129.6,9606.2,310.9,1254.3,562.7,4136.5,74.185
2024-01-04 20:30:00,6711.0,25759.7,17564.7,11322.5,271.5,1247.4,524.2,4204.2,67.605
2024-01-04 21:00:00,5789.5,21203.0,14105.0,11374.9,301.5,850.4,556.4,2781.4,56.962
2024-01-04 21:30:00,4731.9,16009.7,10847.0,1655.0,306.7,805.5,572.8,2506.8,37.435
2024-01-04 22:00:00,4758.5,16016.2,10738.8,1767.5,290.8,796.4,570.3,2686.9,37.625
2024-01-04 22:30:00,4701.4,15438.1,10330.0,1574.4,316.6,817.7,573.6,2536.2000000000003,36.288
2024-01-04 23:00:00,3669.9,12339.7,8156.0,1557.0,276.6,873.9,575.8,3455.2000000000003,30.904
2024-01-04 23:30:00,2666.6,9249.0,5912.8,1596.1,308.5,884.2,559.4,3510.7999999999997,24.687
2024-01-05 00:00:00,1722.0,6468.9,4158.3,1599.8999999999999,288.6,825.0,574.5,3443.3999999999996,19.081
2024-01-05 00:30:00,1704.3,6301.0,4081.1,1697.9,305.4,830.7,516.9,3330.2000000000003,18.768
2024-01-05 01:00:00,1690.8,6140.4,4096.3,1739.4,292.0,871.4,569.1,3342.0,18.741
2024-01-05 01:30:00,1666.5,5902.7,3878.3,1579.7,304.2,829.4,580.0,3474.6,18.215
2024-01-05 02:00:00,1646.1,5707.0,3678.2,1731.6,280.9,817.4,571.1,2909.1000000000004,17.341
2024-01-05 02:30:00,1612.4,5502.9,3444.6,1600.6,287.4,834.1,553.8,2698.9,16.535
2024-01-05 03:00:00,1598.0,5480.9,3414.7,1685.9,312.4,767.0,536.2,2648.2,16.443
2024-01-05 03:30:00,1585.6,5478.7,3411.2,1714.1,289.2,849.1,533.4,2635.6,16.497
2024-01-05 04:00:00,1604.1,5436.3,3413.7,1620.6000000000001,302.4,857.2,556.5,5002.7,18.794
2024-01-05 04:30:00,1861.1,6026.9,3699.7,1600.5,304.4,831.5,548.2,4723.9,19.596
2024-01-05 05:00:00,2128.6,6683.5,3985.5,1578.0,300.7,820.5,578.4,5337.099999999999,21.412
2024-01-05 05:30:00,2366.3,8096.2,6888.4,1620.4,291.5,818.3,564.2,3313.9,23.959
2024-01-05 06:00:00,3042.2,12101.7,11568.7,1601.8999999999999,294.9,818.4,563.2,2703.7,32.695
2024-01-05 06:30:00,3579.8,16140.6,15726.6,1664.6999999999998,303.8,810.2,563.9,2583.9,41.374
2024-01-05 07:00:00,4160.1,19667.2,17776.2,1549.1,297.9,867.7,551.1,2746.4,47.616
2024-01-05 07:30:00,3924.1,20123.4,17786.0,1753.1999999999998,299.4,884.1,566.9,2748.7,48.086
2024-01-05 08:00:00,3038.8,15830.2,16027.3,1571.3,307.4,1536.3,553.0,2744.1,41.608
2024-01-05 08:30:00,2854.6,13085.3,12499.1,1592.8,306.1,1460.3,563.2,2639.5,35.001
2024-01-05 09:00:00,2486.9,10895.3,9265.4,1611.0,285.9,1445.9,519.7,634.5999999999999,27.145
2024-01-05 09:30:00,3246.4,13090.9,8315.7,1651.6,286.9,1612.9,578.9,593.9,29.377
2024-01-05 10:00:00,3409.2,13932.3,8489.0,6334.0,291.7,1596.4,554.1,621.9,35.229
2024-01-05 10:30:00,3849.3,13576.6,8052.8,5744.5,297.5,1579.2,519.0,655.3,34.274
2024-01-05 11:00:00,4672.0,16912.6,9896.5,6431.0,294.2,1594.1,561.6,659.8000000000001,41.022
2024-01-05 11:30:00,5236.1,20567.6,12004.0,6242.5,316.4,1571.3,599.1,614.1,47.151
2024-01-05 12:00:00,6014.7,25167.3,14760.9,6598.799999999999,317.8,1617.7,535.9,634.0,55.647
2024-01-05 12:30:00,5494.1,24175.0,14305.6,6082.299999999999,299.7,1625.1,543.3,2035.8999999999999,54.561
2024-01-05 13:00:00,4390.3,18559.6,11693.1,6294.9,307.0,1629.7,566.3,2004.5,45.445
2024-01-05 13:30:00,3100.7,12934.5,8721.9,6506.8,314.9,1638.5,540.1,2087.7,35.845
2024-01-05 14:00:00,2449.3,9346.4,7018.5,7214.6,315.6,1244.0,521.3,657.8000000000001,28.768
2024-01-05 14:30:00,2506.7,9684.1,7486.3,6593.8,302.7,1177.1,570.0,593.0,28.914
2024-01-05 15:00:00,2504.8,9459.4,7447.0,7027.400000000001,297.4,1340.9,537.1,647.9,29.262
2024-01-05 15:30:00,2447.0,9112.6,7314.4,6408.599999999999,308.7,1197.4,525.5,568.6,27.883
2024-01-05 16:00:00,2362.7,9052.6,6945.2,6839.7,306.1,1259.5,500.3,633.1999999999999,27.899
2024-01-05 16:30:00,2188.0,8108.6,6204.6,6379.0,299.1,1255.8,536.7,1083.3,26.055
2024-01-05 17:00:00,2958.6,10258.3,6695.4,11042.1,296.5,1347.5,540.6,2655.4,35.794
2024-01-05 17:30:00,4025.4,13208.5,8022.4,11021.9,308.4,1301.1,554.6,4977.200000000001,43.42
2024-01-05 18:00:00,5211.4,17185.5,10268.2,11030.0,294.4,1212.3,504.8,4989.099999999999,50.696
2024-01-05 18:30:00,6324.6,22280.6,13504.2,10639.699999999999,307.9,1261.3,574.1,4089.1,58.981
2024-01-05 19:00:00,6993.7,26195.2,15976.6,11136.199999999999,293.8,1223.7,546.2,4098.7,66.464
2024-01-05 19:30:00,7737.8,30074.2,19153.3,10641.099999999999,278.7,1043.1,584.7,4214.7,73.728
2024-01-05 20:00:00,7619.2,30077.3,20208.1,10535.6,300.4,1298.6,589.4,4027.0,74.656
2024-01-05 20:30:00,6665.9,25398.9,17663.3,10982.2,298.8,1194.0,532.6,4228.5,66.964
2024-01-05 21:00:00,5704.8,20652.1,14374.9,10748.7,307.1,906.8,547.8,2627.4,55.87
2024-01-05 21:30:00,4742.9,15923.6,10727.0,1602.2,294.7,802.5,580.7,2516.1,37.19
2024-01-05 22:00:00,4779.8,16075.0,10644.4,1635.2,293.3,865.1,602.8,2631.5,37.527
2024-01-05 22:30:00,4704.2,15802.7,10289.2,1620.7,300.4,861.6,546.3,2643.3,36.768
2024-01-05 23:00:00,3670.7,12714.5,8189.6,1640.1,316.6,880.9,525.1,3475.3,31.413
2024-01-05 23:30:00,2653.1,9372.2,6065.9,1710.3000000000002,291.2,860.4,596.6,3175.0,24.725
2024-01-06 00:00:00,1693.2,6544.4,4232.1,1711.0,274.8,826.9,590.1,3430.7000000000003,19.303
2024-01-06 00:30:00,1699.0,6454.4,4128.3,1622.7,292.1,850.0,577.1,3457.4,19.081
2024-01-06 01:00:00,1667.7,6343.2,4060.5,1617.9,314.7,861.4,571.9,3561.0,18.998
2024-01-06 01:30:00,1662.1,6049.7,3825.4,1580.8,321.7,899.2,596.1,3386.2000000000003,18.321
2024-01-06 02:00:00,1621.0,5720.8,3606.9,1677.3,294.8,831.0,568.2,2639.4,16.959
