household_id,substation,tier,household_size,monthly_income_bdt,appliance_name,unit_index,category,rated_power_w,actual_power_w,duty_cycle,quantity,meter_id,appliance_id
DHH0004,Dhanmondi,lower_middle,5,21653,tv_led,1,Curtailable,60,38.5,1.0,1,DSM0004,DSM0004_tv_led_1
DHH0004,Dhanmondi,lower_middle,5,21653,rice_cooker,1,Schedulable,650,665.3,0.6,1,DSM0004,DSM0004_rice_cooker_1
DHH0004,Dhanmondi,lower_middle,5,21653,router_charger_standby,1,Critical,18,10.6,1.0,1,DSM0004,DSM0004_router_charger_standby_1
DHH0005,Dhanmondi,lower_middle,5,17578,ceiling_fan,1,Curtailable,75,76.4,0.85,2,DSM0005,DSM0005_ceiling_fan_1
DHH0005,Dhanmondi,lower_middle,5,17578,refrigerator,1,Critical,150,162.2,0.42,1,DSM0005,DSM0005_refrigerator_1
DHH0005,Dhanmondi,lower_middle,5,17578,led_light,1,Critical,10,8.0,1.0,4,DSM0005,DSM0005_led_light_1
DHH0005,Dhanmondi,lower_middle,5,17578,tube_light,1,Critical,36,40.6,1.0,3,DSM0005,DSM0005_tube_light_1
DHH0005,Dhanmondi,lower_middle,5,17578,tv_led,1,Curtailable,60,88.4,1.0,1,DSM0005,DSM0005_tv_led_1
DHH0005,Dhanmondi,lower_middle,5,17578,rice_cooker,1,Schedulable,650,705.7,0.6,1,DSM0005,DSM0005_rice_cooker_1
DHH0005,Dhanmondi,lower_middle,5,17578,electric_iron,1,Schedulable,1000,1148.9,0.8,1,DSM0005,DSM0005_electric_iron_1
DHH0005,Dhanmondi,lower_middle,5,17578,router_charger_standby,1,Critical,18,14.0,1.0,1,DSM0005,DSM0005_router_charger_standby_1
DHH0006,Dhanmondi,lower_middle,1,33970,ceiling_fan,1,Curtailable,75,79.6,0.85,1,DSM0006,DSM0006_ceiling_fan_1
DHH0006,Dhanmondi,lower_middle,1,33970,table_fan,1,Curtailable,45,44.1,0.8,1,DSM0006,DSM0006_table_fan_1
DHH0006,Dhanmondi,lower_middle,1,33970,deep_freezer,1,Critical,180,175.1,0.5,1,DSM0006,DSM0006_deep_freezer_1
DHH0006,Dhanmondi,lower_middle,1,33970,led_light,1,Critical,10,9.7,1.0,1,DSM0006,DSM0006_led_light_1
DHH0006,Dhanmondi,lower_middle,1,33970,tube_light,1,Critical,36,33.6,1.0,2,DSM0006,DSM0006_tube_light_1
DHH0006,Dhanmondi,lower_middle,1,33970,electric_kettle,1,Schedulable,1800,1595.1,0.9,1,DSM0006,DSM0006_electric_kettle_1
DHH0006,Dhanmondi,lower_middle,1,33970,water_pump_0_5hp,1,Schedulable,373,387.3,0.95,1,DSM0006,DSM0006_water_pump_0_5hp_1
DHH0006,Dhanmondi,lower_middle,1,33970,router_charger_standby,1,Critical,18,15.3,1.0,1,DSM0006,DSM0006_router_charger_standby_1
DHH0007,Dhanmondi,lower_middle,3,20275,ceiling_fan,1,Curtailable,75,81.0,0.85,2,DSM0007,DSM0007_ceiling_fan_1
DHH0007,Dhanmondi,lower_middle,3,20275,table_fan,1,Curtailable,45,48.6,0.8,1,DSM0007,DSM0007_table_fan_1
DHH0007,Dhanmondi,lower_middle,3,20275,refrigerator,1,Critical,150,148.2,0.42,1,DSM0007,DSM0007_refrigerator_1
DHH0007,Dhanmondi,lower_middle,3,20275,deep_freezer,1,Critical,180,128.3,0.5,1,DSM0007,DSM0007_deep_freezer_1
DHH0007,Dhanmondi,lower_middle,3,20275,led_light,1,Critical,10,10.8,1.0,3,DSM0007,DSM0007_led_light_1
DHH0007,Dhanmondi,lower_middle,3,20275,tv_led,1,Curtailable,60,55.8,1.0,1,DSM0007,DSM0007_tv_led_1
DHH0007,Dhanmondi,lower_middle,3,20275,electric_iron,1,Schedulable,1000,853.6,0.8,1,DSM0007,DSM0007_electric_iron_1
DHH0007,Dhanmondi,lower_middle,3,20275,router_charger_standby,1,Critical,18,25.2,1.0,1,DSM0007,DSM0007_router_charger_standby_1
DHH0008,Dhanmondi,lower_middle,3,15065,ceiling_fan,1,Curtailable,75,82.9,0.85,1,DSM0008,DSM0008_ceiling_fan_1
DHH0008,Dhanmondi,lower_middle,3,15065,table_fan,1,Curtailable,45,44.8,0.8,1,DSM0008,DSM0008_table_fan_1
DHH0008,Dhanmondi,lower_middle,3,15065,led_light,1,Critical,10,9.5,1.0,6,DSM0008,DSM0008_led_light_1
DHH0008,Dhanmondi,lower_middle,3,15065,tube_light,1,Critical,36,34.3,1.0,1,DSM0008,DSM0008_tube_light_1
DHH0008,Dhanmondi,lower_middle,3,15065,tv_led,1,Curtailable,60,29.5,1.0,1,DSM0008,DSM0008_tv_led_1
DHH0008,Dhanmondi,lower_middle,3,15065,rice_cooker,1,Schedulable,650,465.3,0.6,1,DSM0008,DSM0008_rice_cooker_1
DHH0008,Dhanmondi,lower_middle,3,15065,electric_kettle,1,Schedulable,1800,2054.2,0.9,1,DSM0008,DSM0008_electric_kettle_1
DHH0008,Dhanmondi,lower_middle,3,15065,blender_mixer,1,Schedulable,400,440.4,0.9,1,DSM0008,DSM0008_blender_mixer_1
DHH0008,Dhanmondi,lower_middle,3,15065,electric_iron,1,Schedulable,1000,848.7,0.8,1,DSM0008,DSM0008_electric_iron_1
DHH0008,Dhanmondi,lower_middle,3,15065,computer_laptop,1,Curtailable,80,123.2,1.0,1,DSM0008,DSM0008_computer_laptop_1
DHH0008,Dhanmondi,lower_middle,3,15065,router_charger_standby,1,Critical,18,21.4,1.0,1,DSM0008,DSM0008_router_charger_standby_1
DHH0009,Dhanmondi,lower_middle,5,24148,ceiling_fan,1,Curtailable,75,86.9,0.85,1,DSM0009,DSM0009_ceiling_fan_1
DHH0009,Dhanmondi,lower_middle,5,24148,table_fan,1,Curtailable,45,32.4,0.8,1,DSM0009,DSM0009_table_fan_1
DHH0009,Dhanmondi,lower_middle,5,24148,refrigerator,1,Critical,150,176.6,0.42,1,DSM0009,DSM0009_refrigerator_1
DHH0009,Dhanmondi,lower_middle,5,24148,led_light,1,Critical,10,7.8,1.0,2,DSM0009,DSM0009_led_light_1
DHH0009,Dhanmondi,lower_middle,5,24148,tube_light,1,Critical,36,36.3,1.0,1,DSM0009,DSM0009_tube_light_1
DHH0009,Dhanmondi,lower_middle,5,24148,tv_led,1,Curtailable,60,14.7,1.0,1,DSM0009,DSM0009_tv_led_1
DHH0009,Dhanmondi,lower_middle,5,24148,rice_cooker,1,Schedulable,650,781.2,0.6,1,DSM0009,DSM0009_rice_cooker_1
DHH0009,Dhanmondi,lower_middle,5,24148,blender_mixer,1,Schedulable,400,435.2,0.9,1,DSM0009,DSM0009_blender_mixer_1
DHH0009,Dhanmondi,lower_middle,5,24148,electric_iron,1,Schedulable,1000,924.5,0.8,1,DSM0009,DSM0009_electric_iron_1
DHH0009,Dhanmondi,lower_middle,5,24148,water_pump_0_5hp,1,Schedulable,373,357.1,0.95,1,DSM0009,DSM0009_water_pump_0_5hp_1
DHH0010,Dhanmondi,lower_middle,4,31277,ceiling_fan,1,Curtailable,75,74.5,0.85,1,DSM0010,DSM0010_ceiling_fan_1
DHH0010,Dhanmondi,lower_middle,4,31277,table_fan,1,Curtailable,45,53.6,0.8,1,DSM0010,DSM0010_table_fan_1
DHH0010,Dhanmondi,lower_middle,4,31277,refrigerator,1,Critical,150,137.8,0.42,1,DSM0010,DSM0010_refrigerator_1
DHH0010,Dhanmondi,lower_middle,4,31277,led_light,1,Critical,10,8.3,1.0,4,DSM0010,DSM0010_led_light_1
DHH0010,Dhanmondi,lower_middle,4,31277,tube_light,1,Critical,36,35.6,1.0,2,DSM0010,DSM0010_tube_light_1
DHH0010,Dhanmondi,lower_middle,4,31277,tv_led,1,Curtailable,60,58.3,1.0,1,DSM0010,DSM0010_tv_led_1
DHH0010,Dhanmondi,lower_middle,4,31277,rice_cooker,1,Schedulable,650,713.5,0.6,1,DSM0010,DSM0010_rice_cooker_1
DHH0010,Dhanmondi,lower_middle,4,31277,blender_mixer,1,Schedulable,400,384.3,0.9,1,DSM0010,DSM0010_blender_mixer_1
DHH0010,Dhanmondi,lower_middle,4,31277,electric_iron,1,Schedulable,1000,1128.0,0.8,1,DSM0010,DSM0010_electric_iron_1
DHH0010,Dhanmondi,lower_middle,4,31277,router_charger_standby,1,Critical,18,17.6,1.0,1,DSM0010,DSM0010_router_charger_standby_1
DHH0011,Dhanmondi,lower_middle,3,24378,ceiling_fan,1,Curtailable,75,75.9,0.85,2,DSM0011,DSM0011_ceiling_fan_1
DHH0011,Dhanmondi,lower_middle,3,24378,table_fan,1,Curtailable,45,60.1,0.8,1,DSM0011,DSM0011_table_fan_1
DHH0011,Dhanmondi,lower_middle,3,24378,refrigerator,1,Critical,150,154.7,0.42,1,DSM0011,DSM0011_refrigerator_1
DHH0011,Dhanmondi,lower_middle,3,24378,led_light,1,Critical,10,9.1,1.0,3,DSM0011,DSM0011_led_light_1
DHH0011,Dhanmondi,lower_middle,3,24378,tube_light,1,Critical,36,30.4,1.0,3,DSM0011,DSM0011_tube_light_1
DHH0011,Dhanmondi,lower_middle,3,24378,rice_cooker,1,Schedulable,650,652.8,0.6,1,DSM0011,DSM0011_rice_cooker_1
DHH0011,Dhanmondi,lower_middle,3,24378,electric_iron,1,Schedulable,1000,1145.6,0.8,1,DSM0011,DSM0011_electric_iron_1
DHH0011,Dhanmondi,lower_middle,3,24378,router_charger_standby,1,Critical,18,13.3,1.0,1,DSM0011,DSM0011_router_charger_standby_1
DHH0012,Dhanmondi,lower_middle,1,24690,ceiling_fan,1,Curtailable,75,74.3,0.85,1,DSM0012,DSM0012_ceiling_fan_1
DHH0012,Dhanmondi,lower_middle,1,24690,table_fan,1,Curtailable,45,58.2,0.8,1,DSM0012,DSM0012_table_fan_1
DHH0012,Dhanmondi,lower_middle,1,24690,refrigerator,1,Critical,150,145.1,0.42,1,DSM0012,DSM0012_refrigerator_1
DHH0012,Dhanmondi,lower_middle,1,24690,led_light,1,Critical,10,8.3,1.0,5,DSM0012,DSM0012_led_light_1
DHH0012,Dhanmondi,lower_middle,1,24690,tube_light,1,Critical,36,37.9,1.0,3,DSM0012,DSM0012_tube_light_1
DHH0012,Dhanmondi,lower_middle,1,24690,tv_led,1,Curtailable,60,67.0,1.0,1,DSM0012,DSM0012_tv_led_1
DHH0012,Dhanmondi,lower_middle,1,24690,electric_iron,1,Schedulable,1000,767.9,0.8,1,DSM0012,DSM0012_electric_iron_1
DHH0013,Dhanmondi,lower_middle,3,22170,ceiling_fan,1,Curtailable,75,82.1,0.85,2,DSM0013,DSM0013_ceiling_fan_1
DHH0013,Dhanmondi,lower_middle,3,22170,table_fan,1,Curtailable,45,43.4,0.8,2,DSM0013,DSM0013_table_fan_1
DHH0013,Dhanmondi,lower_middle,3,22170,refrigerator,1,Critical,150,134.0,0.42,1,DSM0013,DSM0013_refrigerator_1
DHH0013,Dhanmondi,lower_middle,3,22170,led_light,1,Critical,10,10.0,1.0,3,DSM0013,DSM0013_led_light_1
DHH0013,Dhanmondi,lower_middle,3,22170,tube_light,1,Critical,36,38.6,1.0,2,DSM0013,DSM0013_tube_light_1
DHH0013,Dhanmondi,lower_middle,3,22170,tv_led,1,Curtailable,60,39.9,1.0,1,DSM0013,DSM0013_tv_led_1
DHH0014,Dhanmondi,lower_middle,4,15029,ceiling_fan,1,Curtailable,75,66.6,0.85,2,DSM0014,DSM0014_ceiling_fan_1
DHH0014,Dhanmondi,lower_middle,4,15029,table_fan,1,Curtailable,45,47.1,0.8,1,DSM0014,DSM0014_table_fan_1
DHH0014,Dhanmondi,lower_middle,4,15029,led_light,1,Critical,10,13.2,1.0,5,DSM0014,DSM0014_led_light_1
DHH0014,Dhanmondi,lower_middle,4,15029,blender_mixer,1,Schedulable,400,367.2,0.9,1,DSM0014,DSM0014_blender_mixer_1
DHH0014,Dhanmondi,lower_middle,4,15029,electric_iron,1,Schedulable,1000,1082.5,0.8,1,DSM0014,DSM0014_electric_iron_1
DHH0014,Dhanmondi,lower_middle,4,15029,router_charger_standby,1,Critical,18,15.8,1.0,1,DSM0014,DSM0014_router_charger_standby_1
DHH0015,Dhanmondi,middle,2,42151,ceiling_fan,1,Curtailable,75,73.7,0.85,2,DSM0015,DSM0015_ceiling_fan_1
DHH0015,Dhanmondi,middle,2,42151,table_fan,1,Curtailable,45,36.9,0.8,1,DSM0015,DSM0015_table_fan_1
DHH0015,Dhanmondi,middle,2,42151,refrigerator,1,Critical,150,158.4,0.42,1,DSM0015,DSM0015_refrigerator_1
DHH0015,Dhanmondi,middle,2,42151,led_light,1,Critical,10,9.7,1.0,6,DSM0015,DSM0015_led_light_1
DHH0015,Dhanmondi,middle,2,42151,tube_light,1,Critical,36,36.4,1.0,3,DSM0015,DSM0015_tube_light_1
DHH0015,Dhanmondi,middle,2,42151,tv_led,1,Curtailable,60,64.4,1.0,1,DSM0015,DSM0015_tv_led_1
DHH0015,Dhanmondi,middle,2,42151,rice_cooker,1,Schedulable,650,689.0,0.6,1,DSM0015,DSM0015_rice_cooker_1
DHH0015,Dhanmondi,middle,2,42151,electric_kettle,1,Schedulable,1800,1987.3,0.9,1,DSM0015,DSM0015_electric_kettle_1
DHH0015,Dhanmondi,middle,2,42151,blender_mixer,1,Schedulable,400,455.4,0.9,1,DSM0015,DSM0015_blender_mixer_1
DHH0015,Dhanmondi,middle,2,42151,electric_iron,1,Schedulable,1000,1074.1,0.8,1,DSM0015,DSM0015_electric_iron_1
DHH0015,Dhanmondi,middle,2,42151,water_pump_0_5hp,1,Schedulable,373,308.4,0.95,1,DSM0015,DSM0015_water_pump_0_5hp_1
DHH0015,Dhanmondi,middle,2,42151,router_charger_standby,1,Critical,18,25.6,1.0,1,DSM0015,DSM0015_router_charger_standby_1
DHH0016,Dhanmondi,middle,4,47303,ceiling_fan,1,Curtailable,75,77.0,0.85,4,DSM0016,DSM0016_ceiling_fan_1
DHH0016,Dhanmondi,middle,4,47303,table_fan,1,Curtailable,45,29.2,0.8,1,DSM0016,DSM0016_table_fan_1
DHH0016,Dhanmondi,middle,4,47303,split_ac_1_5ton,1,Schedulable,1650,1650.5,0.65,1,DSM0016,DSM0016_split_ac_1_5ton_1
DHH0016,Dhanmondi,middle,4,47303,refrigerator,1,Critical,150,143.7,0.42,1,DSM0016,DSM0016_refrigerator_1
DHH0016,Dhanmondi,middle,4,47303,led_light,1,Critical,10,8.9,1.0,8,DSM0016,DSM0016_led_light_1
DHH0016,Dhanmondi,middle,4,47303,tube_light,1,Critical,36,39.5,1.0,1,DSM0016,DSM0016_tube_light_1
DHH0016,Dhanmondi,middle,4,47303,tv_led,1,Curtailable,60,60.0,1.0,1,DSM0016,DSM0016_tv_led_1
DHH0016,Dhanmondi,middle,4,47303,rice_cooker,1,Schedulable,650,693.0,0.6,1,DSM0016,DSM0016_rice_cooker_1
DHH0016,Dhanmondi,middle,4,47303,blender_mixer,1,Schedulable,400,419.1,0.9,1,DSM0016,DSM0016_blender_mixer_1
DHH0016,Dhanmondi,middle,4,47303,electric_iron,1,Schedulable,1000,1306.7,0.8,1,DSM0016,DSM0016_electric_iron_1
DHH0016,Dhanmondi,middle,4,47303,washing_machine,1,Schedulable,450,522.8,0.7,1,DSM0016,DSM0016_washing_machine_1
DHH0016,Dhanmondi,middle,4,47303,computer_laptop,1,Curtailable,80,82.8,1.0,2,DSM0016,DSM0016_computer_laptop_1
DHH0016,Dhanmondi,middle,4,47303,router_charger_standby,1,Critical,18,17.7,1.0,1,DSM0016,DSM0016_router_charger_standby_1
DHH0017,Dhanmondi,middle,4,42337,ceiling_fan,1,Curtailable,75,76.3,0.85,4,DSM0017,DSM0017_ceiling_fan_1
DHH0017,Dhanmondi,middle,4,42337,refrigerator,1,Critical,150,185.8,0.42,1,DSM0017,DSM0017_refrigerator_1
DHH0017,Dhanmondi,middle,4,42337,led_light,1,Critical,10,8.8,1.0,8,DSM0017,DSM0017_led_light_1
DHH0017,Dhanmondi,middle,4,42337,tube_light,1,Critical,36,34.7,1.0,2,DSM0017,DSM0017_tube_light_1
DHH0017,Dhanmondi,middle,4,42337,tv_led,1,Curtailable,60,43.4,1.0,1,DSM0017,DSM0017_tv_led_1
DHH0017,Dhanmondi,middle,4,42337,rice_cooker,1,Schedulable,650,592.1,0.6,1,DSM0017,DSM0017_rice_cooker_1
DHH0017,Dhanmondi,middle,4,42337,electric_kettle,1,Schedulable,1800,1880.5,0.9,1,DSM0017,DSM0017_electric_kettle_1
DHH0017,Dhanmondi,middle,4,42337,microwave_oven,1,Schedulable,1100,1418.8,0.85,1,DSM0017,DSM0017_microwave_oven_1
DHH0017,Dhanmondi,middle,4,42337,blender_mixer,1,Schedulable,400,386.8,0.9,1,DSM0017,DSM0017_blender_mixer_1
DHH0017,Dhanmondi,middle,4,42337,electric_iron,1,Schedulable,1000,1208.9,0.8,1,DSM0017,DSM0017_electric_iron_1
DHH0017,Dhanmondi,middle,4,42337,water_pump_0_5hp,1,Schedulable,373,386.5,0.95,1,DSM0017,DSM0017_water_pump_0_5hp_1
DHH0017,Dhanmondi,middle,4,42337,ips_backup,1,Schedulable,300,286.1,0.6,1,DSM0017,DSM0017_ips_backup_1
DHH0017,Dhanmondi,middle,4,42337,router_charger_standby,1,Critical,18,19.9,1.0,1,DSM0017,DSM0017_router_charger_standby_1
DHH0018,Dhanmondi,middle,5,52743,ceiling_fan,1,Curtailable,75,87.3,0.85,3,DSM0018,DSM0018_ceiling_fan_1
DHH0018,Dhanmondi,middle,5,52743,table_fan,1,Curtailable,45,56.0,0.8,1,DSM0018,DSM0018_table_fan_1
DHH0018,Dhanmondi,middle,5,52743,refrigerator,1,Critical,150,181.4,0.42,1,DSM0018,DSM0018_refrigerator_1
DHH0018,Dhanmondi,middle,5,52743,led_light,1,Critical,10,6.6,1.0,8,DSM0018,DSM0018_led_light_1
DHH0018,Dhanmondi,middle,5,52743,tv_led,1,Curtailable,60,43.1,1.0,1,DSM0018,DSM0018_tv_led_1
DHH0018,Dhanmondi,middle,5,52743,rice_cooker,1,Schedulable,650,663.1,0.6,1,DSM0018,DSM0018_rice_cooker_1
DHH0018,Dhanmondi,middle,5,52743,blender_mixer,1,Schedulable,400,441.9,0.9,1,DSM0018,DSM0018_blender_mixer_1
DHH0018,Dhanmondi,middle,5,52743,electric_iron,1,Schedulable,1000,982.2,0.8,1,DSM0018,DSM0018_electric_iron_1
DHH0018,Dhanmondi,middle,5,52743,ips_backup,1,Schedulable,300,409.1,0.6,1,DSM0018,DSM0018_ips_backup_1
DHH0018,Dhanmondi,middle,5,52743,computer_laptop,1,Curtailable,80,61.5,1.0,2,DSM0018,DSM0018_computer_laptop_1
DHH0018,Dhanmondi,middle,5,52743,router_charger_standby,1,Critical,18,18.7,1.0,1,DSM0018,DSM0018_router_charger_standby_1
DHH0018,Dhanmondi,middle,5,52743,exhaust_fan,1,Curtailable,35,31.0,0.9,1,DSM0018,DSM0018_exhaust_fan_1
DHH0019,Dhanmondi,middle,6,61831,ceiling_fan,1,Curtailable,75,81.2,0.85,3,DSM0019,DSM0019_ceiling_fan_1
DHH0019,Dhanmondi,middle,6,61831,table_fan,1,Curtailable,45,50.2,0.8,1,DSM0019,DSM0019_table_fan_1
DHH0019,Dhanmondi,middle,6,61831,refrigerator,1,Critical,150,143.2,0.42,1,DSM0019,DSM0019_refrigerator_1
DHH0019,Dhanmondi,middle,6,61831,led_light,1,Critical,10,9.7,1.0,11,DSM0019,DSM0019_led_light_1
DHH0019,Dhanmondi,middle,6,61831,tv_led,1,Curtailable,60,76.2,1.0,2,DSM0019,DSM0019_tv_led_1
DHH0019,Dhanmondi,middle,6,61831,rice_cooker,1,Schedulable,650,676.9,0.6,1,DSM0019,DSM0019_rice_cooker_1
DHH0019,Dhanmondi,middle,6,61831,microwave_oven,1,Schedulable,1100,1179.9,0.85,1,DSM0019,DSM0019_microwave_oven_1
DHH0019,Dhanmondi,middle,6,61831,blender_mixer,1,Schedulable,400,376.4,0.9,1,DSM0019,DSM0019_blender_mixer_1
DHH0019,Dhanmondi,middle,6,61831,electric_iron,1,Schedulable,1000,1089.3,0.8,1,DSM0019,DSM0019_electric_iron_1
DHH0019,Dhanmondi,middle,6,61831,computer_laptop,1,Curtailable,80,81.7,1.0,2,DSM0019,DSM0019_computer_laptop_1
DHH0019,Dhanmondi,middle,6,61831,exhaust_fan,1,Curtailable,35,27.8,0.9,1,DSM0019,DSM0019_exhaust_fan_1
DHH0020,Dhanmondi,middle,4,35312,ceiling_fan,1,Curtailable,75,88.6,0.85,1,DSM0020,DSM0020_ceiling_fan_1
DHH0020,Dhanmondi,middle,4,35312,led_light,1,Critical,10,10.8,1.0,5,DSM0020,DSM0020_led_light_1
DHH0020,Dhanmondi,middle,4,35312,tv_led,1,Curtailable,60,57.4,1.0,1,DSM0020,DSM0020_tv_led_1
DHH0020,Dhanmondi,middle,4,35312,rice_cooker,1,Schedulable,650,601.0,0.6,1,DSM0020,DSM0020_rice_cooker_1
DHH0020,Dhanmondi,middle,4,35312,electric_iron,1,Schedulable,1000,1115.3,0.8,1,DSM0020,DSM0020_electric_iron_1
DHH0020,Dhanmondi,middle,4,35312,water_pump_0_5hp,1,Schedulable,373,357.2,0.95,1,DSM0020,DSM0020_water_pump_0_5hp_1
DHH0020,Dhanmondi,middle,4,35312,computer_laptop,1,Curtailable,80,68.0,1.0,1,DSM0020,DSM0020_computer_laptop_1
DHH0020,Dhanmondi,middle,4,35312,router_charger_standby,1,Critical,18,18.3,1.0,1,DSM0020,DSM0020_router_charger_standby_1
DHH0021,Dhanmondi,middle,5,48563,ceiling_fan,1,Curtailable,75,73.0,0.85,5,DSM0021,DSM0021_ceiling_fan_1
DHH0021,Dhanmondi,middle,5,48563,refrigerator,1,Critical,150,185.7,0.42,1,DSM0021,DSM0021_refrigerator_1
DHH0021,Dhanmondi,middle,5,48563,led_light,1,Critical,10,8.4,1.0,9,DSM0021,DSM0021_led_light_1
DHH0021,Dhanmondi,middle,5,48563,tube_light,1,Critical,36,36.1,1.0,2,DSM0021,DSM0021_tube_light_1
DHH0021,Dhanmondi,middle,5,48563,tv_led,1,Curtailable,60,71.4,1.0,1,DSM0021,DSM0021_tv_led_1
DHH0021,Dhanmondi,middle,5,48563,rice_cooker,1,Schedulable,650,624.0,0.6,1,DSM0021,DSM0021_rice_cooker_1
DHH0021,Dhanmondi,middle,5,48563,microwave_oven,1,Schedulable,1100,1231.6,0.85,1,DSM0021,DSM0021_microwave_oven_1
DHH0021,Dhanmondi,middle,5,48563,blender_mixer,1,Schedulable,400,499.3,0.9,1,DSM0021,DSM0021_blender_mixer_1
DHH0021,Dhanmondi,middle,5,48563,electric_iron,1,Schedulable,1000,784.8,0.8,1,DSM0021,DSM0021_electric_iron_1
DHH0021,Dhanmondi,middle,5,48563,ips_backup,1,Schedulable,300,261.3,0.6,1,DSM0021,DSM0021_ips_backup_1
DHH0021,Dhanmondi,middle,5,48563,router_charger_standby,1,Critical,18,19.0,1.0,2,DSM0021,DSM0021_router_charger_standby_1
DHH0021,Dhanmondi,middle,5,48563,exhaust_fan,1,Curtailable,35,24.4,0.9,1,DSM0021,DSM0021_exhaust_fan_1
DHH0022,Dhanmondi,middle,5,51824,ceiling_fan,1,Curtailable,75,63.0,0.85,3,DSM0022,DSM0022_ceiling_fan_1
DHH0022,Dhanmondi,middle,5,51824,table_fan,1,Curtailable,45,45.9,0.8,1,DSM0022,DSM0022_table_fan_1
DHH0022,Dhanmondi,middle,5,51824,refrigerator,1,Critical,150,128.5,0.42,1,DSM0022,DSM0022_refrigerator_1
DHH0022,Dhanmondi,middle,5,51824,led_light,1,Critical,10,12.8,1.0,6,DSM0022,DSM0022_led_light_1
DHH0022,Dhanmondi,middle,5,51824,tv_led,1,Curtailable,60,46.5,1.0,1,DSM0022,DSM0022_tv_led_1
DHH0022,Dhanmondi,middle,5,51824,microwave_oven,1,Schedulable,1100,1180.6,0.85,1,DSM0022,DSM0022_microwave_oven_1
DHH0022,Dhanmondi,middle,5,51824,blender_mixer,1,Schedulable,400,380.5,0.9,1,DSM0022,DSM0022_blender_mixer_1
