household_id,substation,tier,month,baseline_bill_bdt,optimised_bill_bdt,saving_bdt,saving_pct,energy_kwh,energy_shifted_kwh,energy_curtailed_kwh,discomfort_bdt_eq
KHH0021,Kalyanpur,lower_middle,2024-01,837.9,774.7,63.2,7.55,116.6,10.82,2.8,32.8
KHH0022,Kalyanpur,lower_middle,2024-01,763.3,675.5,87.8,11.5,105.5,11.12,5.47,44.1
KHH0023,Kalyanpur,lower_middle,2024-01,616.0,526.2,89.8,14.58,82.2,17.65,3.05,47.5
KHH0024,Kalyanpur,lower_middle,2024-01,650.0,614.3,35.6,5.48,90.5,9.14,0.34,19.6
KHH0025,Kalyanpur,lower_middle,2024-01,783.1,729.6,53.5,6.84,107.9,14.26,0.29,29.7
KHH0026,Kalyanpur,lower_middle,2024-01,646.4,602.4,44.0,6.81,90.0,11.99,0.13,24.5
KHH0027,Kalyanpur,lower_middle,2024-01,801.3,740.5,60.8,7.58,109.5,9.04,3.24,31.1
KHH0028,Kalyanpur,lower_middle,2024-01,552.4,493.7,58.7,10.63,75.7,9.56,2.8,30.3
KHH0029,Kalyanpur,lower_middle,2024-01,635.3,602.1,33.2,5.23,87.4,0.0,3.79,15.1
KHH0030,Kalyanpur,lower_middle,2024-01,534.7,452.7,82.0,15.33,70.9,14.25,3.53,42.6
KHH0031,Kalyanpur,lower_middle,2024-01,659.7,564.0,95.7,14.51,88.7,13.91,5.24,48.8
KHH0032,Kalyanpur,lower_middle,2024-01,552.8,476.7,76.1,13.76,75.1,11.27,4.08,38.8
KHH0033,Kalyanpur,lower_middle,2024-01,383.1,328.2,54.9,14.32,51.9,6.77,3.5,27.5
KHH0034,Kalyanpur,lower_middle,2024-01,677.4,609.1,68.3,10.08,95.0,1.35,7.23,31.6
KHH0035,Kalyanpur,lower_middle,2024-01,543.8,473.2,70.6,12.98,72.8,19.6,0.06,39.4
KHH0036,Kalyanpur,lower_middle,2024-01,673.8,634.4,39.4,5.85,95.4,1.21,4.0,18.4
KHH0037,Kalyanpur,lower_middle,2024-01,797.2,729.8,67.4,8.45,111.6,11.59,2.95,35.0
KHH0038,Kalyanpur,lower_middle,2024-01,191.1,186.9,4.2,2.21,24.9,0.0,0.48,1.9
KHH0039,Kalyanpur,lower_middle,2024-01,782.2,709.5,72.7,9.29,107.2,11.36,3.66,37.3
KHH0040,Kalyanpur,lower_middle,2024-01,602.0,573.7,28.3,4.71,83.1,0.0,3.23,12.9
KHH0041,Kalyanpur,lower_middle,2024-01,1266.5,1164.6,101.9,8.05,174.3,23.64,1.98,55.2
KHH0042,Kalyanpur,lower_middle,2024-01,951.8,802.5,149.3,15.68,127.5,26.75,6.11,78.0
KHH0043,Kalyanpur,middle,2024-01,1607.7,1498.1,109.7,6.82,185.3,8.25,6.79,80.6
KHH0044,Kalyanpur,middle,2024-01,1030.0,966.2,63.8,6.2,117.3,5.92,3.5,48.2
KHH0045,Kalyanpur,middle,2024-01,1755.0,1472.7,282.3,16.08,196.8,31.18,13.43,218.8
KHH0046,Kalyanpur,middle,2024-01,1267.3,1080.6,186.7,14.73,143.0,19.3,9.42,143.2
KHH0047,Kalyanpur,middle,2024-01,1862.2,1745.7,116.5,6.26,214.3,11.17,6.24,88.4
KHH0048,Kalyanpur,middle,2024-01,1840.9,1614.5,226.4,12.3,205.4,42.4,3.69,195.4
KHH0049,Kalyanpur,middle,2024-01,1929.2,1801.0,128.2,6.65,221.8,21.7,3.03,108.0
KHH0050,Kalyanpur,middle,2024-01,2179.4,1915.3,264.1,12.12,246.6,33.07,10.98,209.2
KHH0051,Kalyanpur,middle,2024-01,1757.8,1592.7,165.1,9.39,197.5,30.99,2.66,142.6
KHH0052,Kalyanpur,middle,2024-01,996.5,833.9,162.6,16.32,110.1,26.27,4.35,135.5
KHH0053,Kalyanpur,middle,2024-01,1195.7,1082.1,113.6,9.5,135.0,15.02,4.4,90.9
KHH0054,Kalyanpur,middle,2024-01,1345.0,1178.4,166.6,12.38,152.4,15.2,9.23,125.4
KHH0055,Kalyanpur,middle,2024-01,2074.1,1945.7,128.3,6.19,240.9,23.34,2.37,110.0
KHH0056,Kalyanpur,middle,2024-01,1821.3,1590.9,230.4,12.65,204.3,24.61,11.3,177.6
KHH0057,Kalyanpur,middle,2024-01,1499.8,1371.8,128.0,8.54,173.3,19.25,4.01,105.1
KHH0058,Kalyanpur,middle,2024-01,846.4,752.6,93.8,11.08,94.6,10.79,4.29,73.2
KHH0059,Kalyanpur,middle,2024-01,1000.4,898.0,102.4,10.23,112.6,8.37,6.07,76.0
KHH0060,Kalyanpur,middle,2024-01,1232.3,1055.1,177.2,14.38,137.0,31.95,3.39,151.6
KHH0061,Kalyanpur,middle,2024-01,1471.7,1365.3,106.5,7.23,166.3,16.59,3.1,88.1
KHH0062,Kalyanpur,middle,2024-01,1112.3,985.4,126.9,11.41,123.0,20.94,3.22,106.3
KHH0063,Kalyanpur,middle,2024-01,1321.4,1206.3,115.1,8.71,148.0,20.45,2.33,98.1
KHH0064,Kalyanpur,middle,2024-01,1270.1,1148.7,121.4,9.56,144.5,13.13,5.89,93.8
KHH0065,Kalyanpur,middle,2024-01,1659.9,1422.7,237.2,14.29,183.5,34.88,7.75,193.8
KHH0066,Kalyanpur,middle,2024-01,1139.4,1008.1,131.3,11.53,128.7,24.28,2.27,113.0
KHH0067,Kalyanpur,middle,2024-01,1449.5,1192.1,257.4,17.76,160.1,26.58,13.01,197.4
KHH0068,Kalyanpur,middle,2024-01,1643.9,1524.8,119.1,7.24,185.8,18.23,3.6,98.1
KHH0069,Kalyanpur,middle,2024-01,1612.7,1384.6,228.1,14.15,177.9,41.4,4.26,195.4
KHH0070,Kalyanpur,middle,2024-01,1768.2,1570.3,197.9,11.19,196.8,31.85,5.35,164.9
KHH0071,Kalyanpur,middle,2024-01,1041.9,928.5,113.4,10.88,119.4,10.86,6.07,85.9
KHH0072,Kalyanpur,middle,2024-01,1288.4,1125.4,163.0,12.65,143.6,27.96,3.7,137.7
KHH0073,Kalyanpur,middle,2024-01,1675.3,1440.9,234.4,13.99,186.7,31.47,8.88,188.1
KHH0074,Kalyanpur,middle,2024-01,1830.3,1596.3,233.9,12.78,202.9,39.15,5.71,196.6
KHH0075,Kalyanpur,middle,2024-01,2619.2,2366.4,252.8,9.65,301.5,43.69,5.61,214.0
KHH0076,Kalyanpur,middle,2024-01,1328.6,1193.7,134.8,10.15,148.8,23.88,2.76,114.8
KHH0077,Kalyanpur,middle,2024-01,1411.0,1233.2,177.8,12.6,158.9,25.55,6.05,144.6
KHH0078,Kalyanpur,middle,2024-01,1308.3,1129.5,178.8,13.67,144.5,27.04,5.54,146.9
KHH0079,Kalyanpur,middle,2024-01,1584.2,1398.6,185.6,11.72,177.7,29.16,5.31,153.8
KHH0080,Kalyanpur,middle,2024-01,2468.0,2225.5,242.6,9.83,277.3,44.85,4.19,208.7
KHH0081,Kalyanpur,middle,2024-01,1363.7,1236.9,126.8,9.3,154.6,19.02,3.99,104.0
KHH0082,Kalyanpur,middle,2024-01,1721.1,1555.8,165.3,9.61,193.0,22.65,6.08,133.2
KHH0083,Kalyanpur,middle,2024-01,1734.6,1629.2,105.3,6.07,201.7,5.61,7.47,74.7
KHH0084,Kalyanpur,middle,2024-01,1265.1,1180.5,84.7,6.69,144.8,10.36,3.62,66.8
KHH0085,Kalyanpur,middle,2024-01,1175.5,1011.0,164.5,13.99,128.8,21.74,6.38,131.6
KHH0086,Kalyanpur,middle,2024-01,2520.8,2279.4,241.4,9.57,285.6,44.75,4.12,207.8
KHH0087,Kalyanpur,middle,2024-01,1311.8,1178.2,133.6,10.18,147.9,21.99,3.41,111.8
KHH0088,Kalyanpur,middle,2024-01,1467.2,1309.6,157.6,10.74,164.3,26.68,3.72,132.8
KHH0089,Kalyanpur,middle,2024-01,1136.7,1036.6,100.1,8.81,127.5,12.88,4.02,79.7
KHH0090,Kalyanpur,middle,2024-01,2471.6,2275.5,196.1,7.93,282.0,29.17,6.27,160.6
KHH0091,Kalyanpur,middle,2024-01,1538.0,1402.7,135.2,8.79,177.0,28.41,0.95,120.3
KHH0092,Kalyanpur,middle,2024-01,2046.5,1767.6,278.9,13.63,231.0,40.21,9.44,226.9
KHH0093,Kalyanpur,middle,2024-01,1067.4,945.3,122.1,11.44,121.8,17.4,4.21,99.1
KHH0094,Kalyanpur,middle,2024-01,2088.5,1902.9,185.6,8.89,241.3,31.05,4.54,155.9
KHH0095,Kalyanpur,middle,2024-01,938.0,847.3,90.7,9.67,107.2,14.19,2.62,75.1
KHH0096,Kalyanpur,middle,2024-01,1531.2,1389.8,141.5,9.24,172.4,22.23,4.04,117.2
KHH0097,Kalyanpur,middle,2024-01,1386.4,1225.3,161.2,11.62,156.1,21.33,6.23,128.9
KHH0098,Kalyanpur,middle,2024-01,1876.3,1691.1,185.2,9.87,216.5,29.6,5.09,154.0
KHH0099,Kalyanpur,middle,2024-01,979.2,891.8,87.4,8.93,112.3,1.4,7.52,58.3
KHH0100,Kalyanpur,middle,2024-01,1521.5,1357.9,163.6,10.75,169.7,19.03,7.4,127.9
KHH0101,Kalyanpur,middle,2024-01,1123.2,1024.6,98.6,8.77,127.6,16.23,2.51,82.5
KHH0102,Kalyanpur,middle,2024-01,1420.1,1282.9,137.2,9.66,160.6,10.54,8.41,101.0
KHH0103,Kalyanpur,upper_middle,2024-01,3385.8,3385.8,0.0,0.0,294.7,0.0,0.0,0.0
KHH0104,Kalyanpur,upper_middle,2024-01,4162.7,4162.7,0.0,0.0,363.6,0.0,0.0,0.0
KHH0105,Kalyanpur,upper_middle,2024-01,3599.6,3599.6,0.0,0.0,309.3,0.0,0.0,0.0
KHH0106,Kalyanpur,upper_middle,2024-01,2849.9,2849.9,0.0,0.0,250.4,0.0,0.0,0.0
KHH0107,Kalyanpur,upper_middle,2024-01,1973.8,1973.8,0.0,0.0,172.3,0.0,0.0,0.0
KHH0108,Kalyanpur,upper_middle,2024-01,3667.7,3667.7,0.0,0.0,316.7,0.0,0.0,0.0
KHH0109,Kalyanpur,upper_middle,2024-01,2897.7,2897.7,0.0,0.0,247.0,0.0,0.0,0.0
KHH0110,Kalyanpur,upper_middle,2024-01,2308.3,2308.3,0.0,0.0,195.7,0.0,0.0,0.0
KHH0111,Kalyanpur,upper_middle,2024-01,4053.5,4053.5,0.0,0.0,353.6,0.0,0.0,0.0
KHH0112,Kalyanpur,upper_middle,2024-01,3202.9,3202.9,0.0,0.0,280.8,0.0,0.0,0.0
KHH0113,Kalyanpur,upper_middle,2024-01,2287.2,2287.2,0.0,0.0,195.6,0.0,0.0,0.0
KHH0114,Kalyanpur,upper_middle,2024-01,3306.9,3306.9,0.0,0.0,281.6,0.0,0.0,0.0
KHH0115,Kalyanpur,upper_middle,2024-01,3741.3,3741.3,0.0,0.0,324.0,0.0,0.0,0.0
KHH0116,Kalyanpur,upper_middle,2024-01,2662.1,2662.1,0.0,0.0,228.0,0.0,0.0,0.0
KHH0117,Kalyanpur,upper_middle,2024-01,2538.6,2538.6,0.0,0.0,216.9,0.0,0.0,0.0
KHH0118,Kalyanpur,upper_middle,2024-01,3556.4,3556.4,0.0,0.0,309.0,0.0,0.0,0.0
KHH0119,Kalyanpur,upper_middle,2024-01,2545.1,2545.1,0.0,0.0,224.4,0.0,0.0,0.0
KHH0120,Kalyanpur,upper_middle,2024-01,4495.2,4495.2,0.0,0.0,396.2,0.0,0.0,0.0
KHH0001,Kalyanpur,lower_middle,2024-02,802.6,736.9,65.7,8.19,113.8,9.04,3.81,33.3
KHH0002,Kalyanpur,lower_middle,2024-02,621.9,566.3,55.6,8.94,88.4,0.0,6.33,25.3
KHH0003,Kalyanpur,lower_middle,2024-02,577.8,482.6,95.2,16.48,78.3,15.28,4.62,49.1
KHH0004,Kalyanpur,lower_middle,2024-02,788.6,739.2,49.3,6.25,111.3,5.09,3.55,24.4
KHH0005,Kalyanpur,lower_middle,2024-02,232.3,195.9,36.5,15.7,30.6,0.0,4.16,16.6
KHH0006,Kalyanpur,lower_middle,2024-02,831.7,754.0,77.7,9.34,114.6,9.41,5.02,38.9
KHH0007,Kalyanpur,lower_middle,2024-02,666.8,646.7,20.1,3.01,94.7,0.0,2.29,9.2
KHH0008,Kalyanpur,lower_middle,2024-02,229.8,219.9,9.9,4.31,31.3,0.0,1.13,4.5
KHH0009,Kalyanpur,lower_middle,2024-02,307.7,244.7,63.0,20.48,40.4,8.02,3.91,31.7
KHH0010,Kalyanpur,lower_middle,2024-02,871.9,801.2,70.8,8.12,122.9,11.05,3.57,36.4
KHH0011,Kalyanpur,lower_middle,2024-02,647.4,603.1,44.3,6.85,90.3,8.49,1.59,23.4
KHH0012,Kalyanpur,lower_middle,2024-02,557.8,491.0,66.9,11.99,75.8,8.93,3.98,33.8
KHH0013,Kalyanpur,lower_middle,2024-02,549.2,511.9,37.2,6.78,78.9,0.0,4.24,17.0
KHH0014,Kalyanpur,lower_middle,2024-02,445.5,435.8,9.6,2.17,64.4,1.62,0.44,5.0
KHH0015,Kalyanpur,lower_middle,2024-02,814.1,754.2,59.9,7.36,115.0,8.05,3.55,30.3
KHH0016,Kalyanpur,lower_middle,2024-02,878.4,806.1,72.3,8.23,122.6,7.96,5.0,35.9
KHH0017,Kalyanpur,lower_middle,2024-02,706.4,624.1,82.4,11.66,97.7,12.82,4.16,42.3
KHH0018,Kalyanpur,lower_middle,2024-02,1183.3,1031.8,151.5,12.8,163.0,27.4,6.1,79.2
KHH0019,Kalyanpur,lower_middle,2024-02,626.7,517.0,109.7,17.5,83.1,11.46,7.83,54.2
KHH0020,Kalyanpur,lower_middle,2024-02,632.2,554.6,77.6,12.28,87.5,5.71,6.52,37.5
KHH0021,Kalyanpur,lower_middle,2024-02,867.5,799.4,68.0,7.84,121.6,7.91,4.53,33.9
KHH0022,Kalyanpur,lower_middle,2024-02,828.0,723.6,104.4,12.61,114.7,9.72,7.94,51.2
KHH0023,Kalyanpur,lower_middle,2024-02,587.3,498.5,88.8,15.12,78.9,13.93,4.44,45.6
KHH0024,Kalyanpur,lower_middle,2024-02,661.8,611.5,50.3,7.6,92.0,10.73,1.36,26.9
KHH0025,Kalyanpur,lower_middle,2024-02,776.3,724.7,51.7,6.65,108.2,10.99,1.41,27.6
KHH0026,Kalyanpur,lower_middle,2024-02,643.3,592.2,51.1,7.94,89.7,11.82,1.0,27.7
KHH0027,Kalyanpur,lower_middle,2024-02,809.7,739.0,70.7,8.73,111.2,8.9,4.43,35.5
KHH0028,Kalyanpur,lower_middle,2024-02,552.2,493.5,58.7,10.62,76.4,8.8,3.1,30.0
KHH0029,Kalyanpur,lower_middle,2024-02,642.1,598.9,43.2,6.73,88.8,0.0,4.92,19.7
KHH0030,Kalyanpur,lower_middle,2024-02,528.6,438.4,90.2,17.06,70.2,12.98,4.99,45.9
KHH0031,Kalyanpur,lower_middle,2024-02,679.8,566.9,113.0,16.62,91.2,13.37,7.43,56.4
KHH0032,Kalyanpur,lower_middle,2024-02,611.1,530.4,80.8,13.22,84.4,9.35,5.39,40.3
KHH0033,Kalyanpur,lower_middle,2024-02,394.1,337.6,56.5,14.34,54.0,4.92,4.44,27.6
KHH0034,Kalyanpur,lower_middle,2024-02,710.3,631.9,78.4,11.04,99.7,1.38,8.37,36.3
KHH0035,Kalyanpur,lower_middle,2024-02,524.0,456.9,67.1,12.81,70.9,17.34,0.58,37.0
KHH0036,Kalyanpur,lower_middle,2024-02,727.2,670.4,56.8,7.81,102.8,1.03,6.05,26.3
KHH0037,Kalyanpur,lower_middle,2024-02,795.4,728.5,66.9,8.41,112.0,8.84,4.02,33.8
KHH0038,Kalyanpur,lower_middle,2024-02,279.8,251.5,28.4,10.13,37.4,0.0,3.23,12.9
KHH0039,Kalyanpur,lower_middle,2024-02,789.9,722.4,67.5,8.54,109.8,8.94,4.05,34.1
KHH0040,Kalyanpur,lower_middle,2024-02,590.8,559.6,31.2,5.28,82.1,0.0,3.56,14.2
KHH0041,Kalyanpur,lower_middle,2024-02,1200.1,1102.9,97.1,8.1,166.2,20.45,2.74,51.9
KHH0042,Kalyanpur,lower_middle,2024-02,941.1,784.4,156.7,16.65,126.1,26.0,7.26,81.1
KHH0043,Kalyanpur,middle,2024-02,1614.1,1488.6,125.5,7.78,185.9,8.23,8.27,90.8
KHH0044,Kalyanpur,middle,2024-02,1068.6,985.7,82.9,7.76,121.7,6.29,5.11,60.9
KHH0045,Kalyanpur,middle,2024-02,1705.1,1428.6,276.5,16.22,191.1,29.53,13.57,213.1
KHH0046,Kalyanpur,middle,2024-02,1448.0,1240.9,207.0,14.3,164.4,21.69,10.33,159.1
KHH0047,Kalyanpur,middle,2024-02,1888.6,1760.1,128.6,6.81,217.8,11.17,7.35,96.1
KHH0048,Kalyanpur,middle,2024-02,1921.4,1670.9,250.5,13.04,215.3,43.51,5.47,212.3
KHH0049,Kalyanpur,middle,2024-02,2094.1,1936.4,157.8,7.53,241.2,26.17,3.95,132.3
KHH0050,Kalyanpur,middle,2024-02,2145.0,1899.0,246.0,11.47,244.8,27.26,11.67,190.8
KHH0051,Kalyanpur,middle,2024-02,1657.4,1499.9,157.6,9.51,186.9,26.98,3.6,133.1
KHH0052,Kalyanpur,middle,2024-02,1148.1,968.5,179.6,15.65,128.7,27.34,5.49,147.8
KHH0053,Kalyanpur,middle,2024-02,1464.2,1308.4,155.7,10.64,166.4,19.71,6.39,123.6
KHH0054,Kalyanpur,middle,2024-02,1378.4,1195.6,182.8,13.26,156.0,14.7,10.94,135.4
KHH0055,Kalyanpur,middle,2024-02,2441.7,2289.3,152.4,6.24,286.3,24.06,4.31,126.4
KHH0056,Kalyanpur,middle,2024-02,2089.7,1820.6,269.1,12.88,236.1,28.45,13.32,207.1
KHH0057,Kalyanpur,middle,2024-02,1485.5,1353.5,131.9,8.88,171.6,17.65,5.02,105.8
KHH0058,Kalyanpur,middle,2024-02,1065.3,946.5,118.8,11.15,121.1,12.76,5.8,91.7
KHH0059,Kalyanpur,middle,2024-02,1053.2,941.9,111.3,10.57,119.3,8.21,6.97,81.6
KHH0060,Kalyanpur,middle,2024-02,1377.0,1192.6,184.4,13.39,155.3,29.41,5.09,153.3
KHH0061,Kalyanpur,middle,2024-02,1860.8,1705.9,154.9,8.33,213.0,21.54,5.57,125.1
KHH0062,Kalyanpur,middle,2024-02,1124.3,996.0,128.2,11.41,125.3,19.87,3.78,105.9
KHH0063,Kalyanpur,middle,2024-02,1301.8,1175.5,126.3,9.7,146.2,19.01,3.95,103.7
KHH0064,Kalyanpur,middle,2024-02,1323.7,1184.7,139.0,10.5,150.9,11.59,8.15,103.4
KHH0065,Kalyanpur,middle,2024-02,1611.5,1369.9,241.6,14.99,178.0,32.16,9.27,193.5
KHH0066,Kalyanpur,middle,2024-02,1180.4,1054.6,125.8,10.66,134.7,20.66,3.23,105.3
KHH0067,Kalyanpur,middle,2024-02,1556.8,1277.2,279.6,17.96,172.6,23.29,16.4,208.0
KHH0068,Kalyanpur,middle,2024-02,1684.0,1544.4,139.6,8.29,190.9,20.47,4.58,114.0
KHH0069,Kalyanpur,middle,2024-02,1676.0,1429.1,247.0,14.73,185.5,39.35,6.84,205.2
KHH0070,Kalyanpur,middle,2024-02,1730.2,1532.6,197.6,11.42,193.5,29.73,6.19,162.2
KHH0071,Kalyanpur,middle,2024-02,1061.4,939.5,121.9,11.48,121.6,9.42,7.45,89.8
KHH0072,Kalyanpur,middle,2024-02,1414.0,1237.3,176.7,12.5,159.4,28.01,4.95,146.7
KHH0073,Kalyanpur,middle,2024-02,1667.7,1440.3,227.4,13.64,187.0,29.75,8.94,181.6
KHH0074,Kalyanpur,middle,2024-02,1839.5,1605.3,234.3,12.74,205.5,36.81,6.7,194.1
KHH0075,Kalyanpur,middle,2024-02,2677.6,2419.1,258.5,9.65,309.2,39.44,7.87,212.8
KHH0076,Kalyanpur,middle,2024-02,1290.2,1152.7,137.5,10.65,144.9,22.0,3.76,114.4
KHH0077,Kalyanpur,middle,2024-02,1546.3,1349.2,197.1,12.74,175.0,24.33,8.34,155.7
KHH0078,Kalyanpur,middle,2024-02,1311.8,1130.1,181.7,13.85,145.7,24.35,6.91,145.7
KHH0079,Kalyanpur,middle,2024-02,1862.7,1643.2,219.5,11.78,211.1,30.33,7.97,177.1
KHH0080,Kalyanpur,middle,2024-02,2717.0,2437.2,279.8,10.3,308.2,44.89,7.62,232.9
KHH0081,Kalyanpur,middle,2024-02,1343.0,1220.6,122.4,9.12,153.4,16.52,4.61,98.3
KHH0082,Kalyanpur,middle,2024-02,1882.7,1699.8,182.9,9.72,213.4,23.88,7.21,146.0
KHH0083,Kalyanpur,middle,2024-02,1889.4,1754.9,134.6,7.12,219.7,5.93,10.04,94.0
KHH0084,Kalyanpur,middle,2024-02,1664.8,1535.8,129.0,7.75,192.5,14.9,5.87,100.7
KHH0085,Kalyanpur,middle,2024-02,1258.4,1078.1,180.3,14.33,139.1,20.22,8.46,140.1
KHH0086,Kalyanpur,middle,2024-02,2470.4,2227.0,243.5,9.86,280.8,40.77,5.93,204.6
KHH0087,Kalyanpur,middle,2024-02,1535.8,1367.0,168.7,10.99,174.4,24.6,5.6,137.6
KHH0088,Kalyanpur,middle,2024-02,1439.5,1280.8,158.8,11.03,161.8,24.91,4.55,131.5
KHH0089,Kalyanpur,middle,2024-02,1233.8,1122.2,111.5,9.04,140.1,11.99,5.44,86.1
KHH0090,Kalyanpur,middle,2024-02,2849.2,2627.1,222.1,7.8,329.3,30.5,8.14,179.0
KHH0091,Kalyanpur,middle,2024-02,1736.1,1567.6,168.5,9.71,200.1,28.93,3.82,142.5
KHH0092,Kalyanpur,middle,2024-02,2067.4,1782.7,284.8,13.77,233.8,35.89,11.74,225.8
KHH0093,Kalyanpur,middle,2024-02,1312.3,1161.1,151.2,11.52,150.5,20.35,5.71,121.3
KHH0094,Kalyanpur,middle,2024-02,2136.1,1979.6,156.5,7.33,250.3,23.41,4.95,128.3
KHH0095,Kalyanpur,middle,2024-02,1038.8,928.4,110.3,10.62,118.8,13.62,4.67,87.1
KHH0096,Kalyanpur,middle,2024-02,1549.7,1387.3,162.4,10.48,174.6,21.71,6.2,130.2
KHH0097,Kalyanpur,middle,2024-02,1388.2,1216.8,171.5,12.35,156.3,21.09,7.28,135.3
KHH0098,Kalyanpur,middle,2024-02,1884.7,1701.1,183.6,9.74,218.4,25.16,6.75,147.9
KHH0099,Kalyanpur,middle,2024-02,1261.7,1135.8,126.0,9.98,145.3,5.19,9.55,87.6
KHH0100,Kalyanpur,middle,2024-02,1505.8,1339.0,166.8,11.08,168.9,16.93,8.55,127.6
KHH0101,Kalyanpur,middle,2024-02,1302.8,1186.2,116.5,8.94,149.5,16.62,4.02,94.6
KHH0102,Kalyanpur,middle,2024-02,1378.8,1235.9,142.9,10.36,156.1,9.78,9.25,103.8
KHH0103,Kalyanpur,upper_middle,2024-02,4210.9,4210.9,0.0,0.0,368.5,0.0,0.0,0.0
KHH0104,Kalyanpur,upper_middle,2024-02,5066.2,5066.2,0.0,0.0,448.7,0.0,0.0,0.0
KHH0105,Kalyanpur,upper_middle,2024-02,4030.9,4030.9,0.0,0.0,347.9,0.0,0.0,0.0
KHH0106,Kalyanpur,upper_middle,2024-02,3070.1,3070.1,0.0,0.0,271.5,0.0,0.0,0.0
KHH0107,Kalyanpur,upper_middle,2024-02,2287.6,2287.6,0.0,0.0,199.7,0.0,0.0,0.0
KHH0108,Kalyanpur,upper_middle,2024-02,3640.0,3640.0,0.0,0.0,315.4,0.0,0.0,0.0
KHH0109,Kalyanpur,upper_middle,2024-02,2991.6,2991.6,0.0,0.0,255.8,0.0,0.0,0.0
KHH0110,Kalyanpur,upper_middle,2024-02,2960.5,2960.5,0.0,0.0,254.4,0.0,0.0,0.0
KHH0111,Kalyanpur,upper_middle,2024-02,4281.0,4281.0,0.0,0.0,379.5,0.0,0.0,0.0
KHH0112,Kalyanpur,upper_middle,2024-02,3212.8,3212.8,0.0,0.0,282.1,0.0,0.0,0.0
KHH0113,Kalyanpur,upper_middle,2024-02,2373.5,2373.5,0.0,0.0,202.9,0.0,0.0,0.0
KHH0114,Kalyanpur,upper_middle,2024-02,3445.1,3445.1,0.0,0.0,297.0,0.0,0.0,0.0
KHH0115,Kalyanpur,upper_middle,2024-02,4479.9,4479.9,0.0,0.0,392.9,0.0,0.0,0.0
KHH0116,Kalyanpur,upper_middle,2024-02,3163.4,3163.4,0.0,0.0,273.6,0.0,0.0,0.0
KHH0117,Kalyanpur,upper_middle,2024-02,2966.0,2966.0,0.0,0.0,256.0,0.0,0.0,0.0
KHH0118,Kalyanpur,upper_middle,2024-02,4071.1,4071.1,0.0,0.0,358.5,0.0,0.0,0.0
KHH0119,Kalyanpur,upper_middle,2024-02,3587.5,3587.5,0.0,0.0,318.1,0.0,0.0,0.0
KHH0120,Kalyanpur,upper_middle,2024-02,4930.6,4930.6,0.0,0.0,441.2,0.0,0.0,0.0
KHH0001,Kalyanpur,lower_middle,2024-03,1036.1,917.7,118.4,11.43,146.0,17.28,6.45,60.4
KHH0002,Kalyanpur,lower_middle,2024-03,844.4,744.0,100.4,11.89,119.3,0.0,11.44,45.8
KHH0003,Kalyanpur,lower_middle,2024-03,776.2,613.0,163.2,21.03,104.4,23.97,8.84,83.3
