household_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained_unweighted,gained_lambda,gained,saving_per_discomfort,participated
DHNC0020,Dhanmondi,Residential,Res-A,597.3547737671756,0.4524087566689231,1.669019248356296,18.06735840768602,0.43758001754558074,LT-A,275.89435902555635,275.89435902555635,0.0,0.0,0,0,0.0,0.0,0,upper-middle,196485.8508143802,5,1.8755679711321622,1.8755679711321622,5.2801,2510.6889369556875,2510.6889369556875,0.0,9.1,30,1.0,275.89435902555635,275.89435902555635,2560.323010489191,2560.373280312316,0.0502698231255119,2216.6386671325627,2216.6386671325627,9.280084665493382,9.280084665493382,201-300,201-300,-0.050269823125290714,-0.001963417229753595,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.050269823125290714,False,False,False,,False
DHNC0021,Dhanmondi,Residential,Res-A,597.3547737671756,0.593499683187066,1.5735730355305488,25.14225263506083,0.36812831116610345,LT-A,657.973080885311,626.8082461668581,0.0,31.164834718453083,0,150,783.5541478212623,0.0,30,upper-middle,154326.830346587,4,3.292968961196623,3.292968961196623,5.964899999999999,11415.952840517373,10875.23727970799,0.0,17.35,30,1.0,657.973080885311,626.8082461668581,8039.176691028153,7471.545523257739,0.11420871300054931,7405.832953360145,6865.123070994989,12.218093603785949,11.919803800021837,601-above,601-above,567.6311677704143,7.060812189933573,540.7155608093835,31.16483471845288,4.73649084192323,0.0,0.0,0.9526350915807674,True,-215.92298005084797,False,True,False,0.7244313227729827,True
DHNC0022,Dhanmondi,Residential,Res-B,597.3547737671756,0.3775815483160288,2.0624570062445944,14.334308694458459,0.2780412155954435,LT-A,133.95380611275885,133.95380611275885,0.0,0.0,0,0,0.0,0.0,0,middle,39560.95363024633,5,0.6353992997170809,0.6353992997170809,1.2202,1138.6317592502992,1138.6317592502992,0.0,8.5,30,1.0,133.95380611275885,133.95380611275885,1066.6485395563727,1066.672946848222,0.02440729184917384,964.6073519584503,964.6073519584503,7.9628087510891294,7.9628087510891294,76-200,76-200,-0.024407291849229296,-0.002288222497297983,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.024407291849229296,False,False,False,,False
DHNC0023,Dhanmondi,Residential,Res-C,597.3547737671756,0.213198259329218,2.8827300304863437,33.724644661196976,0.3274178334648801,LT-A,272.03224092858227,272.03224092858227,0.0,0.0,0,0,0.0,0.0,0,lower-middle,15421.258152628776,3,1.0955845399535906,1.0955845399535906,2.0695,2475.542958569117,2475.542958569117,0.0,9.1,30,1.0,272.03224092858227,272.03224092858227,2381.8330120726037,2381.882578191622,0.04956611901822081,2181.493392450099,2181.493392450099,8.755701176971579,8.755701176971579,201-300,201-300,-0.04956611901843644,-0.002081007306860081,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.04956611901843644,False,False,False,,False
DHNC0024,Dhanmondi,Residential,Res-A,597.3547737671756,0.5438622565982701,2.1514496998727797,19.1830401460924,0.3976973462845833,LT-A,431.11695257040515,431.11695257040515,0.0,0.0,0,0,0.0,0.0,0,upper-middle,101357.95179186048,4,2.596500948654084,2.596500948654084,5.3059,6471.144010514052,6471.144010514052,0.0,15.01,30,1.0,431.11695257040515,431.11695257040515,4292.308920985871,4292.3874734181445,0.07855243227396488,3865.0654580817813,3865.0654580817813,9.956251767401561,9.956251767401561,401-600,401-600,-0.07855243227368192,-0.0018300740631603876,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.07855243227368192,False,False,False,,False
DHNC0025,Dhanmondi,Residential,Res-A,597.3547737671756,0.5916118861150873,3.0040159166063707,19.287078447991448,0.40669407087305026,LT-A,567.3292533741046,550.0859167077014,0.0,17.243336666403255,0,150,332.57358699004686,0.0,30,upper-middle,148933.5771814863,5,3.3153360078658327,3.3153360078658327,6.1248,8515.715464382483,8256.889839166897,0.0,15.01,30,1.0,567.3292533741046,550.0859167077014,6475.196377802576,6203.532999656028,0.10022938429911762,5909.61209314531,5650.789609782598,11.413471699709346,11.277207035947514,401-600,401-600,271.663378146548,4.195446165583935,258.8256252155861,17.243336666403252,3.0393878975658533,0.0,0.0,0.9696061210243414,True,-60.91020884349888,False,True,False,0.8168519352520867,True
DHNC0026,Dhanmondi,Residential,Res-A,597.3547737671756,0.5556293189257726,2.0643005858025623,19.53619905640408,0.4003143373493477,LT-A,470.1141317899835,470.1141317899835,0.0,0.0,0,0,0.0,0.0,0,upper-middle,102517.59120326015,5,3.371064558176016,3.371064558176016,5.2899,7056.498776150431,7056.498776150431,0.0,15.01,30,1.0,470.1141317899835,470.1141317899835,4906.218364076035,4906.304022058813,0.0856579827777376,4450.413118167652,4450.413118167652,10.436228209935656,10.436228209935656,401-600,401-600,-0.08565798277777503,-0.0017459064481306795,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.08565798277777503,False,False,False,,False
DHNC0027,Dhanmondi,Residential,Res-A,597.3547737671756,0.4867852658952684,2.4202441469979568,17.81778807269764,0.42524066546633366,LT-A,275.0476850721528,275.0476850721528,0.0,0.0,0,0,0.0,0.0,0,upper-middle,155912.04588368593,6,1.1719317158741753,1.1719317158741753,3.6559000000000004,2502.98404970998,2502.98404970998,0.0,9.1,30,1.0,275.0476850721528,275.0476850721528,2480.6058208644195,2480.6559364178092,0.050115553389686554,2208.93393415659,2208.93393415659,9.018820937226527,9.018820937226527,201-300,201-300,-0.05011555338978724,-0.0020202949202273264,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.05011555338978724,False,False,False,,False
DHNC0028,Dhanmondi,Residential,Res-A,597.3547737671756,0.61996519333977,1.8398461430494026,16.922215960258317,0.3835220657433097,LT-A,623.2412291604629,574.0001806487462,5.543518859074956,49.241048511716656,25,120,843.4668788166161,0.0,30,upper-middle,105057.52740933542,6,3.2768272328076478,3.2871407562663917,6.095199999999999,10813.348884712344,9959.007720981102,0.0,17.35,30,1.0,623.2412291604629,574.0001806487462,7412.195412230733,6579.132753839923,0.10458672535798927,6803.235325934032,6009.74271153768,11.892979901562885,11.461717938274546,601-above,401-600,833.0626583908106,11.23908116367505,854.341163731242,49.24104851171671,7.900800878986594,-0.010313523458743923,-0.31474114214764687,0.9174341271923494,True,-10.404220425805534,False,True,False,0.9876649330434851,True
DHNC0029,Dhanmondi,Residential,Res-A,597.3547737671756,0.3877822224185491,1.9151285083763858,22.42925195829573,0.42543746447560704,LT-A,624.4129303924487,624.4129303924487,0.0,0.0,0,0,0.0,0.0,0,upper-middle,144519.6067555219,6,3.1068196972156823,3.1068196972156823,4.985199999999999,10833.678114579207,10833.678114579207,0.0,17.35,30,1.0,624.4129303924487,624.4129303924487,7384.589879424435,7384.703651694658,0.1137722702231957,6823.564342308986,6823.564342308986,11.826452528430439,11.826452528430439,601-above,601-above,-0.11377227022330771,-0.001540671480488166,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.11377227022330771,False,False,False,,False
DHNC0030,Dhanmondi,Residential,Res-A,597.3547737671756,0.5028414762307929,2.3198939873165827,19.733661271810234,0.41990902395522134,LT-A,404.32435633914633,404.32435633914633,0.0,0.0,0,0,0.0,0.0,0,upper-middle,106153.87130008996,5,2.1577045951524205,2.1577045951524205,5.2299999999999995,6068.982259290138,6068.982259290138,0.0,15.01,30,1.0,404.32435633914633,404.32435633914633,3866.6970180831154,3866.7706887226686,0.07367063955310003,3462.9085886505864,3462.9085886505864,9.563354167167063,9.563354167167063,401-600,401-600,-0.07367063955325648,-0.0019052602055119933,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.07367063955325648,False,False,False,,False
DHNC0031,Dhanmondi,Residential,Res-A,597.3547737671756,0.4501017239159658,2.000386186131422,20.765947932948635,0.5183352959572349,LT-A,441.85756643749727,441.85756643749727,0.0,0.0,0,0,0.0,0.0,0,upper-middle,164420.88079508737,6,2.7046567135470405,2.7046567135470405,5.1242,6632.362581671789,6632.362581671789,0.0,15.01,30,1.0,441.85756643749727,441.85756643749727,4453.573395838175,4453.65390528313,0.0805094449554316,4026.282072226834,4026.282072226834,10.079205911862896,10.079205911862896,401-600,401-600,-0.08050944495516887,-0.0018077493688642076,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.08050944495516887,False,False,False,,False
DHNC0032,Dhanmondi,Residential,Res-A,597.3547737671756,0.5899478234236094,1.1987759357678045,23.34255452098799,0.38945466751973734,LT-A,349.49508962096536,349.49508962096536,0.0,0.0,0,0,0.0,0.0,0,upper-middle,151810.27950763196,5,1.8606251097774307,1.8606251097774307,5.3008999999999995,3362.2064425290323,3362.2064425290323,0.0,9.62,30,1.0,349.49508962096536,349.49508962096536,3291.5195902613714,3291.583270636717,0.06368037534559892,2912.142762153687,2912.142762153687,9.417927999592475,9.417927999592475,301-400,301-400,-0.06368037534548421,-0.0019346801256749473,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.06368037534548421,False,False,False,,False
DHNC0033,Dhanmondi,Residential,Res-A,597.3547737671756,0.630866255796793,1.8274076021818968,18.19049195254879,0.40568111721098243,LT-A,384.79949945318106,384.09546024396593,0.0,0.7040392092151084,0,4,12.806819569506244,0.0,1,upper-middle,192056.4880951592,6,1.7967119512109364,1.7967119512109364,3.8556,3701.8412978178258,3695.0683123444583,0.0,9.62,30,1.0,384.79949945318106,384.09546024396593,3584.3917039765815,3577.3501887218067,0.06998479750717809,3251.7711847396017,3244.998327546952,9.314959372530831,9.313518575960567,301-400,301-400,7.041515254774822,0.19644937931763576,6.772985473367498,0.7040392092151251,0.18296261045443127,0.0,0.0,0.9981703738954557,True,-5.765304314731422,False,False,False,0.5498254439018618,True
DHNC0034,Dhanmondi,Residential,Res-A,597.3547737671756,0.6192260535940651,2.633587939386754,19.682452953675327,0.4719360101086126,LT-A,320.73820057350525,320.73820057350525,0.0,0.0,0,0,0.0,0.0,0,upper-middle,154781.5376330074,6,1.4470815531004906,1.4470815531004906,3.8059000000000007,3085.5599301922744,3085.5599301922744,0.0,9.62,30,1.0,320.73820057350525,320.73820057350525,2935.1167539929766,2935.1751946681297,0.058440675153244206,2635.5014895171207,2635.5014895171207,9.151129328358007,9.151129328358007,301-400,301-400,-0.058440675153178745,-0.0019910851952882344,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.058440675153178745,False,False,False,,False
DHNC0035,Dhanmondi,Residential,Res-A,597.3547737671756,0.5083908399120235,2.1820544165119893,19.766779548659564,0.3776643895006368,LT-A,541.4722637248677,541.4722637248677,0.0,0.0,0,0,0.0,0.0,0,upper-middle,166744.4203574104,4,2.7252667279185627,2.7252667279185627,5.974899999999999,8127.59733842858,8127.59733842858,0.0,15.01,30,1.0,541.4722637248677,541.4722637248677,6061.066702435777,6061.1653623540915,0.09865991831423507,5521.498678510265,5521.498678510265,11.193678990574334,11.193678990574334,401-600,401-600,-0.0986599183142971,-0.0016277649324441252,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.0986599183142971,False,False,False,,False
DHNC0036,Dhanmondi,Residential,Res-A,597.3547737671756,0.6694184478906218,2.645255280384111,22.031219559416964,0.43559306185384855,LT-A,353.040811548088,353.040811548088,0.0,0.0,0,0,0.0,0.0,0,upper-middle,105475.6400832551,6,2.338062951529534,2.338062951529534,5.1809,3396.3169335225316,3396.3169335225316,0.0,9.62,30,1.0,353.040811548088,353.040811548088,3322.042927447237,3322.1072538771623,0.06432642992517877,2946.252607092607,2946.252607092607,9.409798580736433,9.409798580736433,301-400,301-400,-0.06432642992513138,-0.0019363515562564341,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.06432642992513138,False,False,False,,False
DHNC0037,Dhanmondi,Residential,Res-B,597.3547737671756,0.373662659294406,1.5498417477578863,24.849552099919027,0.3831361657790525,LT-A,89.70684034796955,89.70684034796955,0.0,0.0,0,0,0.0,0.0,0,middle,38741.55515039892,5,0.7117994791378291,0.7117994791378291,2.4604000000000004,762.5244881523777,762.5244881523777,0.0,8.5,30,1.0,89.70684034796955,89.70684034796955,726.4371901056282,726.453535300265,0.016345194636702375,588.5081429577411,588.5081429577411,8.097901868885415,8.097901868885415,76-200,76-200,-0.016345194636755878,-0.0022500492622602635,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.016345194636755878,False,False,False,,False
DHNC0038,Dhanmondi,Residential,Res-B,597.3547737671756,0.3611700969112339,1.1930796815998574,19.39370265168716,0.4024133036902081,LT-A,122.61475577696295,122.61475577696295,0.0,0.0,0,0,0.0,0.0,0,middle,43616.96248348577,5,0.7351805302782848,0.7351805302782848,1.9703,1042.2477653441701,1042.2477653441701,0.0,8.5,30,1.0,122.61475577696295,122.61475577696295,998.5269253093944,998.5492665493794,0.022341239984956726,868.2254241041851,868.2254241041851,8.143611419213862,8.143611419213862,76-200,76-200,-0.02234123998493942,-0.002237419885098939,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.02234123998493942,False,False,False,,False
DHNC0039,Dhanmondi,Residential,Res-B,597.3547737671756,0.46261831626981004,1.8251244820142152,16.311687278592327,0.4964853678372352,LT-A,267.8041982701952,267.8041982701952,0.0,0.0,0,0,0.0,0.0,0,middle,36637.73077401458,4,1.7540977811110463,1.7540977811110463,4.1742,2437.0669999997494,2437.0669999997494,0.0,9.1,30,1.0,267.8041982701952,267.8041982701952,2434.251334471715,2434.3001302126895,0.04879574097441111,2143.0182042587758,2143.0182042587758,9.089668310635409,9.089668310635409,201-300,201-300,-0.04879574097458317,-0.0020045481862772767,0.0,0.0,0.0,0.0,0.0,1.0,True,-0.04879574097458317,False,False,False,,False
