household_id,substation,category,archetype,w_h,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,tariff_class,baseline_kwh,optimised_kwh,energy_shifted_kwh,energy_curtailed_kwh,n_shift_slots,n_curtail_slots,discomfort_J2_tk,incentive_received_tk,n_dr_events,income_band,monthly_income_bdt,household_size,peak_baseline_kw,peak_optimised_kw,connected_load_kw,J1_baseline_tk,J1_optimised_tk,rebate_tk,marginal_rate_tk_per_kwh,period_days,scale_to_30d,baseline_kwh_30d,optimised_kwh_30d,bill_baseline_tk,bill_optimised_tk,surcharge_tk,energy_charge_baseline_tk,energy_charge_optimised_tk,eff_rate_baseline,eff_rate_optimised,slab_baseline,slab_optimised,saving_tk,saving_pct,J1_saving_tk,energy_saving_kwh,energy_saving_pct,peak_reduction_kw,peak_reduction_pct,qoe,qoe_ok,net_benefit_tk,gained_unweighted,gained_lambda,gained,saving_per_discomfort,participated
DHNC0027,Dhanmondi,Residential,Res-A,597.3547737671756,0.4867852658952684,2.4202441469979568,17.81778807269764,0.42524066546633366,LT-A,275.0476850721528,261.3829833470312,0.0,13.664701725121564,0,283,243.47475941484186,40.994105175364695,10,upper-middle,155912.04588368593,6,1.1719317158741753,1.1719317158741753,3.6559000000000004,2502.9339341565897,2337.5910432826195,40.994105175364695,9.1,30,1.0,275.0476850721528,261.3829833470312,2480.6058208644195,2350.039595880883,0.0,2208.93393415659,2084.585148457984,9.018820937226527,8.990790317672664,201-300,201-300,130.56622498353636,5.263481359486523,165.3428908739702,13.664701725121574,4.968120972018702,0.0,0.0,0.950318790279813,True,-71.9144292559408,False,False,False,0.5362618502933706,True
DHNC0028,Dhanmondi,Residential,Res-A,597.3547737671756,0.61996519333977,1.8398461430494026,16.922215960258317,0.3835220657433097,LT-A,623.2412291604629,592.814143315161,0.0,30.42708584530185,0,264,514.8937177155169,91.28125753590554,10,upper-middle,105057.52740933542,6,3.2768272328076478,3.2768272328076478,6.095199999999999,10813.235325934029,10194.04412898214,91.28125753590554,17.35,30,1.0,623.2412291604629,592.814143315161,7412.195412230733,6875.545625718595,0.0,6803.235325934032,6292.140291160566,11.892979901562885,11.598147080750925,601-above,401-600,536.6497865121382,7.240092262362941,619.1911969518897,30.427085845301917,4.882072048777761,0.0,0.0,0.9511792795122225,True,113.03732633252685,True,True,True,1.0422535137797928,True
DHNC0029,Dhanmondi,Residential,Res-A,597.3547737671756,0.3877822224185491,1.9151285083763858,22.42925195829573,0.42543746447560704,LT-A,624.4129303924487,593.8577650333672,0.0,30.55516535908154,0,163,685.3295024662294,91.6654960772446,10,upper-middle,144519.6067555219,6,3.1068196972156823,3.1068196972156823,4.985199999999999,10833.564342308986,10211.766727251672,91.6654960772446,17.35,30,1.0,624.4129303924487,593.8577650333672,7384.589879424435,6843.0426258083835,0.0,6823.564342308986,6307.805053150842,11.826452528430439,11.523033003405946,601-above,401-600,541.5472536160514,7.333477721287623,621.797615057314,30.55516535908157,4.8934229052363465,0.0,0.0,0.9510657709476366,True,-52.11675277293341,False,False,False,0.7901998260212604,True
DHNC0030,Dhanmondi,Residential,Res-A,597.3547737671756,0.5028414762307929,2.3198939873165827,19.733661271810234,0.41990902395522134,LT-A,404.32435633914633,384.54036710789075,0.0,19.783989231255475,0,168,390.41054209473697,59.351967693766426,10,upper-middle,106153.87130008996,5,2.1577045951524205,2.1577045951524205,5.2299999999999995,6068.908588650584,5712.598942595674,59.351967693766426,15.01,30,1.0,404.32435633914633,384.54036710789075,3866.6970180831154,3642.385248156804,0.0,3462.9085886505864,3249.278331577909,9.563354167167063,9.47204912595004,401-600,301-400,224.31176992631117,5.801120927688096,356.30964605490954,19.78398923125559,4.893098553444756,0.0,0.0,0.9510690144655527,True,-106.74680447465937,False,False,False,0.5745535679512458,True
DHNC0031,Dhanmondi,Residential,Res-A,597.3547737671756,0.4501017239159658,2.000386186131422,20.765947932948635,0.5183352959572349,LT-A,441.85756643749727,420.2568543612267,0.0,21.60071207627049,0,146,448.5592622904478,64.80213622881148,10,upper-middle,164420.88079508737,6,2.7046567135470405,2.7046567135470405,5.1242,6632.282072226834,6243.2532477332015,64.80213622881148,15.01,30,1.0,441.85756643749727,420.2568543612267,4453.573395838175,4113.135373160113,0.0,4026.282072226834,3702.055383962013,10.079205911862896,9.787194023074083,401-600,401-600,340.4380226780622,7.644154309799824,389.0288244936328,21.600712076270554,4.888614276864732,0.0,0.0,0.9511138572313529,True,-43.31910338357409,False,False,False,0.7589588518130393,True
DHNC0032,Dhanmondi,Residential,Res-A,597.3547737671756,0.5899478234236094,1.1987759357678045,23.34255452098799,0.38945466751973734,LT-A,349.49508962096536,332.37257944393014,0.0,17.122510177035213,0,159,399.6831273436161,51.36753053110563,10,upper-middle,151810.27950763196,5,1.8606251097774307,1.8606251097774307,5.3008999999999995,3362.1427621536864,3146.0566837195024,51.36753053110563,9.62,30,1.0,349.49508962096536,332.37257944393014,3291.5195902613714,3118.565114963138,0.0,2912.142762153687,2747.4242142506077,9.417927999592475,9.382738853429474,301-400,301-400,172.95447529823332,5.254547954384176,216.08607843418395,17.122510177035224,4.899213375388175,0.0,0.0,0.9510078662461183,True,-175.36112151427716,False,False,False,0.43272898820555084,True
DHNC0033,Dhanmondi,Residential,Res-A,597.3547737671756,0.630866255796793,1.8274076021818968,18.19049195254879,0.40568111721098243,LT-A,384.79949945318106,365.89833695885284,0.0,18.901162494328112,0,243,343.8214442468925,56.703487482984336,10,upper-middle,192056.4880951592,6,1.7967119512109364,1.7967119512109364,3.8556,3701.7711847396004,3463.23851406118,56.703487482984336,9.62,30,1.0,384.79949945318106,365.89833695885284,3584.3917039765815,3393.4710616213724,0.0,3251.7711847396017,3069.942001544164,9.314959372530831,9.274354974734377,301-400,301-400,190.9206423552091,5.326444711480576,238.53267067842035,18.90116249432822,4.911950904610764,0.0,0.0,0.9508804909538926,True,-96.19731440869904,False,True,False,0.5552900947566032,True
DHNC0034,Dhanmondi,Residential,Res-A,597.3547737671756,0.6192260535940651,2.633587939386754,19.682452953675327,0.4719360101086126,LT-A,320.73820057350525,304.9685895482745,0.0,15.769611025230725,0,182,310.3846271018635,47.30883307569218,10,upper-middle,154781.5376330074,6,1.4470815531004906,1.4470815531004906,3.8059000000000007,3085.501489517121,2886.488998378709,47.30883307569218,9.62,30,1.0,320.73820057350525,304.9685895482745,2935.1167539929766,2775.8279130271208,0.0,2635.5014895171207,2483.7978314544007,9.151129328358007,9.102012496233568,301-400,301-400,159.2888409658558,5.427001864547871,199.01249113841232,15.769611025230745,4.916661313505355,0.0,0.0,0.9508333868649466,True,-103.78695306031551,False,True,False,0.5131982290913514,True
DHNC0035,Dhanmondi,Residential,Res-A,597.3547737671756,0.5083908399120235,2.1820544165119893,19.766779548659564,0.3776643895006368,LT-A,541.4722637248677,515.147673656199,0.0,26.324590068668787,0,230,520.3523685962087,78.97377020600636,10,upper-middle,166744.4203574104,4,2.7252667279185627,2.7252667279185627,5.974899999999999,8127.498678510266,7653.392811373539,78.97377020600636,15.01,30,1.0,541.4722637248677,515.147673656199,6061.066702435777,5646.178000658523,0.0,5521.498678510265,5126.366581579547,11.193678990574334,10.960309614882759,401-600,401-600,414.888701777254,6.845143308033907,474.1058671367264,26.324590068668726,4.8616691624383455,0.0,0.0,0.9513833083756165,True,-26.48989661294837,False,False,False,0.7973225967944155,True
DHNC0036,Dhanmondi,Residential,Res-A,597.3547737671756,0.6694184478906218,2.645255280384111,22.031219559416964,0.43559306185384855,LT-A,353.040811548088,335.8051261820702,0.0,17.235685366017798,0,219,379.72316855576804,51.70705609805339,10,upper-middle,105475.6400832551,6,2.338062951529534,2.338062951529534,5.1809,3396.2526070926065,3178.738257773462,51.70705609805339,9.62,30,1.0,353.040811548088,335.8051261820702,3322.042927447237,3147.945269565091,0.0,2946.252607092607,2780.4453138715153,9.409798580736433,9.374321664935831,301-400,301-400,174.097657882146,5.240680559655747,217.51434931914446,17.235685366017833,4.88206598280781,0.0,0.0,0.951179340171922,True,-153.91845457556866,False,True,False,0.4584857398728283,True
DHNC0037,Dhanmondi,Residential,Res-B,597.3547737671756,0.373662659294406,1.5498417477578863,24.849552099919027,0.3831361657790525,LT-A,89.70684034796955,89.70684034796955,0.0,0.0,0,0,0.0,0.0,0,middle,38741.55515039892,5,0.7117994791378291,0.7117994791378291,2.4604000000000004,762.508142957741,762.508142957741,0.0,8.5,30,1.0,89.70684034796955,89.70684034796955,726.4371901056282,726.4371901056282,0.0,588.5081429577411,588.5081429577411,8.097901868885415,8.097901868885415,76-200,76-200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,0.0,False,False,False,,False
