entity_id,kind,substation,date,chi,gcs_score,pool,rank,equation,id
DHNC0029-A05,ap,Dhanmondi,2026-06-30,0.5515440124923369,0.5515440124923369,PH,28,"(49),(53)",PE-DHNC0029-A05-2026-06-30
DHNC0086-A06,ap,Dhanmondi,2026-06-30,0.5515248155043261,0.5515248155043261,PH,29,"(49),(53)",PE-DHNC0086-A06-2026-06-30
DHNC0259-A04,ap,Dhanmondi,2026-06-30,0.5515207237104356,0.5515207237104356,PH,30,"(49),(53)",PE-DHNC0259-A04-2026-06-30
DHNC0045-A06,ap,Dhanmondi,2026-06-30,0.5515054782611253,0.5515054782611253,PH,31,"(49),(53)",PE-DHNC0045-A06-2026-06-30
DHNC0251-A04,ap,Dhanmondi,2026-06-30,0.5514985657472377,0.5514985657472377,PH,32,"(49),(53)",PE-DHNC0251-A04-2026-06-30
DHNC0036-A06,ap,Dhanmondi,2026-06-30,0.5514653422454405,0.5514653422454405,PH,33,"(49),(53)",PE-DHNC0036-A06-2026-06-30
DHNC0148-A06,ap,Dhanmondi,2026-06-30,0.55146033698869,0.55146033698869,PH,34,"(49),(53)",PE-DHNC0148-A06-2026-06-30
DHNC0113-A06,ap,Dhanmondi,2026-06-30,0.5514589215128133,0.5514589215128133,PH,35,"(49),(53)",PE-DHNC0113-A06-2026-06-30
DHNC0206-A04,ap,Dhanmondi,2026-06-30,0.5514457350436459,0.5514457350436459,PH,36,"(49),(53)",PE-DHNC0206-A04-2026-06-30
DHNC0065-A05,ap,Dhanmondi,2026-06-30,0.5514372325052078,0.5514372325052078,PH,37,"(49),(53)",PE-DHNC0065-A05-2026-06-30
DHNC0234-A04,ap,Dhanmondi,2026-06-30,0.5514325374732539,0.5514325374732539,PH,38,"(49),(53)",PE-DHNC0234-A04-2026-06-30
DHNC0025-A06,ap,Dhanmondi,2026-06-30,0.551417414275427,0.551417414275427,PH,39,"(49),(53)",PE-DHNC0025-A06-2026-06-30
DHNC0097-A05,ap,Dhanmondi,2026-06-30,0.5514164664788448,0.5514164664788448,PH,40,"(49),(53)",PE-DHNC0097-A05-2026-06-30
DHNC0079-A06,ap,Dhanmondi,2026-06-30,0.5513982967736112,0.5513982967736112,PH,41,"(49),(53)",PE-DHNC0079-A06-2026-06-30
DHNC0220-A04,ap,Dhanmondi,2026-06-30,0.5513940574570618,0.5513940574570618,PH,42,"(49),(53)",PE-DHNC0220-A04-2026-06-30
DHNC0179-A06,ap,Dhanmondi,2026-06-30,0.5513761551257916,0.5513761551257916,PH,43,"(49),(53)",PE-DHNC0179-A06-2026-06-30
DHNC0153-A06,ap,Dhanmondi,2026-06-30,0.5513620151268838,0.5513620151268838,PH,44,"(49),(53)",PE-DHNC0153-A06-2026-06-30
DHNC0222-A03,ap,Dhanmondi,2026-06-30,0.5513602951590029,0.5513602951590029,PH,45,"(49),(53)",PE-DHNC0222-A03-2026-06-30
DHNC0124-A04,ap,Dhanmondi,2026-06-30,0.5513473290281881,0.5513473290281881,PH,46,"(49),(53)",PE-DHNC0124-A04-2026-06-30
DHNC0278-A04,ap,Dhanmondi,2026-06-30,0.5513306694033171,0.5513306694033171,PH,47,"(49),(53)",PE-DHNC0278-A04-2026-06-30
DHNC0071-A05,ap,Dhanmondi,2026-06-30,0.5513297508472091,0.5513297508472091,PH,48,"(49),(53)",PE-DHNC0071-A05-2026-06-30
DHNC0083-A07,ap,Dhanmondi,2026-06-30,0.5513288564398544,0.5513288564398544,PH,49,"(49),(53)",PE-DHNC0083-A07-2026-06-30
DHNC0299-A02,ap,Dhanmondi,2026-06-30,0.551327953793296,0.551327953793296,PH,50,"(49),(53)",PE-DHNC0299-A02-2026-06-30
KLNC0093-A06,ap,Kalyanpur,2026-07-01,0.5035799790342744,0.5035799790342744,PH,1,"(49),(53)",PE-KLNC0093-A06-2026-07-01
KLNC0022-A06,ap,Kalyanpur,2026-07-01,0.5035319528705161,0.5035319528705161,PH,2,"(49),(53)",PE-KLNC0022-A06-2026-07-01
KLNC0185-A06,ap,Kalyanpur,2026-07-01,0.5034171245826263,0.5034171245826263,PH,3,"(49),(53)",PE-KLNC0185-A06-2026-07-01
KLNC0044-A06,ap,Kalyanpur,2026-07-01,0.5032459233790161,0.5032459233790161,PH,4,"(49),(53)",PE-KLNC0044-A06-2026-07-01
KLNC0184-A05,ap,Kalyanpur,2026-07-01,0.5032226384185234,0.5032226384185234,PH,5,"(49),(53)",PE-KLNC0184-A05-2026-07-01
DHNC0194-A06,ap,Dhanmondi,2026-07-01,0.503167076106718,0.503167076106718,PH,6,"(49),(53)",PE-DHNC0194-A06-2026-07-01
KLNC0204-A05,ap,Kalyanpur,2026-07-01,0.5031666731699157,0.5031666731699157,PH,7,"(49),(53)",PE-KLNC0204-A05-2026-07-01
KLNC0170-A05,ap,Kalyanpur,2026-07-01,0.5031219743966783,0.5031219743966783,PH,8,"(49),(53)",PE-KLNC0170-A05-2026-07-01
KLNC0167-A05,ap,Kalyanpur,2026-07-01,0.503070415296963,0.503070415296963,PH,9,"(49),(53)",PE-KLNC0167-A05-2026-07-01
DHNC0058-A06,ap,Dhanmondi,2026-07-01,0.5029908240649985,0.5029908240649985,PH,10,"(49),(53)",PE-DHNC0058-A06-2026-07-01
KLNC0040-A06,ap,Kalyanpur,2026-07-01,0.5029320566990436,0.5029320566990436,PH,11,"(49),(53)",PE-KLNC0040-A06-2026-07-01
DHNC0271-A03,ap,Dhanmondi,2026-07-01,0.5028007376376151,0.5028007376376151,PH,12,"(49),(53)",PE-DHNC0271-A03-2026-07-01
KLNC0060-A05,ap,Kalyanpur,2026-07-01,0.5026998086577613,0.5026998086577613,PH,13,"(49),(53)",PE-KLNC0060-A05-2026-07-01
KLNC0067-A05,ap,Kalyanpur,2026-07-01,0.5026923256862339,0.5026923256862339,PH,14,"(49),(53)",PE-KLNC0067-A05-2026-07-01
DHNC0011-A04,ap,Dhanmondi,2026-07-01,0.5026902948849272,0.5026902948849272,PH,15,"(49),(53)",PE-DHNC0011-A04-2026-07-01
DHNC0038-A05,ap,Dhanmondi,2026-07-01,0.5025572026302986,0.5025572026302986,PH,16,"(49),(53)",PE-DHNC0038-A05-2026-07-01
KLNC0127-A05,ap,Kalyanpur,2026-07-01,0.5025507448853289,0.5025507448853289,PH,17,"(49),(53)",PE-KLNC0127-A05-2026-07-01
KLNC0187-A07,ap,Kalyanpur,2026-07-01,0.5025429888789364,0.5025429888789364,PH,18,"(49),(53)",PE-KLNC0187-A07-2026-07-01
KLNC0230-A06,ap,Kalyanpur,2026-07-01,0.5025413219590933,0.5025413219590933,PH,19,"(49),(53)",PE-KLNC0230-A06-2026-07-01
KLNC0036-A05,ap,Kalyanpur,2026-07-01,0.5025321123667809,0.5025321123667809,PH,20,"(49),(53)",PE-KLNC0036-A05-2026-07-01
KLNC0107-A06,ap,Kalyanpur,2026-07-01,0.502476484841879,0.502476484841879,PH,21,"(49),(53)",PE-KLNC0107-A06-2026-07-01
DHNC0289-A04,ap,Dhanmondi,2026-07-01,0.5024685297601044,0.5024685297601044,PH,22,"(49),(53)",PE-DHNC0289-A04-2026-07-01
KLNC0057-A06,ap,Kalyanpur,2026-07-01,0.5024436634392341,0.5024436634392341,PH,23,"(49),(53)",PE-KLNC0057-A06-2026-07-01
KLNC0045-A05,ap,Kalyanpur,2026-07-01,0.5024336435228585,0.5024336435228585,PH,24,"(49),(53)",PE-KLNC0045-A05-2026-07-01
KLNC0234-A05,ap,Kalyanpur,2026-07-01,0.5023849878343294,0.5023849878343294,PH,25,"(49),(53)",PE-KLNC0234-A05-2026-07-01
KLNC0183-A06,ap,Kalyanpur,2026-07-01,0.502352048909554,0.502352048909554,PH,26,"(49),(53)",PE-KLNC0183-A06-2026-07-01
DHNC0001-A06,ap,Dhanmondi,2026-07-01,0.5022167017804687,0.5022167017804687,PH,27,"(49),(53)",PE-DHNC0001-A06-2026-07-01
KLNC0138-A05,ap,Kalyanpur,2026-07-01,0.5021875364237928,0.5021875364237928,PH,28,"(49),(53)",PE-KLNC0138-A05-2026-07-01
DHNC0061-A05,ap,Dhanmondi,2026-07-01,0.5021674124667691,0.5021674124667691,PH,29,"(49),(53)",PE-DHNC0061-A05-2026-07-01
DHNC0063-A06,ap,Dhanmondi,2026-07-01,0.5021527280215227,0.5021527280215227,PH,30,"(49),(53)",PE-DHNC0063-A06-2026-07-01
KLNC0017-A05,ap,Kalyanpur,2026-07-01,0.5021467696519829,0.5021467696519829,PH,31,"(49),(53)",PE-KLNC0017-A05-2026-07-01
DHNC0202-A05,ap,Dhanmondi,2026-07-01,0.5021397538945219,0.5021397538945219,PH,32,"(49),(53)",PE-DHNC0202-A05-2026-07-01
KLNC0242-A04,ap,Kalyanpur,2026-07-01,0.5020748198699614,0.5020748198699614,PH,33,"(49),(53)",PE-KLNC0242-A04-2026-07-01
KLNC0105-A06,ap,Kalyanpur,2026-07-01,0.5020470757615687,0.5020470757615687,PH,34,"(49),(53)",PE-KLNC0105-A06-2026-07-01
KLNC0018-A05,ap,Kalyanpur,2026-07-01,0.5020373702710059,0.5020373702710059,PH,35,"(49),(53)",PE-KLNC0018-A05-2026-07-01
KLNC0128-A05,ap,Kalyanpur,2026-07-01,0.50203083145747,0.50203083145747,PH,36,"(49),(53)",PE-KLNC0128-A05-2026-07-01
KLNC0294-A02,ap,Kalyanpur,2026-07-01,0.5020249878165711,0.5020249878165711,PH,37,"(49),(53)",PE-KLNC0294-A02-2026-07-01
DHNC0258-A04,ap,Dhanmondi,2026-07-01,0.5020099952943864,0.5020099952943864,PH,38,"(49),(53)",PE-DHNC0258-A04-2026-07-01
DHNC0138-A06,ap,Dhanmondi,2026-07-01,0.5020084126436389,0.5020084126436389,PH,39,"(49),(53)",PE-DHNC0138-A06-2026-07-01
KLNC0305-A03,ap,Kalyanpur,2026-07-01,0.5019896398209792,0.5019896398209792,PH,40,"(49),(53)",PE-KLNC0305-A03-2026-07-01
DHNC0021-A06,ap,Dhanmondi,2026-07-01,0.5019850358738709,0.5019850358738709,PH,41,"(49),(53)",PE-DHNC0021-A06-2026-07-01
KLNC0163-A05,ap,Kalyanpur,2026-07-01,0.5019847108495334,0.5019847108495334,PH,42,"(49),(53)",PE-KLNC0163-A05-2026-07-01
DHNC0230-A04,ap,Dhanmondi,2026-07-01,0.5019767972294443,0.5019767972294443,PH,43,"(49),(53)",PE-DHNC0230-A04-2026-07-01
DHNC0081-A06,ap,Dhanmondi,2026-07-01,0.501957984571607,0.501957984571607,PH,44,"(49),(53)",PE-DHNC0081-A06-2026-07-01
DHNC0156-A06,ap,Dhanmondi,2026-07-01,0.5019194288687842,0.5019194288687842,PH,45,"(49),(53)",PE-DHNC0156-A06-2026-07-01
DHNC0183-A05,ap,Dhanmondi,2026-07-01,0.5018988409811438,0.5018988409811438,PH,46,"(49),(53)",PE-DHNC0183-A05-2026-07-01
KLNC0150-A06,ap,Kalyanpur,2026-07-01,0.5018879625837485,0.5018879625837485,PH,47,"(49),(53)",PE-KLNC0150-A06-2026-07-01
KLNC0172-A06,ap,Kalyanpur,2026-07-01,0.5018681889269796,0.5018681889269796,PH,48,"(49),(53)",PE-KLNC0172-A06-2026-07-01
DHNC0028-A06,ap,Dhanmondi,2026-07-01,0.5018600509924698,0.5018600509924698,PH,49,"(49),(53)",PE-DHNC0028-A06-2026-07-01
DHNC0119-A06,ap,Dhanmondi,2026-07-01,0.5018485612681973,0.5018485612681973,PH,50,"(49),(53)",PE-DHNC0119-A06-2026-07-01
KLNC0093-A06,ap,Kalyanpur,2026-07-02,0.5035856435841078,0.5035856435841078,PH,1,"(49),(53)",PE-KLNC0093-A06-2026-07-02
KLNC0022-A06,ap,Kalyanpur,2026-07-02,0.5035374036100494,0.5035374036100494,PH,2,"(49),(53)",PE-KLNC0022-A06-2026-07-02
KLNC0185-A06,ap,Kalyanpur,2026-07-02,0.5034230050926457,0.5034230050926457,PH,3,"(49),(53)",PE-KLNC0185-A06-2026-07-02
KLNC0044-A06,ap,Kalyanpur,2026-07-02,0.5032508750273311,0.5032508750273311,PH,4,"(49),(53)",PE-KLNC0044-A06-2026-07-02
KLNC0184-A05,ap,Kalyanpur,2026-07-02,0.5032274929317447,0.5032274929317447,PH,5,"(49),(53)",PE-KLNC0184-A05-2026-07-02
DHNC0194-A06,ap,Dhanmondi,2026-07-02,0.5031717704940536,0.5031717704940536,PH,6,"(49),(53)",PE-DHNC0194-A06-2026-07-02
KLNC0204-A05,ap,Kalyanpur,2026-07-02,0.5031714465067233,0.5031714465067233,PH,7,"(49),(53)",PE-KLNC0204-A05-2026-07-02
KLNC0170-A05,ap,Kalyanpur,2026-07-02,0.5031266010711407,0.5031266010711407,PH,8,"(49),(53)",PE-KLNC0170-A05-2026-07-02
KLNC0167-A05,ap,Kalyanpur,2026-07-02,0.5030749238981709,0.5030749238981709,PH,9,"(49),(53)",PE-KLNC0167-A05-2026-07-02
DHNC0058-A06,ap,Dhanmondi,2026-07-02,0.5029952090805416,0.5029952090805416,PH,10,"(49),(53)",PE-DHNC0058-A06-2026-07-02
KLNC0040-A06,ap,Kalyanpur,2026-07-02,0.5029366513646679,0.5029366513646679,PH,11,"(49),(53)",PE-KLNC0040-A06-2026-07-02
DHNC0271-A03,ap,Dhanmondi,2026-07-02,0.5028045429728701,0.5028045429728701,PH,12,"(49),(53)",PE-DHNC0271-A03-2026-07-02
KLNC0060-A05,ap,Kalyanpur,2026-07-02,0.5027041465694326,0.5027041465694326,PH,13,"(49),(53)",PE-KLNC0060-A05-2026-07-02
KLNC0067-A05,ap,Kalyanpur,2026-07-02,0.5026962384582035,0.5026962384582035,PH,14,"(49),(53)",PE-KLNC0067-A05-2026-07-02
DHNC0011-A04,ap,Dhanmondi,2026-07-02,0.5026941254310597,0.5026941254310597,PH,15,"(49),(53)",PE-DHNC0011-A04-2026-07-02
DHNC0038-A05,ap,Dhanmondi,2026-07-02,0.5025611031675671,0.5025611031675671,PH,16,"(49),(53)",PE-DHNC0038-A05-2026-07-02
KLNC0127-A05,ap,Kalyanpur,2026-07-02,0.5025546614143651,0.5025546614143651,PH,17,"(49),(53)",PE-KLNC0127-A05-2026-07-02
KLNC0187-A07,ap,Kalyanpur,2026-07-02,0.5025469388442545,0.5025469388442545,PH,18,"(49),(53)",PE-KLNC0187-A07-2026-07-02
KLNC0230-A06,ap,Kalyanpur,2026-07-02,0.5025452453009219,0.5025452453009219,PH,19,"(49),(53)",PE-KLNC0230-A06-2026-07-02
KLNC0036-A05,ap,Kalyanpur,2026-07-02,0.5025360528858073,0.5025360528858073,PH,20,"(49),(53)",PE-KLNC0036-A05-2026-07-02
KLNC0107-A06,ap,Kalyanpur,2026-07-02,0.5024804361965997,0.5024804361965997,PH,21,"(49),(53)",PE-KLNC0107-A06-2026-07-02
DHNC0289-A04,ap,Dhanmondi,2026-07-02,0.502471901630616,0.502471901630616,PH,22,"(49),(53)",PE-DHNC0289-A04-2026-07-02
KLNC0057-A06,ap,Kalyanpur,2026-07-02,0.502447669629135,0.502447669629135,PH,23,"(49),(53)",PE-KLNC0057-A06-2026-07-02
KLNC0045-A05,ap,Kalyanpur,2026-07-02,0.5024373790757096,0.5024373790757096,PH,24,"(49),(53)",PE-KLNC0045-A05-2026-07-02
KLNC0234-A05,ap,Kalyanpur,2026-07-02,0.5023886403907313,0.5023886403907313,PH,25,"(49),(53)",PE-KLNC0234-A05-2026-07-02
KLNC0183-A06,ap,Kalyanpur,2026-07-02,0.5023556940750213,0.5023556940750213,PH,26,"(49),(53)",PE-KLNC0183-A06-2026-07-02
DHNC0001-A06,ap,Dhanmondi,2026-07-02,0.5022200890682412,0.5022200890682412,PH,27,"(49),(53)",PE-DHNC0001-A06-2026-07-02
KLNC0138-A05,ap,Kalyanpur,2026-07-02,0.5021908607154199,0.5021908607154199,PH,28,"(49),(53)",PE-KLNC0138-A05-2026-07-02
DHNC0061-A05,ap,Dhanmondi,2026-07-02,0.5021706877672544,0.5021706877672544,PH,29,"(49),(53)",PE-DHNC0061-A05-2026-07-02
DHNC0063-A06,ap,Dhanmondi,2026-07-02,0.5021561146212755,0.5021561146212755,PH,30,"(49),(53)",PE-DHNC0063-A06-2026-07-02
KLNC0017-A05,ap,Kalyanpur,2026-07-02,0.5021500044822449,0.5021500044822449,PH,31,"(49),(53)",PE-KLNC0017-A05-2026-07-02
DHNC0202-A05,ap,Dhanmondi,2026-07-02,0.5021429507314328,0.5021429507314328,PH,32,"(49),(53)",PE-DHNC0202-A05-2026-07-02
KLNC0242-A04,ap,Kalyanpur,2026-07-02,0.502078157264705,0.502078157264705,PH,33,"(49),(53)",PE-KLNC0242-A04-2026-07-02
KLNC0105-A06,ap,Kalyanpur,2026-07-02,0.5020503979867758,0.5020503979867758,PH,34,"(49),(53)",PE-KLNC0105-A06-2026-07-02
KLNC0018-A05,ap,Kalyanpur,2026-07-02,0.5020407201933551,0.5020407201933551,PH,35,"(49),(53)",PE-KLNC0018-A05-2026-07-02
KLNC0128-A05,ap,Kalyanpur,2026-07-02,0.5020342247163856,0.5020342247163856,PH,36,"(49),(53)",PE-KLNC0128-A05-2026-07-02
KLNC0294-A02,ap,Kalyanpur,2026-07-02,0.5020279455388654,0.5020279455388654,PH,37,"(49),(53)",PE-KLNC0294-A02-2026-07-02
DHNC0258-A04,ap,Dhanmondi,2026-07-02,0.5020128088894482,0.5020128088894482,PH,38,"(49),(53)",PE-DHNC0258-A04-2026-07-02
DHNC0138-A06,ap,Dhanmondi,2026-07-02,0.5020115184246305,0.5020115184246305,PH,39,"(49),(53)",PE-DHNC0138-A06-2026-07-02
KLNC0305-A03,ap,Kalyanpur,2026-07-02,0.5019925898498223,0.5019925898498223,PH,40,"(49),(53)",PE-KLNC0305-A03-2026-07-02
DHNC0021-A06,ap,Dhanmondi,2026-07-02,0.501987929316547,0.501987929316547,PH,41,"(49),(53)",PE-DHNC0021-A06-2026-07-02
KLNC0163-A05,ap,Kalyanpur,2026-07-02,0.5019879026615237,0.5019879026615237,PH,42,"(49),(53)",PE-KLNC0163-A05-2026-07-02
DHNC0230-A04,ap,Dhanmondi,2026-07-02,0.5019797477971422,0.5019797477971422,PH,43,"(49),(53)",PE-DHNC0230-A04-2026-07-02
DHNC0081-A06,ap,Dhanmondi,2026-07-02,0.5019609983285748,0.5019609983285748,PH,44,"(49),(53)",PE-DHNC0081-A06-2026-07-02
DHNC0156-A06,ap,Dhanmondi,2026-07-02,0.501922437961371,0.501922437961371,PH,45,"(49),(53)",PE-DHNC0156-A06-2026-07-02
DHNC0183-A05,ap,Dhanmondi,2026-07-02,0.5019016859737095,0.5019016859737095,PH,46,"(49),(53)",PE-DHNC0183-A05-2026-07-02
KLNC0150-A06,ap,Kalyanpur,2026-07-02,0.5018911232601662,0.5018911232601662,PH,47,"(49),(53)",PE-KLNC0150-A06-2026-07-02
KLNC0172-A06,ap,Kalyanpur,2026-07-02,0.5018713469545648,0.5018713469545648,PH,48,"(49),(53)",PE-KLNC0172-A06-2026-07-02
DHNC0028-A06,ap,Dhanmondi,2026-07-02,0.5018631781561984,0.5018631781561984,PH,49,"(49),(53)",PE-DHNC0028-A06-2026-07-02
DHNC0119-A06,ap,Dhanmondi,2026-07-02,0.5018514763490821,0.5018514763490821,PH,50,"(49),(53)",PE-DHNC0119-A06-2026-07-02
