household_id,substation,category,archetype,w_h,represents_population,lambda_h,gamma_sh_h,gamma_cu_h,y_max_h,connected_load_kw,n_appliances,tariff_class,id
DHNC0013,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3915077362892898,1.524851568374287,18.5992688759111,0.3843334496920734,1.195,6,LT-A,DHNC0013
DHNC0014,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.36902077316078064,0.7955684821579617,15.397737546272936,0.46319268472055414,3.5551000000000004,9,LT-A,DHNC0014
DHNC0015,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5714789986440996,1.5075346950096113,24.231295859235075,0.5204410757988093,3.9000000000000004,9,LT-A,DHNC0015
DHNC0016,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5416387159827546,1.0228439314215705,23.81092409961633,0.4116945400745224,4.4962,9,LT-A,DHNC0016
DHNC0017,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.17081594150314702,2.4664128596869523,26.455870418199734,0.31032692758915814,1.1295,4,LT-A,DHNC0017
DHNC0018,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.575028765612648,2.197908568222487,17.259161092491286,0.4889921616896839,5.945099999999999,10,LT-A,DHNC0018
DHNC0019,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5590035105538307,1.7186876877624453,20.829075826963038,0.40224982004657134,4.1309000000000005,9,LT-A,DHNC0019
DHNC0020,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.33135484885745176,1.721005366241059,23.971183049516252,0.37614283317146147,2.2202,7,LT-A,DHNC0020
DHNC0021,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5043676296708068,1.9360559785324924,19.204278178566046,0.40858818138727016,6.095899999999999,10,LT-A,DHNC0021
DHNC0022,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.24618910663622745,1.3278396925084193,20.97859849235345,0.3241026643548578,3.3994999999999997,8,LT-A,DHNC0022
DHNC0023,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.4966541331235024,1.9602222920436079,16.964609160053417,0.3662078765911866,4.175,9,LT-A,DHNC0023
DHNC0024,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6136354036874516,1.9107707947313308,19.75491612223431,0.3505733907306898,3.8311000000000006,9,LT-A,DHNC0024
DHNC0025,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6254087489698987,2.305279200766038,19.91911104031186,0.40768669340742064,5.1888000000000005,9,LT-A,DHNC0025
DHNC0026,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.295143725594001,1.8086529583927473,20.41653380235361,0.42953999476164406,3.4705,9,LT-A,DHNC0026
DHNC0027,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2626563606401882,1.1382357781615933,21.651374637645965,0.29938252505440743,2.1554,7,LT-A,DHNC0027
DHNC0028,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6231867019263932,2.1020175854548864,15.879759404083655,0.3659910449943039,4.6756,10,LT-A,DHNC0028
DHNC0029,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6115283410174804,1.7241812719652938,21.16724678386167,0.4715905239614161,4.939799999999999,9,LT-A,DHNC0029
DHNC0030,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5985967213429374,2.3448462998751674,23.51685486995342,0.3923974768803705,3.0156,8,LT-A,DHNC0030
DHNC0031,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.41306866490988464,1.7359090436115716,17.6440921230562,0.26887489952612365,2.8604,8,LT-A,DHNC0031
DHNC0032,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5530866933076084,2.357085641444968,15.698012679829318,0.4213454867649975,4.3599,10,LT-A,DHNC0032
DHNC0033,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.71743529488715,2.0815102893415993,25.71037456215485,0.491572080714495,4.660099999999999,9,LT-A,DHNC0033
DHNC0034,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.20731337762910307,3.2034427600926874,32.38920141289106,0.34738693738113186,1.3245000000000002,5,LT-A,DHNC0034
DHNC0035,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.281389842279989,1.629896818012144,20.205188471012963,0.4259609594966145,1.5004,6,LT-A,DHNC0035
DHNC0036,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.41009481526613606,1.6663296006023653,17.361534286166492,0.43294937237502684,5.436100000000001,10,LT-A,DHNC0036
DHNC0037,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5021241175643878,2.29601636391853,14.590260663550676,0.4472624923231048,3.7346999999999997,9,LT-A,DHNC0037
DHNC0038,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6631408851066625,2.3685609992057732,15.059827257880913,0.45473779850948,5.5950999999999995,9,LT-A,DHNC0038
DHNC0039,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2994521476899167,1.2979234467227767,20.825209853739324,0.30021461088468454,1.9455000000000002,7,LT-A,DHNC0039
DHNC0040,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3422141061134277,1.1902272377437324,20.65231242920128,0.38177898372426783,1.4851999999999999,5,LT-A,DHNC0040
DHNC0041,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5321892953477227,2.222690077760887,24.509101416465338,0.33209892041652656,4.604599999999999,9,LT-A,DHNC0041
DHNC0042,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6132911327354363,2.6466069466558704,18.98816994674315,0.3869920402796836,4.4736,9,LT-A,DHNC0042
DHNC0043,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2993648383787656,1.6502201497067017,22.788866921590504,0.4015728134045345,3.4651,9,LT-A,DHNC0043
DHNC0044,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5661168210912564,2.7439752441640346,23.222166537678266,0.3835593513548689,5.390199999999999,9,LT-A,DHNC0044
DHNC0045,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5542479630483556,2.304638373727829,17.700680275210697,0.42076699089916453,5.4011000000000005,10,LT-A,DHNC0045
DHNC0046,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2746914883924285,1.4270508434254785,25.003744996151255,0.5037364022941846,2.0794,6,LT-A,DHNC0046
DHNC0047,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.310470226489911,1.6842103181924704,18.739689967839023,0.3783603701891099,3.4801,9,LT-A,DHNC0047
DHNC0048,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.7768845774020782,2.4003505151210884,21.698267777319423,0.339704880758349,4.5801,10,LT-A,DHNC0048
DHNC0049,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.32125160651540374,1.1767218046193695,21.127219495370905,0.3835769006639078,2.9705,8,LT-A,DHNC0049
DHNC0050,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5968086710758113,2.8096447632006614,15.904487369392669,0.41747526822349884,3.5151000000000003,9,LT-A,DHNC0050
DHNC0051,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.24374221494354953,1.961648826088365,16.260410757882973,0.3430100234633717,2.9351,8,LT-A,DHNC0051
DHNC0052,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5447399815963329,1.449160390932816,18.94892141780364,0.4848451877056362,5.329699999999999,9,LT-A,DHNC0052
DHNC0053,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3599749414443757,1.3636047832458826,20.038368569451922,0.42559087949822244,1.9455000000000002,7,LT-A,DHNC0053
DHNC0054,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.40043858536206217,1.4651447352438114,18.543956861276754,0.3684765906479018,3.7754000000000003,9,LT-A,DHNC0054
DHNC0055,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.40982379048735934,1.3822437970776724,26.38917783659066,0.4153969127652543,2.6653,8,LT-A,DHNC0055
DHNC0056,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.35422708660039937,1.8843365107062966,20.967379908244702,0.40569260427895687,3.0155,9,LT-A,DHNC0056
DHNC0057,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3676939590737074,1.7007117175322162,22.339929451118444,0.438161945909184,2.695,8,LT-A,DHNC0057
DHNC0058,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6330304786575613,2.1252476995859366,21.963968990648716,0.32675396950651264,6.044999999999999,10,LT-A,DHNC0058
DHNC0059,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5656330420568642,2.1070101610482377,21.393226473951582,0.37580477069970086,4.4848,10,LT-A,DHNC0059
DHNC0060,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.37745325212350433,1.4010479955755903,24.86532963530311,0.4382878570100488,3.5151,9,LT-A,DHNC0060
DHNC0061,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6967442776085259,2.112581793673787,24.887306145954675,0.4204624855599969,5.539699999999999,9,LT-A,DHNC0061
DHNC0062,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.27604242880521535,1.666156865173479,15.466476672330058,0.3466569679641449,0.8504,5,LT-A,DHNC0062
DHNC0063,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5879297028907948,2.1450063059427054,14.749767563836496,0.41617408376235626,6.2009,10,LT-A,DHNC0063
DHNC0064,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6514017464475416,1.738153661280198,16.368659169200896,0.36796809394479374,3.7061000000000006,9,LT-A,DHNC0064
DHNC0065,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6623902593950421,1.7995835872094759,25.006533417703537,0.39077507260911387,4.599899999999999,9,LT-A,DHNC0065
DHNC0066,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.4292995990162216,1.6093416266973488,19.715402207804605,0.44607836835851916,4.3405,11,LT-A,DHNC0066
DHNC0067,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.49188230147951517,0.4497655519814572,23.894616507952257,0.4074970893462823,3.4702,9,LT-A,DHNC0067
DHNC0068,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6304136606536181,2.0100582857483262,20.059729854128527,0.33594192423411295,3.3150000000000004,9,LT-A,DHNC0068
DHNC0069,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.29322975521367556,1.6674500089274964,17.37135880060424,0.3890499294209171,1.1653,6,LT-A,DHNC0069
DHNC0070,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5733024591046967,1.9003413149099573,19.329986731966997,0.34347383418112903,4.4848,10,LT-A,DHNC0070
DHNC0071,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.41963490436917195,2.045383240024801,18.79625528221714,0.3486037732533077,4.7961,9,LT-A,DHNC0071
DHNC0072,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.28432934667715415,1.8591251545278824,18.230303929494188,0.30122865882369276,3.3293999999999997,8,LT-A,DHNC0072
DHNC0073,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5792347043959908,1.460846424867143,19.67702092305394,0.3695766960960759,6.3107,10,LT-A,DHNC0073
DHNC0074,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3571967920139993,1.1232965581302143,21.26127343123568,0.4153745069730434,3.5653,10,LT-A,DHNC0074
DHNC0075,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5885238589900145,2.2879191542045128,21.848787553710363,0.3991813828060766,6.1560999999999995,10,LT-A,DHNC0075
DHNC0076,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5754372352776934,1.3230008151069992,21.39264846217191,0.38752092023882506,4.4809,10,LT-A,DHNC0076
DHNC0077,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3072861060217652,1.271837605844056,15.22535480151822,0.441647153733181,3.445,9,LT-A,DHNC0077
DHNC0078,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.7137796662102789,2.6866436712778103,21.176755274524492,0.41568872664992385,3.6658,9,LT-A,DHNC0078
DHNC0079,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5581279977978939,1.9287352578042305,17.758247973570455,0.36414919365576653,6.159999999999999,10,LT-A,DHNC0079
DHNC0080,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.39742253757410334,1.8193289333496818,18.997503214071383,0.43601556599480346,2.7952,9,LT-A,DHNC0080
DHNC0081,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6034417085287743,1.7792926109442329,22.78303947077318,0.40238807414612426,6.0562,10,LT-A,DHNC0081
DHNC0082,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.396752701993492,1.2977005935035206,19.055664678073168,0.42908936246298124,2.2202,7,LT-A,DHNC0082
DHNC0083,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.661030034462124,1.4390562971920446,22.08841674228071,0.4083624748551564,5.3107999999999995,11,LT-A,DHNC0083
DHNC0084,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.7148256915234946,1.2951302994135294,20.85162751983324,0.44723532069728994,3.9261000000000004,9,LT-A,DHNC0084
DHNC0085,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.36746091884191145,1.3620775552703115,18.730611396682487,0.46279277276760544,1.7240000000000002,5,LT-A,DHNC0085
DHNC0086,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.68103925575154,1.9243580286384894,20.53716538388407,0.4123284482149618,4.885800000000001,10,LT-A,DHNC0086
DHNC0087,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.2632727641375447,2.1428058681373674,32.12121773189181,0.28312470741721557,2.0103999999999997,6,LT-A,DHNC0087
DHNC0088,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.41507704304147797,1.7514110194369026,22.53785094766587,0.33638572525811167,1.0004,6,LT-A,DHNC0088
DHNC0089,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3731352618171192,1.055030265340961,20.017239090147733,0.2988654732622002,2.7702000000000004,8,LT-A,DHNC0089
DHNC0090,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.4339799990069987,1.3229781538215883,20.442123854766002,0.3629536144039559,2.8594,7,LT-A,DHNC0090
DHNC0091,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5811298827307992,1.4316248260805116,27.431188581606634,0.415996784753736,2.9211000000000005,8,LT-A,DHNC0091
DHNC0092,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2588334985966774,1.4543106701611332,18.789237644837858,0.4110421040445778,2.9702,8,LT-A,DHNC0092
DHNC0093,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.43719283995555924,1.7668706055146235,22.03350363056801,0.38749911760638833,2.7041000000000004,7,LT-A,DHNC0093
DHNC0094,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3060007175073837,1.449500973059226,18.800622087352775,0.4184467837886071,2.1241,5,LT-A,DHNC0094
DHNC0095,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5194323594885301,1.9498493139022142,20.15585555560312,0.4645841107279638,3.7601000000000004,10,LT-A,DHNC0095
DHNC0096,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.23184349505645244,3.0360002635102585,22.37253096190942,0.22632135552574947,1.7857,7,LT-A,DHNC0096
DHNC0097,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5724761669142658,1.292661090938354,18.825888031686805,0.43717836569212587,5.150199999999999,9,LT-A,DHNC0097
DHNC0098,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2960421123447676,1.092586370904106,18.193571849567345,0.3442795617727172,3.445,9,LT-A,DHNC0098
DHNC0099,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.7219832983736097,1.51690002711638,20.97724792437797,0.4604059639350152,4.5461,9,LT-A,DHNC0099
DHNC0100,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5553966857614882,1.5149370749069582,23.158948884170933,0.33093586986077006,4.744699999999999,8,LT-A,DHNC0100
DHNC0101,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.2805020130476263,3.168658127450573,32.865160342140044,0.29465805334078315,0.3907,4,LT-A,DHNC0101
DHNC0102,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3654402606945291,1.601037129297847,20.184347283110135,0.4023936595904383,4.1854,10,LT-A,DHNC0102
DHNC0103,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5174543776945931,2.508750369194264,23.16076427857304,0.3848563208946793,4.4802,10,LT-A,DHNC0103
DHNC0104,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3369156118105281,1.069550162194771,18.840438496088296,0.3810730569722479,0.41040000000000004,5,LT-A,DHNC0104
DHNC0105,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6481249446607471,2.4235043003173815,14.059896117400227,0.41853681804811294,3.7749000000000006,9,LT-A,DHNC0105
DHNC0106,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.35988056870341334,1.7517758842397146,23.870853211884896,0.38021399345249357,3.2853000000000003,9,LT-A,DHNC0106
DHNC0107,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2838378233362614,1.8446021907381414,20.21462780848373,0.3775159030050212,2.1500000000000004,7,LT-A,DHNC0107
DHNC0108,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.43763179735255564,1.3596382252684036,17.351705164294355,0.39938801021533243,2.7853000000000003,8,LT-A,DHNC0108
DHNC0109,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.34399121704786173,1.7158226186616217,19.892222407599437,0.4033162206172016,1.7103,7,LT-A,DHNC0109
DHNC0110,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5021083113826268,1.8103028159051269,14.292280005757455,0.3478539691340587,4.4597999999999995,10,LT-A,DHNC0110
DHNC0111,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3304087616294176,1.5670779724363568,22.347756279299084,0.3772570758877692,1.3551,6,LT-A,DHNC0111
DHNC0112,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.15393130858359566,4.0329806284459035,30.330459799894996,0.29074990478531276,2.0794,6,LT-A,DHNC0112
DHNC0113,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.557484310602678,1.6381212734416744,21.377176898680318,0.3393327594558448,6.124899999999999,10,LT-A,DHNC0113
DHNC0114,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.19741231039466128,3.99773353758389,29.614292231630586,0.3510915771272179,1.6555,6,LT-A,DHNC0114
DHNC0115,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6129149615948626,2.5315376903989684,24.58211003653971,0.3437703767417473,4.3096,10,LT-A,DHNC0115
DHNC0116,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.2571048194034073,1.2349953177464772,20.63678170823202,0.34458614989381275,3.27,9,LT-A,DHNC0116
DHNC0117,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.430488709856657,1.5158841865796902,22.19913960444847,0.4524799655460593,2.6851,8,LT-A,DHNC0117
DHNC0118,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.16698648147232786,1.3511995224705382,23.00698741016478,0.4748293862600975,3.5002,10,LT-A,DHNC0118
DHNC0119,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6447319702863745,2.603107947370416,21.208381228990326,0.4323949456730005,6.130199999999999,10,LT-A,DHNC0119
DHNC0120,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.29956352265588493,1.522699838024442,21.4037922857379,0.4169815294527727,2.1653000000000002,7,LT-A,DHNC0120
DHNC0121,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.22901995291017696,2.637214272916025,27.487891435327487,0.2993469436230885,2.9053999999999998,8,LT-A,DHNC0121
DHNC0122,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.24010005367935383,2.433398541464079,30.5398638846975,0.2449282520739063,1.1857,5,LT-A,DHNC0122
DHNC0123,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.452317747486829,1.8548671686669864,20.487121623211667,0.421523848380875,5.356000000000001,10,LT-A,DHNC0123
DHNC0124,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5705235579574393,1.9581060058300332,17.963366130598676,0.37842736908457164,3.79,8,LT-A,DHNC0124
DHNC0125,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6718527387806795,2.066013959696255,19.74167046421824,0.3718219144108521,3.9106000000000005,9,LT-A,DHNC0125
DHNC0126,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.28060262895211785,1.635930849843165,15.375436591326029,0.46836311600475633,1.6401000000000001,7,LT-A,DHNC0126
DHNC0127,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.4842609784095161,1.730621842739068,20.75552981914768,0.41581674838350086,1.46,5,LT-A,DHNC0127
DHNC0128,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.2110650238214874,3.2796774011042786,27.47774728636661,0.2429488326929916,1.6246,4,LT-A,DHNC0128
DHNC0129,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.25735598956726713,1.044971455044279,21.000444972280725,0.3730781518697811,2.1005000000000003,7,LT-A,DHNC0129
DHNC0130,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.34672647482053376,1.7948916736091198,19.551949119261316,0.39692719372563895,3.4405,9,LT-A,DHNC0130
DHNC0131,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.38695111912541397,1.5587233383993744,23.976707064295578,0.3838811793971717,2.1452,6,LT-A,DHNC0131
DHNC0132,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3710904564884613,1.988513368286269,24.231579798312914,0.386085294772959,3.6004,10,LT-A,DHNC0132
DHNC0133,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.14867451111152233,2.8728380291365294,35.812303290861735,0.3755173405511264,1.2054,6,LT-A,DHNC0133
DHNC0134,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.49720819958082313,2.3993111303243255,25.37973242634859,0.3367110812104467,4.6408,9,LT-A,DHNC0134
DHNC0135,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.3229201934857548,1.8526263532371194,23.04296685503812,0.42937303522883036,2.1950000000000003,7,LT-A,DHNC0135
DHNC0136,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.31886457572392163,2.9695262401232427,35.091530886162246,0.24495983330362633,0.2505,4,LT-A,DHNC0136
DHNC0137,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.3972152703579064,2.48540602464379,23.85577411197452,0.44817906042164474,2.0307999999999997,7,LT-A,DHNC0137
DHNC0138,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5145943970412784,1.8875399856708985,23.13556885583263,0.44937790508967645,6.204899999999999,10,LT-A,DHNC0138
DHNC0139,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.27688353532396937,1.3480548397828018,18.004905563828128,0.4203934488737546,3.3205000000000005,9,LT-A,DHNC0139
DHNC0140,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.317562302271483,1.3736899713846211,17.907578465203,0.3791325671959783,2.1554,7,LT-A,DHNC0140
DHNC0141,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6729152096046497,1.8292161528932511,17.77209143998452,0.35289125188258935,5.395700000000001,10,LT-A,DHNC0141
DHNC0142,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.18174003658816673,2.878293228108253,26.75591990708408,0.37033708105778185,1.1006,5,LT-A,DHNC0142
DHNC0143,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.33099079231924317,1.7110562147868549,17.836509102296,0.4273725868322799,2.0443000000000002,6,LT-A,DHNC0143
DHNC0144,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.4426322184329279,2.2429414507506262,19.995416366935615,0.4160937605132725,3.5197,9,LT-A,DHNC0144
DHNC0145,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.28540239578523013,1.0646311953541094,20.182606577519802,0.47300406365270453,1.5950000000000002,6,LT-A,DHNC0145
DHNC0146,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.22382332739651156,2.330494277519323,34.376064211421664,0.3836028079326256,2.6005,8,LT-A,DHNC0146
DHNC0147,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.4018824595556023,1.8634108840162094,15.813734465224497,0.4193672889328731,3.3505,9,LT-A,DHNC0147
DHNC0148,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6088898224691233,2.2283803579028647,17.670244894482693,0.35632299383632754,5.2602,10,LT-A,DHNC0148
DHNC0149,Dhanmondi,Residential,Res-B,624.1576541510876,True,0.26652176687619006,1.7915009806486129,19.534737983460815,0.43871806627031984,3.0093,7,LT-A,DHNC0149
DHNC0150,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.3112628688198376,3.2920784238183085,22.751183166487603,0.3659745079914144,1.3555000000000001,6,LT-A,DHNC0150
DHNC0151,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6065253730617778,2.2523247459122304,18.249456829128974,0.4303080673705305,4.3712,10,LT-A,DHNC0151
DHNC0152,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.6275035664934512,1.4846067579651896,11.307651532240584,0.4040409740351437,2.7300000000000004,8,LT-A,DHNC0152
DHNC0153,Dhanmondi,Residential,Res-A,624.1576541510876,True,0.5579083408598714,1.8562952370738952,25.1585641878894,0.3693001912761972,5.4546,10,LT-A,DHNC0153
DHNC0154,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.16606002932661026,3.1184783533167475,25.290928031711683,0.3227682079837424,2.9556999999999998,8,LT-A,DHNC0154
DHNC0155,Dhanmondi,Residential,Res-C,624.1576541510876,True,0.2767100458292303,2.674306077780148,37.95807759713926,0.22254989679287812,1.6303999999999998,5,LT-A,DHNC0155
