household_id,substation,period_start,period_end,days,energy_before_kwh,bill_before_tk,energy_after_kwh,bill_after_tk,bill_saving_tk,bill_saving_pct,energy_saving_kwh,incentive_received_tk,discomfort_cost_tk,net_benefit_tk,gained,qoe,n_dr_events,n_shift_slots,n_curtail_slots,energy_shifted_kwh,energy_curtailed_kwh,peak_before_kw,peak_after_kw,peak_reduction_pct,participated,tariff_class,slab_before,slab_after,eff_rate_before,eff_rate_after,surcharge_tk,J1_before_tk,J1_after_tk,marginal_rate_tk_per_kwh,income_band,monthly_income_bdt,household_size,w_h,equation,id
DHNC0016,Dhanmondi,2026-06-14,2026-07-13,30,372.7307145480232,3490.7353676495827,322.15618719161955,2979.882066822549,510.85330082703376,14.63454679381802,50.57452735640368,54.91213305741439,1211.1418507853114,-645.3764169008632,False,0.8570576772052099,30,20,556,6.761166895131545,50.574527356403685,1.8230166346297605,1.8206198824540136,0.1314717666431717,True,LT-A,301-400,301-400,9.365301091117434,9.249805483481545,0.0,3364.0289108378024,2816.0002947610287,9.62,upper-middle,115823.23975269352,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0016-2026-06-14
DHNC0017,Dhanmondi,2026-06-14,2026-07-13,30,150.6071114869952,1211.279420021432,150.6071114869952,1211.279420021432,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.5631933753053917,0.5631933753053917,0.0,False,LT-A,76-200,76-200,8.0426442553878,8.0426442553878,0.0,1173.0326421505308,1173.0326421505308,8.5,lower-middle,13944.236553148334,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0017-2026-06-14
DHNC0018,Dhanmondi,2026-06-14,2026-07-13,30,382.4762071863676,3653.071078789498,325.10477610841247,3073.562253471074,579.508825318424,15.86360661535371,57.37143107795509,56.48968727664931,990.1827710811888,-354.1842584861156,False,0.85,30,0,289,0.0,57.37143107795515,2.9929097036806,2.9929097036806,0.0,True,LT-A,301-400,301-400,9.551106735926927,9.454066748149328,0.0,3553.2109101623414,2896.2412705496367,9.62,upper-middle,174129.2535701469,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0018-2026-06-14
DHNC0019,Dhanmondi,2026-06-14,2026-07-13,30,331.06943740571273,3053.8050772351044,281.72213785159835,2565.3277171720224,488.477360063082,15.995695458904216,49.34729955411439,49.03425230556409,1029.204016047417,-491.69240367877126,False,0.85,30,4,762,0.7827901418564087,49.34729955411436,1.6063585374654497,1.401249413759482,12.768576810354784,True,LT-A,301-400,201-300,9.224062182136084,9.1058790648655,0.0,3021.7789998876096,2509.776154616738,9.62,upper-middle,131681.0998399135,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0019-2026-06-14
DHNC0020,Dhanmondi,2026-06-14,2026-07-13,30,148.20254926565374,1237.9185721959595,148.20254926565374,1237.9185721959595,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.7031061830859144,0.7031061830859144,0.0,False,LT-A,76-200,76-200,8.352883120633674,8.352883120633674,0.0,1187.5728984647253,1187.5728984647253,8.5,middle,34057.8866208613,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0020-2026-06-14
DHNC0021,Dhanmondi,2026-06-14,2026-07-13,30,526.9740478661913,5837.903671395108,448.21231681172753,4596.579409111231,1241.324262283877,21.263185077311025,78.76173105446378,77.60818109031193,1513.938613239973,-195.00616986578396,False,0.85,30,4,593,0.7109403136621578,78.76173105446384,2.626247607607873,2.3759604982384466,9.530217510503569,True,LT-A,401-600,401-600,11.078161619217845,10.25536165942096,0.0,7381.249678116725,6159.141491578553,15.01,upper-middle,124668.57183878055,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0021-2026-06-14
DHNC0022,Dhanmondi,2026-06-14,2026-07-13,30,201.05544159040576,1762.302694396327,201.05544159040576,1762.302694396327,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.0315974289259442,1.0315974289259442,0.0,False,LT-A,201-300,201-300,8.765257386002643,8.765257386002643,0.0,1706.6075076758548,1706.6075076758548,9.1,middle,29346.88900457265,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0022-2026-06-14
DHNC0023,Dhanmondi,2026-06-14,2026-07-13,30,500.55083311885903,5336.748905369778,425.46820815103024,4153.409194564312,1183.339710805466,22.17341928181786,75.08262496782879,73.42471545201275,1273.747387290085,-16.982961032606227,False,0.85,30,0,553,0.0,75.08262496782885,2.628288780939809,2.421969326600131,7.849953773569106,True,LT-A,401-600,401-600,10.661752118395802,9.761973080465648,0.0,7196.204521035078,5984.22930654565,15.01,upper-middle,69960.35073243295,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0023-2026-06-14
DHNC0024,Dhanmondi,2026-06-14,2026-07-13,30,283.86765050175467,2572.606910544266,250.36046593183036,2252.4457619786385,320.1611485656276,12.44500849521133,33.507184569924334,33.21622987897094,696.4547781560717,-343.0773997114732,False,0.8565026744417986,30,60,780,18.067660223919308,33.507184569924284,1.5036973305980017,1.501809178048582,0.1255673273469706,True,LT-A,201-300,201-300,9.062698430050112,8.996810872655702,0.0,2449.8031300610733,2081.849157583875,9.1,upper-middle,139542.22996152687,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0024-2026-06-14
DHNC0025,Dhanmondi,2026-06-14,2026-07-13,30,423.8766308142349,4173.033719947749,360.29513619209945,3395.6672506763966,777.3664692713523,18.62832944664262,63.58149462213544,62.40439703613245,1266.4868514873028,-426.71598517981806,False,0.8500000000000001,30,0,586,0.0,63.5814946221352,2.100299339737067,1.8923540807378345,9.900743911354317,True,LT-A,401-600,301-400,9.844925189510136,9.424682460509043,0.0,6026.865247671766,5015.596199426546,15.01,upper-middle,149768.987608807,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0025-2026-06-14
DHNC0026,Dhanmondi,2026-06-14,2026-07-13,30,202.2819122954843,1777.1527219833524,202.17742996347096,1776.1543933009648,0.998328682387637,0.056175739430738,0.1044823320133332,0.3134469960400228,2.1331670632991075,-0.8213913848714478,False,0.9994834815885036,1,0,4,0.0,0.1044823320133409,1.371717682169873,1.371717682169873,0.0,True,LT-A,201-300,201-300,8.785524626578416,8.785126972985447,0.0,1708.6743436847646,1707.2199496231387,9.1,middle,58164.72536967278,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0026-2026-06-14
DHNC0027,Dhanmondi,2026-06-14,2026-07-13,30,167.0374377777291,1403.1622721662322,167.0374377777291,1403.1622721662322,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.7517654181940183,0.7517654181940183,0.0,False,LT-A,76-200,76-200,8.400286132461941,8.400286132461941,0.0,1324.5351113163274,1324.5351113163274,8.5,middle,44994.73079120377,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0027-2026-06-14
DHNC0028,Dhanmondi,2026-06-14,2026-07-13,30,520.4087867878437,5671.796644169812,442.3474687696671,4441.511241544338,1230.2854026254736,21.69128196600836,78.06131801817662,77.1243642937972,1239.5949488943045,67.8148180249666,True,0.85,30,0,685,0.0,78.06131801817656,2.6831669666775624,2.614625315980838,2.554505610271287,True,LT-A,401-600,401-600,10.898733434495307,10.040774628818005,0.0,7242.072252845098,6047.915207571329,15.01,upper-middle,194794.8267358665,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0028-2026-06-14
DHNC0029,Dhanmondi,2026-06-14,2026-07-13,30,453.3056856595353,4625.869438837106,385.30983281060514,3637.359801219922,988.5096376171836,21.369164233603712,67.99585284893016,66.48864811798461,1439.2849975324516,-384.28671179728326,False,0.85,30,0,455,0.0,67.99585284893031,3.219894647834993,3.219894647834993,0.0,True,LT-A,401-600,301-400,10.204746124255458,9.440090782754114,0.0,6562.706331917817,5403.634203282933,15.01,upper-middle,159207.3875152736,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0029-2026-06-14
DHNC0030,Dhanmondi,2026-06-14,2026-07-13,30,249.6599689217642,2209.788963047457,212.2109735834996,1851.9638125903384,357.8251504571185,16.192729552040664,37.44899533826464,36.80180929686531,880.6825883955313,-486.05562864154746,False,0.85,30,0,528,0.0,37.44899533826464,1.163865458624426,1.163865458624426,0.0,True,LT-A,201-300,201-300,8.851194577132777,8.72699362015621,0.0,2142.05746881531,1767.2484207081238,9.1,upper-middle,119392.59184675312,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0030-2026-06-14
DHNC0031,Dhanmondi,2026-06-14,2026-07-13,30,154.61265136617004,1323.3615534430678,145.822310105358,1244.90775769032,78.45379575274774,5.928371996951995,8.790341260812028,10.31926687240302,155.09759099886944,-66.32452837371868,False,0.9431460415228649,28,0,684,0.0,8.79034126081203,1.477935400042896,1.477935400042896,0.0,True,LT-A,76-200,76-200,8.559206130609216,8.537155643679368,0.0,1212.9518191041043,1132.746735522192,8.5,middle,53365.39658014588,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0031-2026-06-14
DHNC0032,Dhanmondi,2026-06-14,2026-07-13,30,301.12258507916164,2761.410821884612,255.9541973172873,2329.21394536668,432.1968765179317,15.65130668326147,45.1683877618743,44.7184937034305,709.0539238133496,-232.1385535919873,False,0.8499999999999999,30,0,756,0.0,45.16838776187427,1.2970544911758402,1.2497566356786378,3.646558862328493,True,LT-A,301-400,201-300,9.170387605295923,9.100120137820312,0.0,2659.7442849592067,2220.62230090429,9.62,upper-middle,120188.32118681584,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0032-2026-06-14
DHNC0033,Dhanmondi,2026-06-14,2026-07-13,30,402.1651103589898,3807.533631812859,341.8403438051413,3185.939722775732,621.5939090371267,16.325368838335663,60.32476655384852,59.17586046990759,1550.9723434739958,-870.2025739669616,False,0.8500000000000001,30,0,507,0.0,60.32476655384846,1.845524410871396,1.845524410871396,0.0,True,LT-A,401-600,301-400,9.467588146604989,9.31996407244374,0.0,5739.402868097295,4763.464732038805,15.01,upper-middle,102039.58433763188,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0033-2026-06-14
DHNC0034,Dhanmondi,2026-06-14,2026-07-13,30,103.16006544687258,796.4140341133377,103.16006544687258,796.4140341133377,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.6211634929341885,0.6211634929341885,0.0,False,LT-A,76-200,76-200,7.720177674019515,7.720177674019515,0.0,818.7242277231148,818.7242277231148,8.5,lower-middle,18887.23612101286,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0034-2026-06-14
DHNC0035,Dhanmondi,2026-06-14,2026-07-13,30,224.06834369573744,1898.4406640127715,224.06834369573744,1898.4406640127715,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.1312612895310086,1.1312612895310086,0.0,False,LT-A,201-300,201-300,8.4725964975698,8.4725964975698,0.0,1897.150497111517,1897.150497111517,9.1,middle,33852.6318465823,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0035-2026-06-14
DHNC0036,Dhanmondi,2026-06-14,2026-07-13,30,469.039175793047,4895.723940086317,398.6832994240898,3794.3320174827313,1101.391922603586,22.497018542760543,70.35587636895718,69.41437000873108,1221.4859598129392,-50.67966720062213,False,0.85,30,0,642,0.0,70.35587636895704,2.6700879771173742,2.6700879771173742,0.0,True,LT-A,401-600,301-400,10.437771923440454,9.51715816279177,0.0,6438.148100592002,5405.1588443108485,15.01,upper-middle,144659.50239273932,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0036-2026-06-14
DHNC0037,Dhanmondi,2026-06-14,2026-07-13,30,341.2487091183432,3139.1534808043843,290.0614027505917,2627.536973281903,511.6165075224813,16.29791313648619,51.18730636775149,50.447723823014286,746.8361425705215,-184.771911225026,False,0.85,30,0,562,0.0,51.18730636775148,1.3565002148041532,1.339365957670959,1.2631223309955804,True,LT-A,301-400,201-300,9.199019357215336,9.058554321138624,0.0,3079.6212336300146,2539.8349879809903,9.62,upper-middle,93022.6966480514,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0037-2026-06-14
DHNC0038,Dhanmondi,2026-06-14,2026-07-13,30,648.2233638554944,7845.253041037469,550.9898592771704,6194.319587137843,1650.9334538996263,21.043724724541253,97.23350457832407,95.1324184102935,1464.3197826279347,281.74608968198504,True,0.85,30,0,381,0.0,97.2335045783242,3.571823728680912,2.8604672157863407,19.91577879900802,True,LT-A,601-above,401-600,12.102700208729868,11.24216622655091,0.0,10813.567524855556,8934.759712485136,17.35,upper-middle,125740.17098320364,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0038-2026-06-14
DHNC0039,Dhanmondi,2026-06-14,2026-07-13,30,245.7919738443896,2125.638860083143,245.7725651443689,2125.4534099544453,0.1854501286975391,0.0087244419633109,0.0194087000206764,0.0582261000620205,0.4041902509188004,-0.1605140221592407,False,0.9999210360707996,1,0,1,0.0,0.0194087000206735,0.986741247816425,0.986741247816425,0.0,True,LT-A,201-300,201-300,8.64812152665685,8.64804991031418,0.0,2056.222818932912,2055.952649828624,9.1,middle,37691.77058918876,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0039-2026-06-14
DHNC0040,Dhanmondi,2026-06-14,2026-07-13,30,107.8397855355897,845.267405905138,105.243597235755,822.0964253291133,23.170980576024704,2.7412603886237057,2.5961882998346937,7.78856489950403,53.61729189322264,-22.657746417693907,False,0.9759255057218388,10,0,97,0.0,2.596188299834677,0.9021144493557952,0.9021144493557952,0.0,True,LT-A,76-200,76-200,7.838177734748736,7.811367597855329,0.0,854.1708519136475,824.5805142210191,8.5,middle,39426.43234577889,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0040-2026-06-14
DHNC0041,Dhanmondi,2026-06-14,2026-07-13,30,328.2614676424825,3046.331944656716,285.11505336521395,2618.6371949046197,427.6947497520964,14.039663356525397,43.14641427726855,48.57459195930805,1064.8785847238787,-588.6092430124743,False,0.864504634884532,30,10,422,3.3287328357227346,43.14641427726848,1.9502431393159376,1.5738289732825144,19.30088399979981,True,LT-A,301-400,201-300,9.280199612019494,9.184492940645663,0.0,2980.239700324168,2521.2459273489158,9.62,upper-middle,155965.82379727432,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0041-2026-06-14
DHNC0042,Dhanmondi,2026-06-14,2026-07-13,30,420.2900667485639,4084.967356990742,357.2465567362794,3333.3332295931577,751.634127397584,18.40000327325229,63.043510012284514,62.1239268159341,1197.0808821524638,-383.3228279389457,False,0.8499999999999999,30,0,729,0.0,63.04351001228463,1.4477627597036298,1.3141310547758345,9.2302211831413,True,LT-A,401-600,301-400,9.719400195661892,9.330623813552489,0.0,5971.326053909428,4977.461035062047,15.01,upper-middle,83596.04072712011,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0042-2026-06-14
DHNC0043,Dhanmondi,2026-06-14,2026-07-13,30,264.8196221552648,2374.4623996935547,264.8196221552648,2374.4623996935547,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,1.16807553271456,1.16807553271456,0.0,False,LT-A,201-300,201-300,8.966338598207795,8.966338598207795,0.0,2227.0849643922297,2227.0849643922297,9.1,middle,37160.58021496965,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0043-2026-06-14
DHNC0044,Dhanmondi,2026-06-14,2026-07-13,30,353.14427683014327,3332.318160261277,300.17263530562184,2797.2516092220862,535.0665510391909,16.0568866868714,52.97164152452143,52.038409718702304,1230.1162812566324,-643.0113204987392,False,0.8499999999999999,30,0,534,0.0,52.97164152452154,2.7343814057777656,2.7343814057777656,0.0,True,LT-A,301-400,301-400,9.43613808546604,9.318809512312988,0.0,3091.5512614298423,2580.884379391832,9.62,upper-middle,117766.4596612352,6,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0044-2026-06-14
DHNC0045,Dhanmondi,2026-06-14,2026-07-13,30,483.2661114717915,5118.404059851169,410.77619475102273,3975.9267273734936,1142.4773324776756,22.320968003274366,72.48991672076875,71.33638906040672,1283.1208390509769,-69.30711751289437,False,0.85,30,0,718,0.0,72.48991672076873,2.474806759890803,2.4045204696767515,2.8400718534142277,True,LT-A,401-600,401-600,10.591274534568589,9.679058275963044,0.0,6659.448667481071,5576.982259937711,15.01,upper-middle,140259.965661223,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0045-2026-06-14
DHNC0046,Dhanmondi,2026-06-14,2026-07-13,30,131.96058943485755,1086.7498007061038,131.96058943485755,1086.7498007061038,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0,0,0,0.0,0.0,0.7135377295456896,0.7135377295456896,0.0,False,LT-A,76-200,76-200,8.235411840461493,8.235411840461493,0.0,1048.1610648629428,1048.1610648629428,8.5,middle,40536.3520032878,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0046-2026-06-14
DHNC0047,Dhanmondi,2026-06-14,2026-07-13,30,148.51448359349823,1296.2641760719716,143.9805538863098,1255.7988534353149,40.465322636656765,3.121687954015481,4.533929707188435,13.60178912156518,84.96443704868564,-30.897325290463694,False,0.9694714643482296,10,0,194,0.0,4.533929707188393,0.7898687916985366,0.7898687916985366,0.0,True,LT-A,76-200,76-200,8.728200406500424,8.722003211815126,0.0,1190.4378675568694,1139.3768945893637,8.5,middle,55902.90456795994,4,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0047-2026-06-14
DHNC0048,Dhanmondi,2026-06-14,2026-07-13,30,360.2148026220756,3368.0121312855854,306.18258222876415,2822.2326730927466,545.7794581928388,16.204794903292473,54.03222039331144,53.39835040422322,1172.4055866972092,-573.2277781001471,False,0.8500000000000001,30,0,883,0.0,54.03222039331133,1.6125101928689758,1.589106737328312,1.4513679134656696,True,LT-A,301-400,301-400,9.35001034596344,9.217482759956988,0.0,3259.297002816593,2709.5989162385044,9.62,upper-middle,168047.083274605,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0048-2026-06-14
DHNC0049,Dhanmondi,2026-06-14,2026-07-13,30,188.3582703317066,1629.3966127104811,187.7449701416499,1623.9229085142254,5.473704196255994,0.3359344283372821,0.613300190056691,1.8399005701701088,21.364362438270792,-14.05075767184469,False,0.9815719174379884,30,30,10,7.144453917134246,0.6133001900567028,1.274509801672093,1.274509801672093,0.0,True,LT-A,76-200,76-200,8.650518025256059,8.649621384205432,0.0,1539.3590341347526,1513.0451141373114,8.5,middle,27115.37662305156,5,624.1576541510876,"(20),(21) + BERC slab bill",MB-DHNC0049-2026-06-14
